,Source_ortolog,Target_ortolog,Interaction,ID_source,ID_target,Grupo_interaccion
1740,TWIST2,CKB,?,1006,167,1006-167
1741,TWIST2,CKM,?,1006,167,1006-167
1742,TWIST2,CKB,?,1006,167,1006-167
1743,TWIST2,DKK1,?,1006,237,1006-237
1744,TWIST2,KAG9263746.1,?,1006,603,1006-603
1745,UBE2K,NFE2L2,?,1013,647,1013-647
1746,UBE2K,NFE2L2,?,1013,647,1013-647
1747,USF1,ALX3,?,1022,42,1022-42
1748,USF1,KAG9273149.1,?,1022,153,1022-153
1749,USF1,CYP1A1,-,1022,210,1022-210
1750,USF1,CYP1A1,-,1022,210,1022-210
1751,USF1,FMR1-A,+,1022,329,1022-329
1752,USF1,FMR1-A,?,1022,329,1022-329
1753,USF1,GATA5-A,+,1022,361,1022-361
1754,USF1,LIPE,+,1022,543,1022-543
1755,USF1,PDX1,+,1022,727,1022-727
1756,USF1,REN,+,1022,820,1022-820
1757,USF1,TNFAIP3,+,1022,986,1022-986
1758,VAX2,PAX6A,-,1028,714,1028-714
1759,VHL,EPO,?,1031,296,1031-296
1760,VHL,TFAM,?,1031,961,1031-961
1761,WT1-A,EPO,+,1042,296,1042-296
1762,WT1-A,IGF2,-,1042,456,1042-456
1763,WT1-A,IGF2,-,1042,456,1042-456
1764,WT1-A,IL10,+,1042,463,1042-463
1765,WT1-A,INHA,+,1042,473,1042-473
1766,WT1-A,NPHS1,+,1042,669,1042-669
1767,WT1-A,NPHS1,-,1042,669,1042-669
1768,WT1-A,NPHS1,?,1042,669,1042-669
1769,WT1-A,PAX2-A,-,1042,711,1042-711
1770,WT1-A,POU4F2,?,1042,764,1042-764
1771,WT1-A,WNT4A,?,1042,1039,1042-1039
1772,WWTR1,GLIS3,+,1044,378,1044-378
1773,WWTR1,TSC1,+,1044,1002,1044-1002
1774,XPC,CETN1,?,1046,154,1046-154
1775,XRCC5,APAF1,-,1048,48,1048-48
1776,ZBTB16A,DDIT4,+,1050,232,1050-232
1777,ZBTB33,CTNNB1,-,1054,197,1054-197
1778,ZBTB33,CTNNB1,-,1054,197,1054-197
1779,ZBTB33,WNT11,-,1054,1038,1054-1038
1780,ZBTB38,MYOG,-,1055,623,1055-623
1781,ZBTB7A,BCL2L11,-,1056,80,1056-80
1782,ZBTB7A,CCNA2,-,1056,122,1056-122
1783,ZBTB7A,THBS4,?,1056,176,1056-176
1784,ZFP36,NFKB1,-,1062,648,1062-648
1785,ZNF423,PPARG,+,1063,765,1063-765
1786,ZNF423,KAG9272517.1,?,1063,895,1063-895
1787,ZNF423,KAG9275693.1,?,1063,895,1063-895
1788,ZHX3,WT1-A,+,1064,1042,1064-1042
1789,ZIC1,ABHD14A,+,1065,8,1065-8
