,Unnamed: 0,Source,Target,Interaction
0,4383,KAG9259423.1,KAG9260832.1,+
1,4384,KAG9259423.1,KAG9263822.1,-
2,4382,KAG9259423.1,KAG9267104.1,-
3,4311,KAG9259435.1,KAG9265347.1,-
4,5320,KAG9259545.1,KAG9261394.1,?
5,6327,KAG9259560.1,KAG9261786.1,+
6,6330,KAG9259560.1,KAG9265460.1,-
7,8228,KAG9259560.1,KAG9265518.1,?
8,3701,KAG9259576.1,KAG9259723.1,-
9,3706,KAG9259576.1,KAG9260361.1,-
10,3694,KAG9259576.1,KAG9260731.1,-
11,3695,KAG9259576.1,KAG9264736.1,-
12,3693,KAG9259576.1,KAG9266350.1,-
13,3712,KAG9259576.1,KAG9266355.1,-
14,3704,KAG9259576.1,KAG9266799.1,+
15,5040,KAG9259576.1,KAG9271618.1,?
16,3709,KAG9259576.1,KAG9271716.1,-
17,3702,KAG9259576.1,KAG9271820.1,-
18,3711,KAG9259576.1,KAG9273192.1,-
19,3708,KAG9259576.1,KAG9274257.1,-
20,3697,KAG9259576.1,KAG9274772.1,-
21,3700,KAG9259576.1,KAG9276449.1,-
22,5047,KAG9259576.1,KAG9282614.1,+
23,1540,KAG9259689.1,KAG9261678.1,+
24,1539,KAG9259689.1,KAG9281652.1,+
25,21740,KAG9259712.1,KAG9259712.1,?
26,4622,KAG9259712.1,KAG9260197.1,?
27,4616,KAG9259712.1,KAG9260731.1,?
28,5933,KAG9259712.1,KAG9263807.1,?
29,4631,KAG9259712.1,KAG9264569.1,+
30,4614,KAG9259712.1,KAG9264596.1,?
31,4626,KAG9259712.1,KAG9267480.1,?
32,5934,KAG9259712.1,KAG9267703.1,-
33,4617,KAG9259712.1,KAG9269078.1,+
34,4627,KAG9259712.1,KAG9271044.1,-
35,4630,KAG9259712.1,KAG9271889.1,+
36,4628,KAG9259712.1,KAG9273046.1,-
37,4615,KAG9259712.1,KAG9274619.1,?
38,4633,KAG9259712.1,KAG9275936.1,+
39,4620,KAG9259712.1,KAG9277258.1,+
40,4629,KAG9259712.1,KAG9278477.1,-
41,4625,KAG9259712.1,KAG9278930.1,-
42,4613,KAG9259712.1,KAG9280174.1,?
43,4619,KAG9259712.1,KAG9282293.1,-
44,2462,KAG9259743.1,KAG9265890.1,?
45,2461,KAG9259743.1,KAG9280092.1,?
46,3681,KAG9259743.1,KAG9280094.1,?
47,3683,KAG9259743.1,KAG9282155.1,+
48,2463,KAG9259743.1,KAG9282819.1,?
49,3641,KAG9259747.1,KAG9259854.1,+
50,5355,KAG9259751.1,KAG9260832.1,+
51,5348,KAG9259751.1,KAG9264203.1,+
52,5351,KAG9259751.1,KAG9267104.1,-
53,5364,KAG9259751.1,KAG9268018.1,?
54,5357,KAG9259751.1,KAG9271325.1,+
55,5359,KAG9259751.1,KAG9272360.1,+
56,4036,KAG9259751.1,KAG9272737.1,+
57,4042,KAG9259751.1,KAG9274661.1,+
58,4030,KAG9259751.1,KAG9275510.1,?
59,5358,KAG9259751.1,KAG9275630.1,+
60,4027,KAG9259751.1,KAG9276012.1,+
61,4037,KAG9259751.1,KAG9278400.1,?
62,5363,KAG9259751.1,KAG9278477.1,-
63,4041,KAG9259751.1,KAG9280026.1,?
64,5365,KAG9259751.1,KAG9281087.1,?
65,4035,KAG9259751.1,KAG9281198.1,-
66,5367,KAG9259751.1,KAG9281482.1,+
67,5362,KAG9259751.1,KAG9282484.1,+
68,5350,KAG9259751.1,KAG9282841.1,-
69,4038,KAG9259751.1,KAG9283346.1,-
70,5349,KAG9259751.1,KAG9283483.1,-
71,9284,KAG9259792.1,KAG9260832.1,-
72,1179,KAG9259907.1,KAG9275460.1,?
73,6075,KAG9259909.1,KAG9259640.1,?
74,6307,KAG9259909.1,KAG9259676.1,+
75,5957,KAG9259909.1,KAG9260005.1,-
76,6068,KAG9259909.1,KAG9260400.1,?
77,6045,KAG9259909.1,KAG9260434.1,+
78,6086,KAG9259909.1,KAG9260437.1,?
79,6333,KAG9259909.1,KAG9260490.1,-
80,6152,KAG9259909.1,KAG9260526.1,+
81,6097,KAG9259909.1,KAG9260735.1,?
82,6249,KAG9259909.1,KAG9260753.1,-
83,6047,KAG9259909.1,KAG9260832.1,+
84,6140,KAG9259909.1,KAG9260904.1,+
85,6200,KAG9259909.1,KAG9260913.1,+
86,6113,KAG9259909.1,KAG9261022.1,+
87,6288,KAG9259909.1,KAG9261109.1,?
88,6238,KAG9259909.1,KAG9261124.1,?
89,6318,KAG9259909.1,KAG9261455.1,+
90,6136,KAG9259909.1,KAG9261550.1,+
91,4703,KAG9259909.1,KAG9261722.1,+
92,6110,KAG9259909.1,KAG9261740.1,?
93,6101,KAG9259909.1,KAG9261850.1,?
94,6127,KAG9259909.1,KAG9261926.1,?
95,6330,KAG9259909.1,KAG9261949.1,+
96,6311,KAG9259909.1,KAG9261950.1,+
97,6010,KAG9259909.1,KAG9261977.1,?
98,6225,KAG9259909.1,KAG9261998.1,+
99,6115,KAG9259909.1,KAG9262232.1,+
100,6306,KAG9259909.1,KAG9262273.1,+
101,4748,KAG9259909.1,KAG9262536.1,?
102,6325,KAG9259909.1,KAG9262847.1,?
103,6088,KAG9259909.1,KAG9262887.1,?
104,4699,KAG9259909.1,KAG9262938.1,-
105,6161,KAG9259909.1,KAG9262952.1,+
106,6100,KAG9259909.1,KAG9262956.1,?
107,4702,KAG9259909.1,KAG9263234.1,?
108,5969,KAG9259909.1,KAG9263242.1,?
109,6188,KAG9259909.1,KAG9263349.1,+
110,6103,KAG9259909.1,KAG9263782.1,?
111,6217,KAG9259909.1,KAG9263807.1,+
112,6006,KAG9259909.1,KAG9263824.1,?
113,6003,KAG9259909.1,KAG9263926.1,?
114,6123,KAG9259909.1,KAG9264176.1,+
115,5975,KAG9259909.1,KAG9264203.1,-
116,6289,KAG9259909.1,KAG9264255.1,?
117,6062,KAG9259909.1,KAG9264485.1,+
118,4790,KAG9259909.1,KAG9264569.1,?
119,6198,KAG9259909.1,KAG9264620.1,+
120,5999,KAG9259909.1,KAG9264639.1,+
121,6130,KAG9259909.1,KAG9264743.1,+
122,4784,KAG9259909.1,KAG9264800.1,+
123,6226,KAG9259909.1,KAG9264903.1,+
124,4791,KAG9259909.1,KAG9264912.1,?
125,6313,KAG9259909.1,KAG9264931.1,+
126,6229,KAG9259909.1,KAG9265281.1,+
127,6139,KAG9259909.1,KAG9265511.1,+
128,5990,KAG9259909.1,KAG9265614.1,+
129,6214,KAG9259909.1,KAG9265633.1,+
130,6131,KAG9259909.1,KAG9265727.1,+
131,6039,KAG9259909.1,KAG9265813.1,?
132,6154,KAG9259909.1,KAG9265921.1,+
133,4695,KAG9259909.1,KAG9266031.1,+
134,6173,KAG9259909.1,KAG9266208.1,+
135,5962,KAG9259909.1,KAG9266218.1,?
136,5989,KAG9259909.1,KAG9266350.1,-
137,6209,KAG9259909.1,KAG9266489.1,?
138,4722,KAG9259909.1,KAG9266555.1,+
139,6185,KAG9259909.1,KAG9266657.1,+
140,6259,KAG9259909.1,KAG9266686.1,?
141,5970,KAG9259909.1,KAG9266835.1,+
142,6023,KAG9259909.1,KAG9267104.1,+
143,6178,KAG9259909.1,KAG9267405.1,?
144,6255,KAG9259909.1,KAG9267703.1,+
145,6285,KAG9259909.1,KAG9267911.1,?
146,5996,KAG9259909.1,KAG9267915.1,+
147,4751,KAG9259909.1,KAG9267964.1,?
148,6098,KAG9259909.1,KAG9268019.1,+
149,5966,KAG9259909.1,KAG9268166.1,-
150,6192,KAG9259909.1,KAG9268229.1,?
151,6254,KAG9259909.1,KAG9268245.1,+
152,4769,KAG9259909.1,KAG9268570.1,?
153,4762,KAG9259909.1,KAG9268574.1,?
154,5998,KAG9259909.1,KAG9268738.1,+
155,6233,KAG9259909.1,KAG9268802.1,?
156,6005,KAG9259909.1,KAG9269104.1,?
157,4747,KAG9259909.1,KAG9269265.1,+
158,6266,KAG9259909.1,KAG9269348.1,-
159,6050,KAG9259909.1,KAG9269380.1,+
160,4794,KAG9259909.1,KAG9269412.1,+
161,5982,KAG9259909.1,KAG9269570.1,+
162,5988,KAG9259909.1,KAG9269602.1,+
163,6321,KAG9259909.1,KAG9269712.1,?
164,6283,KAG9259909.1,KAG9269893.1,+
165,6310,KAG9259909.1,KAG9270200.1,?
166,4805,KAG9259909.1,KAG9270332.1,-
167,6216,KAG9259909.1,KAG9270507.1,?
168,6120,KAG9259909.1,KAG9270592.1,?
169,6118,KAG9259909.1,KAG9270734.1,+
170,5961,KAG9259909.1,KAG9270758.1,+
171,6202,KAG9259909.1,KAG9270760.1,+
172,6104,KAG9259909.1,KAG9270858.1,+
173,4779,KAG9259909.1,KAG9270872.1,?
174,4692,KAG9259909.1,KAG9270932.1,+
175,4801,KAG9259909.1,KAG9271156.1,+
176,6282,KAG9259909.1,KAG9271331.1,?
177,6291,KAG9259909.1,KAG9271508.1,+
178,6290,KAG9259909.1,KAG9271714.1,?
179,6151,KAG9259909.1,KAG9271752.1,?
180,6051,KAG9259909.1,KAG9271806.1,+
181,6114,KAG9259909.1,KAG9271854.1,+
182,5971,KAG9259909.1,KAG9271938.1,-
183,6026,KAG9259909.1,KAG9271954.1,+
184,4810,KAG9259909.1,KAG9271989.1,+
185,6007,KAG9259909.1,KAG9272033.1,+
186,6009,KAG9259909.1,KAG9272034.1,?
187,6186,KAG9259909.1,KAG9272150.1,-
188,6096,KAG9259909.1,KAG9272198.1,-
189,6180,KAG9259909.1,KAG9272204.1,?
190,6194,KAG9259909.1,KAG9272222.1,?
191,4752,KAG9259909.1,KAG9272360.1,+
192,6346,KAG9259909.1,KAG9272543.1,+
193,6004,KAG9259909.1,KAG9272585.1,?
194,5967,KAG9259909.1,KAG9272907.1,-
195,6344,KAG9259909.1,KAG9272994.1,?
196,4727,KAG9259909.1,KAG9273035.1,-
197,6054,KAG9259909.1,KAG9273217.1,+
198,6240,KAG9259909.1,KAG9273323.1,-
199,6085,KAG9259909.1,KAG9273424.1,?
200,6084,KAG9259909.1,KAG9273473.1,-
201,6111,KAG9259909.1,KAG9273487.1,?
202,6153,KAG9259909.1,KAG9273708.1,+
203,6268,KAG9259909.1,KAG9273741.1,+
204,6339,KAG9259909.1,KAG9273750.1,+
205,6093,KAG9259909.1,KAG9273764.1,+
206,4687,KAG9259909.1,KAG9273787.1,?
207,6199,KAG9259909.1,KAG9273820.1,+
208,6210,KAG9259909.1,KAG9273957.1,+
209,4787,KAG9259909.1,KAG9274158.1,?
210,6277,KAG9259909.1,KAG9274257.1,+
211,6175,KAG9259909.1,KAG9274640.1,+
212,5985,KAG9259909.1,KAG9275008.1,-
213,6122,KAG9259909.1,KAG9275039.1,?
214,6315,KAG9259909.1,KAG9275059.1,+
215,6099,KAG9259909.1,KAG9275121.1,-
216,5968,KAG9259909.1,KAG9275247.1,-
217,6264,KAG9259909.1,KAG9275334.1,?
218,6074,KAG9259909.1,KAG9275342.1,+
219,6112,KAG9259909.1,KAG9275391.1,+
220,6243,KAG9259909.1,KAG9275434.1,+
221,6295,KAG9259909.1,KAG9275460.1,+
222,5965,KAG9259909.1,KAG9275581.1,?
223,5960,KAG9259909.1,KAG9275618.1,+
224,6095,KAG9259909.1,KAG9275830.1,+
225,6049,KAG9259909.1,KAG9276045.1,+
226,6338,KAG9259909.1,KAG9276064.1,+
227,6029,KAG9259909.1,KAG9276170.1,?
228,6265,KAG9259909.1,KAG9276303.1,?
229,6102,KAG9259909.1,KAG9276508.1,?
230,4710,KAG9259909.1,KAG9276648.1,+
231,4709,KAG9259909.1,KAG9276649.1,+
232,6335,KAG9259909.1,KAG9276761.1,?
233,6063,KAG9259909.1,KAG9276807.1,+
234,6236,KAG9259909.1,KAG9277111.1,+
235,6058,KAG9259909.1,KAG9277174.1,?
236,4725,KAG9259909.1,KAG9277258.1,+
237,6267,KAG9259909.1,KAG9277267.1,+
238,4768,KAG9259909.1,KAG9277424.1,+
239,6030,KAG9259909.1,KAG9277597.1,+
240,4804,KAG9259909.1,KAG9277739.1,-
241,6250,KAG9259909.1,KAG9277825.1,?
242,6013,KAG9259909.1,KAG9278192.1,+
243,6341,KAG9259909.1,KAG9278337.1,+
244,4785,KAG9259909.1,KAG9278398.1,?
245,5973,KAG9259909.1,KAG9278558.1,-
246,4713,KAG9259909.1,KAG9278979.1,?
247,6179,KAG9259909.1,KAG9279254.1,+
248,6293,KAG9259909.1,KAG9279319.1,?
249,6253,KAG9259909.1,KAG9279320.1,?
250,6294,KAG9259909.1,KAG9279324.1,?
251,6247,KAG9259909.1,KAG9279336.1,?
252,6128,KAG9259909.1,KAG9279339.1,?
253,6132,KAG9259909.1,KAG9279654.1,?
254,6046,KAG9259909.1,KAG9279787.1,+
255,6094,KAG9259909.1,KAG9280082.1,?
256,6213,KAG9259909.1,KAG9280125.1,+
257,4682,KAG9259909.1,KAG9280144.1,-
258,6235,KAG9259909.1,KAG9280205.1,+
259,6121,KAG9259909.1,KAG9280464.1,+
260,6232,KAG9259909.1,KAG9280525.1,?
261,6263,KAG9259909.1,KAG9280733.1,+
262,6230,KAG9259909.1,KAG9280797.1,+
263,4696,KAG9259909.1,KAG9280827.1,-
264,4772,KAG9259909.1,KAG9280829.1,-
265,6141,KAG9259909.1,KAG9280953.1,+
266,4708,KAG9259909.1,KAG9281025.1,?
267,4786,KAG9259909.1,KAG9281077.1,+
268,6176,KAG9259909.1,KAG9281146.1,+
269,6129,KAG9259909.1,KAG9281262.1,+
270,6189,KAG9259909.1,KAG9281463.1,+
271,6298,KAG9259909.1,KAG9281482.1,?
272,4803,KAG9259909.1,KAG9281523.1,?
273,6215,KAG9259909.1,KAG9281684.1,?
274,6258,KAG9259909.1,KAG9281778.1,+
275,4773,KAG9259909.1,KAG9281824.1,?
276,6021,KAG9259909.1,KAG9281858.1,+
277,6257,KAG9259909.1,KAG9281928.1,?
278,6091,KAG9259909.1,KAG9282010.1,?
279,4721,KAG9259909.1,KAG9282293.1,?
280,6251,KAG9259909.1,KAG9282373.1,+
281,6117,KAG9259909.1,KAG9282496.1,?
282,6069,KAG9259909.1,KAG9282543.1,+
283,6304,KAG9259909.1,KAG9282552.1,-
284,6281,KAG9259909.1,KAG9282593.1,+
285,6260,KAG9259909.1,KAG9282614.1,+
286,6108,KAG9259909.1,KAG9282718.1,+
287,6135,KAG9259909.1,KAG9282821.1,?
288,6349,KAG9259909.1,KAG9282887.1,-
289,6286,KAG9259909.1,KAG9282917.1,+
290,6276,KAG9259909.1,KAG9282960.1,+
291,6219,KAG9259909.1,KAG9283215.1,+
292,4771,KAG9259909.1,KAG9283423.1,?
293,6322,KAG9259909.1,KAG9283461.1,+
294,5977,KAG9259909.1,KAG9283483.1,+
295,6033,KAG9259909.1,KAG9283530.1,?
296,6184,KAG9259909.1,KAG9283583.1,+
297,5958,KAG9259909.1,KAG9283635.1,+
298,6292,KAG9259909.1,KAG9283745.1,?
299,6334,KAG9259909.1,KAG9283928.1,?
300,6814,KAG9259930.1,KAG9271483.1,?
301,3889,KAG9260144.1,KAG9260824.1,?
302,2623,KAG9260144.1,KAG9263773.1,-
303,3891,KAG9260144.1,KAG9268229.1,-
304,3890,KAG9260144.1,KAG9272944.1,-
305,2624,KAG9260144.1,KAG9274488.1,-
306,3888,KAG9260144.1,KAG9275247.1,-
307,3892,KAG9260144.1,KAG9275857.1,-
308,3887,KAG9260144.1,KAG9283635.1,?
309,19924,KAG9260161.1,KAG9265758.1,?
310,19922,KAG9260161.1,KAG9270215.1,?
311,19931,KAG9260161.1,KAG9274766.1,?
312,19925,KAG9260161.1,KAG9278772.1,?
313,19929,KAG9260161.1,KAG9282151.1,?
314,19930,KAG9260161.1,KAG9283802.1,?
315,3905,KAG9260168.1,KAG9267798.1,?
316,1833,KAG9260197.1,KAG9260878.1,-
317,1831,KAG9260197.1,KAG9268757.1,-
318,1835,KAG9260197.1,KAG9271414.1,-
319,1834,KAG9260197.1,KAG9275034.1,-
320,1836,KAG9260197.1,KAG9275127.1,-
321,1832,KAG9260197.1,KAG9278979.1,?
322,1579,KAG9260271.1,KAG9281463.1,?
323,1577,KAG9260271.1,KAG9282293.1,+
324,15474,KAG9260296.1,KAG9260084.1,?
325,4137,KAG9260296.1,KAG9260296.1,?
326,4141,KAG9260296.1,KAG9260423.1,?
327,15461,KAG9260296.1,KAG9260439.1,?
328,15459,KAG9260296.1,KAG9260636.1,?
329,15460,KAG9260296.1,KAG9260863.1,?
330,15456,KAG9260296.1,KAG9262941.1,?
331,15463,KAG9260296.1,KAG9263530.1,?
332,4134,KAG9260296.1,KAG9263707.1,?
333,15467,KAG9260296.1,KAG9263846.1,?
334,15468,KAG9260296.1,KAG9264001.1,?
335,15430,KAG9260296.1,KAG9265182.1,?
336,15473,KAG9260296.1,KAG9265898.1,?
337,4139,KAG9260296.1,KAG9266907.1,?
338,4135,KAG9260296.1,KAG9267104.1,?
339,2871,KAG9260296.1,KAG9267287.1,-
340,15453,KAG9260296.1,KAG9267304.1,?
341,15481,KAG9260296.1,KAG9267801.1,?
342,15448,KAG9260296.1,KAG9268728.1,?
343,15457,KAG9260296.1,KAG9269146.1,?
344,2874,KAG9260296.1,KAG9269775.1,?
345,2877,KAG9260296.1,KAG9270082.1,?
346,2867,KAG9260296.1,KAG9270485.1,+
347,15470,KAG9260296.1,KAG9270836.1,?
348,2872,KAG9260296.1,KAG9271644.1,+
349,15452,KAG9260296.1,KAG9272398.1,?
350,15440,KAG9260296.1,KAG9273769.1,?
351,15480,KAG9260296.1,KAG9273864.1,?
352,4138,KAG9260296.1,KAG9273957.1,+
353,15441,KAG9260296.1,KAG9274534.1,?
354,15434,KAG9260296.1,KAG9276481.1,?
355,15464,KAG9260296.1,KAG9278754.1,?
356,15477,KAG9260296.1,KAG9279482.1,?
357,2876,KAG9260296.1,KAG9279619.1,?
358,15433,KAG9260296.1,KAG9279860.1,?
359,15479,KAG9260296.1,KAG9280001.1,?
360,2866,KAG9260296.1,KAG9282079.1,?
361,15450,KAG9260296.1,KAG9282997.1,?
362,2873,KAG9260296.1,KAG9283030.1,?
363,15445,KAG9260296.1,KAG9283079.1,?
364,15454,KAG9260296.1,KAG9283158.1,?
365,15443,KAG9260296.1,KAG9283627.1,?
366,4552,KAG9260356.1,KAG9261984.1,+
367,5747,KAG9260361.1,KAG9259854.1,?
368,5725,KAG9260361.1,KAG9260832.1,+
369,5754,KAG9260361.1,KAG9260845.1,?
370,5726,KAG9260361.1,KAG9260932.1,?
371,5721,KAG9260361.1,KAG9261199.1,-
372,5758,KAG9260361.1,KAG9262340.1,+
373,5744,KAG9260361.1,KAG9262407.1,+
374,4447,KAG9260361.1,KAG9262536.1,?
375,4462,KAG9260361.1,KAG9262945.1,?
376,4472,KAG9260361.1,KAG9263072.1,+
377,5704,KAG9260361.1,KAG9263112.1,+
378,5781,KAG9260361.1,KAG9263448.1,+
379,5728,KAG9260361.1,KAG9263851.1,+
380,4466,KAG9260361.1,KAG9264708.1,?
381,4453,KAG9260361.1,KAG9265858.1,?
382,4438,KAG9260361.1,KAG9265961.1,?
383,5748,KAG9260361.1,KAG9266142.1,?
384,5712,KAG9260361.1,KAG9266333.1,?
385,5774,KAG9260361.1,KAG9266675.1,?
386,4446,KAG9260361.1,KAG9266932.1,-
387,5720,KAG9260361.1,KAG9267104.1,-
388,5759,KAG9260361.1,KAG9267703.1,+
389,5755,KAG9260361.1,KAG9267834.1,-
390,5710,KAG9260361.1,KAG9268103.1,-
391,5736,KAG9260361.1,KAG9268939.1,+
392,5716,KAG9260361.1,KAG9269570.1,-
393,5772,KAG9260361.1,KAG9270162.1,+
394,5764,KAG9260361.1,KAG9270348.1,-
395,4439,KAG9260361.1,KAG9270492.1,?
396,5751,KAG9260361.1,KAG9270760.1,-
397,5733,KAG9260361.1,KAG9271527.1,?
398,4450,KAG9260361.1,KAG9271725.1,?
399,5727,KAG9260361.1,KAG9271806.1,-
400,4427,KAG9260361.1,KAG9272138.1,+
401,4435,KAG9260361.1,KAG9272198.1,-
402,4441,KAG9260361.1,KAG9273035.1,+
403,5752,KAG9260361.1,KAG9273957.1,-
404,5771,KAG9260361.1,KAG9274158.1,-
405,5756,KAG9260361.1,KAG9274212.1,+
406,5770,KAG9260361.1,KAG9274257.1,?
407,4468,KAG9260361.1,KAG9275591.1,+
408,5703,KAG9260361.1,KAG9275618.1,+
409,5735,KAG9260361.1,KAG9275830.1,-
410,5776,KAG9260361.1,KAG9276184.1,?
411,4429,KAG9260361.1,KAG9276735.1,+
412,4430,KAG9260361.1,KAG9277097.1,?
413,5708,KAG9260361.1,KAG9278896.1,+
414,5763,KAG9260361.1,KAG9278911.1,+
415,4465,KAG9260361.1,KAG9279013.1,+
416,5779,KAG9260361.1,KAG9279544.1,?
417,4440,KAG9260361.1,KAG9280157.1,+
418,5722,KAG9260361.1,KAG9280477.1,+
419,5718,KAG9260361.1,KAG9280725.1,?
420,4449,KAG9260361.1,KAG9280904.1,-
421,4470,KAG9260361.1,KAG9281523.1,+
422,5778,KAG9260361.1,KAG9282531.1,-
423,5760,KAG9260361.1,KAG9282614.1,+
424,5741,KAG9260361.1,KAG9282718.1,+
425,4467,KAG9260361.1,KAG9282917.1,?
426,4454,KAG9260361.1,KAG9283344.1,?
427,5768,KAG9260361.1,KAG9283356.1,+
428,4431,KAG9260361.1,KAG9283389.1,-
429,5714,KAG9260361.1,KAG9283483.1,+
430,5749,KAG9260361.1,KAG9283583.1,+
431,5737,KAG9260361.1,KAG9283609.1,+
432,5773,KAG9260361.1,KAG9283756.1,-
433,3043,KAG9260384.1,KAG9267612.1,-
434,3044,KAG9260384.1,KAG9268478.1,?
435,4319,KAG9260384.1,KAG9273251.1,+
436,3045,KAG9260384.1,KAG9276545.1,?
437,4320,KAG9260384.1,KAG9281048.1,+
438,3046,KAG9260384.1,KAG9283461.1,-
439,3846,KAG9260392.1,KAG9264147.1,-
440,3847,KAG9260392.1,KAG9274257.1,?
441,3839,KAG9260392.1,KAG9276054.1,+
442,3843,KAG9260392.1,KAG9277091.1,-
443,3840,KAG9260392.1,KAG9280082.1,-
444,3845,KAG9260392.1,KAG9280874.1,?
445,3841,KAG9260392.1,KAG9282718.1,+
446,2023,KAG9260413.1,KAG9265633.1,+
447,3134,KAG9260413.1,KAG9273404.1,-
448,3133,KAG9260413.1,KAG9282675.1,-
449,4569,KAG9260419.1,KAG9267616.1,?
450,5870,KAG9260419.1,KAG9273473.1,?
451,4571,KAG9260419.1,KAG9275287.1,?
452,5872,KAG9260419.1,KAG9278911.1,?
453,5869,KAG9260419.1,KAG9279090.1,+
454,4568,KAG9260419.1,KAG9282446.1,?
455,5873,KAG9260419.1,KAG9282552.1,?
456,7153,KAG9260423.1,KAG9259419.1,?
457,5757,KAG9260423.1,KAG9259545.1,?
458,7071,KAG9260423.1,KAG9259643.1,?
459,5522,KAG9260423.1,KAG9259665.1,?
460,5746,KAG9260423.1,KAG9259683.1,?
461,7370,KAG9260423.1,KAG9259909.1,+
462,7472,KAG9260423.1,KAG9259928.1,+
463,7375,KAG9260423.1,KAG9259943.1,?
464,6934,KAG9260423.1,KAG9260005.1,+
465,5566,KAG9260423.1,KAG9260266.1,+
466,7290,KAG9260423.1,KAG9260296.1,?
467,5770,KAG9260423.1,KAG9260362.1,?
468,7072,KAG9260423.1,KAG9260400.1,?
469,5761,KAG9260423.1,KAG9260423.1,?
470,7039,KAG9260423.1,KAG9260434.1,+
471,7198,KAG9260423.1,KAG9260526.1,+
472,5531,KAG9260423.1,KAG9260657.1,?
473,5555,KAG9260423.1,KAG9260731.1,+
474,7178,KAG9260423.1,KAG9260819.1,+
475,7193,KAG9260423.1,KAG9260824.1,+
476,7041,KAG9260423.1,KAG9260832.1,+
477,5693,KAG9260423.1,KAG9260845.1,?
478,7180,KAG9260423.1,KAG9260904.1,?
479,7273,KAG9260423.1,KAG9260913.1,+
480,7000,KAG9260423.1,KAG9260928.1,+
481,5560,KAG9260423.1,KAG9260932.1,-
482,5681,KAG9260423.1,KAG9260935.1,?
483,6961,KAG9260423.1,KAG9261101.1,-
484,5551,KAG9260423.1,KAG9261212.1,+
485,6947,KAG9260423.1,KAG9261290.1,+
486,7462,KAG9260423.1,KAG9261455.1,+
487,7152,KAG9260423.1,KAG9261507.1,?
488,7095,KAG9260423.1,KAG9261729.1,?
489,7134,KAG9260423.1,KAG9261740.1,?
490,7124,KAG9260423.1,KAG9261773.1,?
491,5690,KAG9260423.1,KAG9261813.1,?
492,5723,KAG9260423.1,KAG9261886.1,+
493,5584,KAG9260423.1,KAG9261911.1,?
494,7160,KAG9260423.1,KAG9261926.1,?
495,7458,KAG9260423.1,KAG9261950.1,+
496,5654,KAG9260423.1,KAG9261984.1,?
497,7302,KAG9260423.1,KAG9261998.1,?
498,5583,KAG9260423.1,KAG9262123.1,+
499,6975,KAG9260423.1,KAG9262175.1,+
500,7455,KAG9260423.1,KAG9262273.1,+
501,7123,KAG9260423.1,KAG9262332.1,?
502,7126,KAG9260423.1,KAG9262334.1,?
503,7106,KAG9260423.1,KAG9262374.1,+
504,7209,KAG9260423.1,KAG9262395.1,+
505,5787,KAG9260423.1,KAG9262540.1,+
506,7029,KAG9260423.1,KAG9262593.1,+
507,5508,KAG9260423.1,KAG9262641.1,+
508,5711,KAG9260423.1,KAG9262660.1,?
509,7465,KAG9260423.1,KAG9262847.1,+
510,7085,KAG9260423.1,KAG9262887.1,?
511,5735,KAG9260423.1,KAG9262945.1,?
512,5793,KAG9260423.1,KAG9263072.1,?
513,7297,KAG9260423.1,KAG9263087.1,?
514,7478,KAG9260423.1,KAG9263175.1,+
515,7076,KAG9260423.1,KAG9263234.1,?
516,7471,KAG9260423.1,KAG9263257.1,+
517,7212,KAG9260423.1,KAG9263290.1,?
518,7102,KAG9260423.1,KAG9263300.1,?
519,5751,KAG9260423.1,KAG9263322.1,-
520,7281,KAG9260423.1,KAG9263346.1,+
521,7255,KAG9260423.1,KAG9263349.1,+
522,7205,KAG9260423.1,KAG9263350.1,?
523,6971,KAG9260423.1,KAG9263357.1,+
524,7252,KAG9260423.1,KAG9263502.1,?
525,7008,KAG9260423.1,KAG9263511.1,+
526,7486,KAG9260423.1,KAG9263527.1,?
527,7404,KAG9260423.1,KAG9263563.1,+
528,5536,KAG9260423.1,KAG9263610.1,?
529,5665,KAG9260423.1,KAG9263642.1,?
530,5527,KAG9260423.1,KAG9263674.1,?
531,7409,KAG9260423.1,KAG9263678.1,+
532,5541,KAG9260423.1,KAG9263707.1,+
533,6988,KAG9260423.1,KAG9263794.1,+
534,7298,KAG9260423.1,KAG9263807.1,+
535,7397,KAG9260423.1,KAG9263809.1,+
536,7015,KAG9260423.1,KAG9263824.1,?
537,7408,KAG9260423.1,KAG9263848.1,+
538,7476,KAG9260423.1,KAG9263857.1,?
539,5646,KAG9260423.1,KAG9263879.1,+
540,5726,KAG9260423.1,KAG9263885.1,+
541,7345,KAG9260423.1,KAG9264011.1,+
542,6939,KAG9260423.1,KAG9264022.1,-
543,7364,KAG9260423.1,KAG9264063.1,+
544,5601,KAG9260423.1,KAG9264176.1,?
545,7221,KAG9260423.1,KAG9264177.1,?
546,6994,KAG9260423.1,KAG9264203.1,?
547,7181,KAG9260423.1,KAG9264237.1,+
548,7338,KAG9260423.1,KAG9264263.1,?
549,7241,KAG9260423.1,KAG9264331.1,+
550,7421,KAG9260423.1,KAG9264368.1,+
551,7328,KAG9260423.1,KAG9264501.1,?
552,7117,KAG9260423.1,KAG9264523.1,-
553,7414,KAG9260423.1,KAG9264569.1,+
554,7006,KAG9260423.1,KAG9264633.1,?
555,7088,KAG9260423.1,KAG9264736.1,?
556,5630,KAG9260423.1,KAG9264816.1,?
557,5753,KAG9260423.1,KAG9264863.1,?
558,7460,KAG9260423.1,KAG9264931.1,+
