Source,Target,Interaction
PPARG,PTGS2,-
PPARG,RETN,+
PPARG,RETN,-
PPARG,SCARB1,?
PPARG,SCNN1G,+
PPARG,SERPINE1,?
PPARG,SLC27A1,+
PPARG,SLC2A2,?
PPARG,SOD2,?
PPARG,SORBS1,+
PPARG,TMEM159,+
PPARG,TRP53,+
PPARG,UCP1,?
PPARG,UCP2,+
PPARG,UCP3,+
PPARGC1A,APOA4,+
PPARGC1A,CAV3,+
PPARGC1A,CIDEA,+
PPARGC1A,CPT1B,+
PPARGC1A,CYP11B2,?
PPARGC1A,G6PC,+
PPARGC1A,HAMP,?
PPARGC1A,HNF4A,?
PPARGC1A,LHB,?
PPARGC1A,MBP,+
PPARGC1A,NR1I2,?
PPARGC1A,NRF1,?
PPARGC1A,PDHX,-
PPARGC1A,PITX3,-
PPARGC1A,PPARA,+
PPARGC1A,SREBF2,+
PPARGC1A,TFAM,?
PPARGC1A,TFB1M,?
PPARGC1A,TFB2M,?
PPARGC1A,UCP1,?
PPARGC1B,ESRRA,+
PPARGC1B,FOXA2,+
PPARGC1B,MFN2,+
PRDM1,BCL6,-
PRDM1,BMP5,-
PRDM1,CXCR5,-
PRDM1,ID3,-
PRDM1,IFNB1,-
PRDM1,MAP3K5,-
PRDM1,NLRP12,-
PRDM1,PAX5,-
PRDM1,PDCD1,-
PRDM1,TNFRSF17,+
PRDM1,XBP1,?
PRDM13,ASCL1,-
PRDM13,TLX1,-
PRDM13,TLX3,-
PRDM16,PPARG,+
PRDM16,RBL1,-
PRDM5,COL1A1,+
PRDM8,CDH11,?
PRDM8,CDH11,-
PRL,CSN2,?
PROP1,FSHB,+
PROP1,NOTCH2,+
PROX1,CALCRL,?
PROX1,CCNE1,+
PROX1,CRYGD,-
PROX1,CYP7A1,-
PROX1,ESRRA,-
PROX1,FLT4,+
PROX1,FLT4,?
PROX1,GFI1,?
PROX1,IFNG,-
PROX1,NKX2-5,-
PROX1,NOTCH1,?
PROX1,OLIG2,+
PROX1,PDPN,?
PROX1,RGS4,-
PROX1,TWIST1,-
PRRX1,SOX9,?
PRRX1,TGFB3,+
PRRX1,TNC,+
PRRX1,TNC,-
PRRX2,SERPINE2,?
PRRX2,TNC,-
PTF1A,ATOH7,-
PTF1A,NEUROG2,?
PTF1A,NR5A2,?
PTF1A,PRDM13,?
PTH,CCND1,+
PTHLH,CCND1,+
PTHLH,CDK1,+
PTTG1,PTTG1IP,+
PURA,E2F1,-
PURA,MBP,?
PWP1,STAT3,?
PYGO2,PAX6,?
RAF1,MAPK1,+
RALA,FOS,?
RARA,CEBPE,?
RARA,KLF5,?
RARA,LAMB1,+
RARA,ABCC2,+
RARA,NEPN,?
RARA,PCP2,?
RARA,PITX2,?
RARA,POU5F1,+
RARA,RARE1,?
RARA,RARE2,?
RARA,STAT1,-
RARB,JUN,?
RARB,PITX2,?
RARB,RDH2,+
RARG,CNR1,?
RARG,CYP26A1,?
RARG,IL17A,+
RARG,PITX2,?
RAX,OTX2,+
RB1,ATF2,?
RB1,BGLAP2,+
RB1,BIN1,?
RB1,BIRC5,?
RB1,TDGF1,?
RB1,CCND1,+
RB1,CDKN1A,+
RB1,DNMT1,-
RB1,DNMT1,?
RB1,E2F1,?
RB1,ELF1,?
RB1,FOS,?
RB1,FOSL1,-
RB1,H2-EA-PS,+
RB1,IFI202B,+
RB1,IFI202B,+
RB1,IGF2,?
RB1,JUN,?
RB1,MYBL2,?
RB1,ROBO3,-
RB1,SP1,+
RB1,SP1,?
RB1,SPI1,+
RBL1,ALPL,?
RBL1,FGF2,?
RBL1,HES1,-
RBL1,MYBL2,?
RBL1,MYC,-
RBL1,MYCN,?
RBL2,ALB,?
RBL2,BIRC5,?
RBL2,BRCA1,-
RBL2,CCNA2,-
RBL2,CDC25A,?
RBL2,CDK2,?
RBL2,PCNA,-
RBL2,RAD51,-
RBL2,SOX2,+
RBL2,STMN1,?
RBMX,JUND,-
RBPJ,ASCL1,?
RBPJ,BIRC5,?
RBPJ,CDH2,?
RBPJ,CDKN1A,?
RBPJ,CR2,+
RBPJ,CR2,?
RBPJ,FOS,-
RBPJ,HES1,+
RBPJ,HES1,?
RBPJ,HESX1,?
RBPJ,HOXD1,+
RBPJ,LFNG,?
RBPJ,NFATC1,-
RBPJ,NODAL,?
RBPJ,OLIG2,-
RBPJ,PLCG2,-
RBPJ,PRDM1,-
RBPJ,RLIM,+
RBPJ,SOX9,+
RBPJ,SOX9,?
RBPJ,TYROBP,+
REL,BCL2A1D,+
REL,BIRC3,+
REL,CCL2,?
REL,CCL5,+
REL,CEBPD,?
REL,E2F3,?
REL,EZH2,+
REL,FOXP3,+
REL,IFNG,-
REL,IGK,+
REL,IL12A,+
REL,IL12A,?
REL,IL12B,+
REL,IL12B,?
REL,IL1B,+
REL,IL2,+
REL,IL2,?
REL,IL21,?
REL,IL23A,+
REL,IL23A,?
REL,IL4,+
REL,MYC,+
REL,MYC,-
REL,MYC,?
REL,NGB,?
REL,NOS2,+
REL,NOS2,?
REL,PTHLH,?
REL,RC3H1,+
REL,RORC,?
REL,SOD2,+
REL,TCRG-C1,+
REL,TNF,+
REL,TNF,-
REL,TNFAIP3,+
REL,WT1,+
RELA,AGT,?
RELA,AKT1,+
RELA,APOE,?
RELA,CDKN2A,-
RELA,ATP12A,-
RELA,BCL2,+
RELA,BCL2A1D,+
RELA,BCL2L1,+
RELA,BIRC3,+
RELA,XIAP,-
RELA,XIAP,?
RELA,BMP2,+
RELA,CACNA1C,-
RELA,CCL12,+
RELA,CCL12,?
RELA,CCL2,+
RELA,CCL2,?
RELA,CCL20,?
RELA,CCL5,?
RELA,CCND1,+
RELA,CCND1,?
RELA,CD38,?
RELA,CD40,+
RELA,CD80,+
RELA,CD86,+
RELA,CDK9,+
RELA,CDKN1B,-
RELA,CDX2,-
RELA,CFLAR,+
RELA,CLDN5,-
RELA,COL1A1,-
RELA,CSF1,+
RELA,CXADR,?
RELA,CXCL10,+
RELA,CXCL11,?
RELA,CXCL15,+
RELA,CXCL15,?
RELA,CXCR4,?
RELA,CYP11A1,?
RELA,DCST1,+
RELA,DCST2,+
RELA,DMP1,-
RELA,DMP1,?
RELA,DNMT1,?
RELA,DUOX2,?
RELA,EBI3,?
RELA,EPAS1,+
RELA,FAS,+
RELA,FASL,+
RELA,KDM2A,?
RELA,FN1,+
RELA,FOS,?
RELA,FTH1,+
RELA,GABRE,-
RELA,GLI1,+
RELA,HES1,+
RELA,HES1,-
RELA,HGF,-
RELA,HK,+
RELA,HSD11B2,+
RELA,ICAM1,?
RELA,IFNB1,-
RELA,IFNG,+
RELA,IGF2BP2,?
RELA,IGK,+
RELA,IL10,?
RELA,IL12B,+
RELA,IL12B,?
RELA,IL2,+
RELA,IL2,?
RELA,IL23A,+
RELA,IL23A,?
RELA,IL4,?
RELA,IL6,+
RELA,IL6,?
RELA,IL9,?
RELA,IRF4,?
RELA,ITCH,+
RELA,KLF5,?
RELA,KLRB1C,+
RELA,LTC4S,-
RELA,MAP3K8,?
RELA,MET,+
RELA,MGMT,?
RELA,MMP3,?
RELA,MMP14,+
RELA,MMP9,+
RELA,MMP9,?
RELA,MYC,+
RELA,MYC,?
RELA,NFKB1,+
RELA,NFKB1,?
RELA,NGB,?
RELA,NOS2,+
RELA,NOS2,-
RELA,NOS2,?
RELA,NRF1,?
RELA,PDK4,-
RELA,PECAM1,+
RELA,PGF,?
RELA,PGLYRP1,+
RELA,PHEX,?
RELA,PPARA,-
RELA,PPM1D,?
RELA,PSME2,?
RELA,PTAFR,?
RELA,PTEN,-
RELA,PTGS2,+
RELA,PTGS2,?
RELA,PTPN1,?
RELA,REG3B,+
RELA,RIPK2,+
RELA,RORC,?
RELA,SELP,+
RELA,SERPINE2,+
RELA,SHH,?
RELA,SLC1A2,+
RELA,SLC2A4,?
RELA,SOD2,+
RELA,SOD2,?
RELA,SOX9,?
RELA,STIM1,?
RELA,STK39,+
RELA,TCRG-C1,+
RELA,TEC,+
RELA,TLR2,?
RELA,TNF,+
RELA,TNF,-
RELA,TNF,?
RELA,TNFAIP3,+
RELA,TNFRSF4,?
RELA,TNFSF13B,+
RELA,TRIM63,?
RELA,TRP53,?
RELA,TRP63,-
RELA,TRP73,-
RELA,TWIST1,+
RELA,TWIST1,?
RELA,UPP1,+
RELA,VCAM1,?
RELA,WT1,+
RELA,WT1,?
RELA,YY1,?
RELB,BIRC2,?
RELB,CCND1,+
RELB,CCND1,-
RELB,CCND1,?
RELB,HES1,?
RELB,MYB,+
RELB,MYC,+
RELB,MYC,-
RELB,TCRG-C1,+
RERE,RARB,?
REST,BDNF,-
REST,BRINP1,-
REST,BSX,?
REST,CACNA1H,?
REST,CELSR3,-
REST,DYRK1A,?
REST,GJD2,-
REST,GJD2,?
REST,GRIN2B,-
REST,KCNN4,-
REST,NPAS4,-
REST,OPRM1,-
REST,OPRM1,?
REST,PENK,-
REST,SCN8A,+
REST,SRRM4,-
REST,TPH2,+
RFX1,FGF1,?
RFX1,MAP1A,-
RFX3,GCK,?
RFX4,MSI1,+
RFX5,H2-AA,?
RFX5,H2-AB1,?
RFX5,H2-DMA,?
RFX5,H2-DMB1,?
RFX5,H2-EA-PS,?
RFX5,H2-EB1,?
RFX5,H2-OA,?
RFX5,H2-OB,?
RFXANK,H2-AA,?
RFXANK,H2-AB1,?
RFXANK,H2-DMA,?
RFXANK,H2-DMB1,?
RFXANK,H2-EA-PS,?
RFXANK,H2-EB1,?
RFXANK,H2-OA,?
RFXANK,H2-OB,?
RFXAP,H2-AA,?
RFXAP,H2-AB1,?
RFXAP,H2-DMA,?
RFXAP,H2-DMB1,?
RFXAP,H2-EA-PS,?
RFXAP,H2-EB1,?
RFXAP,H2-OA,?
RFXAP,H2-OB,?
RNF2,FEZF2,?
RNF2,HOXB4,+
RNF2,HOXB6,+
RNF2,HOXB8,+
RNF2,SCNN1A,?
RNF2,SOX2,+
RNF2,TRP63,-
RNF2,ZFP42,+
RORA,APOA1,+
RORA,APOC3,+
RORA,ARNTL,+
RORA,CAV3,?
RORA,CPT1B,?
RORA,CYP7B1,+
RORA,E2F1,?
RORA,LAMB1,+
RORA,NPSR1,-
RORA,PCP2,+
RORA,PPARA,+
RPS6KA5,FOS,+
RUNX1,AI467606,+
RUNX1,ART1,?
RUNX1,CD40,-
RUNX1,CD79A,+
RUNX1,CDKN2A,-
RUNX1,CEBPA,?
RUNX1,CSF1R,+
RUNX1,FXYD2,+
RUNX1,IFNG,+
RUNX1,IGFBP3,-
RUNX1,IL2,+
RUNX1,IL23A,?
RUNX1,MPL,?
RUNX1,PIEZO2,?
RUNX1,SLC22A17,-
RUNX1,SMAD6,+
RUNX1,SPI1,?
RUNX1T1,BCL2,+
RUNX1T1,RUNX1,?
RUNX1T1,TCF12,+
RUNX2,ALPL,+
RUNX2,ASRGL1,+
RUNX2,ATF6,?
RUNX2,AXIN2,-
RUNX2,BAX,+
RUNX2,BGLAP,+
RUNX2,BGLAP,?
RUNX2,BGLAP2,+
RUNX2,BGLAP2,?
RUNX2,BMP2,?
RUNX2,COX2,?
RUNX2,COL10A1,+
RUNX2,COL10A1,?
RUNX2,COL1A1,+
RUNX2,COL1A2,+
RUNX2,COL2A1,+
RUNX2,CREBZF,?
RUNX2,CSN2,?
RUNX2,CYP11A1,?
RUNX2,CYP19A1,+
RUNX2,DDX5,-
RUNX2,DKK1,+
RUNX2,DSPP,+
RUNX2,DSPP,?
RUNX2,ELANEE,+
RUNX2,ENPP1,?
RUNX2,FGR18,+
RUNX2,FGF18,?
RUNX2,FGF3,+
RUNX2,GDF10,?
RUNX2,GJA3,+
RUNX2,HBEGF,?
RUNX2,HES1,-
RUNX2,IBSP,+
RUNX2,IBSP,?
RUNX2,IFI204,?
RUNX2,IHH,+
RUNX2,IHH,?
RUNX2,IKZF1,?
RUNX2,LEF1,?
RUNX2,LGALS3,+
RUNX2,MCM3,?
RUNX2,MGP,+
RUNX2,MMP13,+
RUNX2,MMP13,?
RUNX2,NR2F2,-
RUNX2,OLFR17,?
RUNX2,OSR1,?
RUNX2,PANX3,?
RUNX2,PPARG,-
RUNX2,PTTG1IP,+
RUNX2,SHOX2,+
RUNX2,SMAD6,-
RUNX2,SMURF1,+
RUNX2,SMURF1,?
RUNX2,SOX5,+
RUNX2,SOX6,+
RUNX2,SOX9,+
RUNX2,SOX9,-
RUNX2,SP7,+
RUNX2,SPP1,+
RUNX2,SPP1,?
RUNX2,TCF7,+
RUNX2,TG,+
RUNX2,TG,?
RUNX2,THBS1,?
RUNX2,TNFSF11,+
RUNX2,TNFSF11,-
RUNX2,TNFSF11,?
RUNX2,ZFP64,?
RUNX2,BGLAP2,+
RUNX3,CCR7,-
RUNX3,CD4,-
RUNX3,CLDN7,+
RUNX3,IFNG,+
RUNX3,IFNG,?
RUNX3,ITGAE,+
RUNX3,PIRB,+
RUNX3,SLC22A17,+
RUNX3,THBS1,?
RUVBL2,CDKN2C,-
RXRA,ABCB11,+
RXRA,AMELX,+
RXRA,CYP26A1,?
RXRA,CYP2B10,?
RXRA,CYP7A1,?
RXRA,DR1,?
RXRA,LIPE,?
RXRA,MPO,?
RXRA,ABCC2,+
RXRA,MTTP,+
RXRA,NR0B2,+
RXRA,PCX,?
RXRA,RARE1,?
RXRA,RARE2,?
RXRA,SREBF1,+
RXRA,SREBF1,?
RXRB,PCX,?
SALL1,KIF26B,?
SALL2,BAX,+
SALL2,CDKN1A,+
SALL2,CDKN1A,?
SALL4,HOXA9,+
SALL4,POU5F1,+
SALL4,POU5F1,?
SALL4,PTEN,-
SALL4,SALL4,?
SATB1,BCL2,+
SATB1,CR2,?
SATB1,IL4,+
SATB1,NANOG,-
SATB1,NES,+
SATB1,SPI1,+
SATB2,TRP63,-
SATB2,UPF3B,+
SCX,COL2A1,+
SERTAD1,E2F1,+
SERTAD1,TFDP1,+
SETBP1,HOXA10,?
SF1,ABCG2,+
SF1,AMH,+
SF1,CGA,+
SF1,CYP11A1,+
SF1,CYP17A1,?
SF1,CYP26B1,+
SF1,GNRH1,?
SF1,HSD3B4,?
SF1,INHA,+
SF1,LHB,+
SF1,LHB,-
SF1,AMH,+
SF1,NR0B1,+
SF1,NR0B1,?
SF1,POU5F1,-
SF1,SOX9,+
SF1,STAR,?
SF1,VNN1,+
SFPQ,CYP11A1,?
SHH,GLI1,+
SHOX2,BMP4,?
SHOX2,HCN4,+
SHOX2,NKX2-5,-
SHOX2,NKX2-5,?
SIM1,POU3F2,+
SIM2,MYOD1,-
SIM2,OTP,?
SIN3A,CEBPB,?
SIN3A,MAP4,?
SIN3A,NOS2,?
SIN3A,REST,-
SIN3A,SMARCA4,?
SIN3A,SP3,+
SIN3A,STAR,?
SIN3B,BMI1,-
SIRT1,ABCB1A,+
SIRT1,BCL2L1,?
SIRT1,BCLAF1,-
SIRT1,CRP,?
SIRT1,DKK1,?
SIRT1,HES1,?
SIRT1,IL6,-
SIRT1,MMP13,-
SIRT1,MMP9,-
SIRT1,NOX1,-
SIRT1,NR0B2,+
SIRT1,NR0B2,-
SIRT1,NR1I2,?
SIRT1,HCRTR2,+
SIRT1,PARP1,-
SIRT1,PPARG,-
SIRT1,RELA,-
SIRT1,RETN,?
SIRT1,RICTOR,+
SIRT1,SCNN1A,-
SIRT1,SHC1,?
SIRT1,SIRT6,+
SIRT1,SMAD3,?
SIRT1,SREBF1,+
SIRT1,TIMP1,+
SIRT1,TRP53,+
SIRT1,TRP53,-
SIRT1,UCP2,-
SIRT5,HMGCS2,?
SIX1,ATOH1,+
SIX1,CCNA2,+
SIX1,CCND1,+
SIX1,DUSP6,+
SIX1,MTOR,+
SIX1,MYF5,?
SIX1,MYOD1,+
SIX1,MYOG,+
SIX1,NEUROD1,?
SIX1,NEUROG1,?
SIX1,PAX2,-
SIX1,SALL1,-
SIX1,SIX2,-
SIX1,VEGFC,+
SIX2,FGF8,?
SIX2,GDNF,?
SIX2,OSR1,?
SIX2,WNT4,?
SIX2,ZEB2,+
SIX3,CRYGD,-
SIX3,PAX6,+
SIX3,SHH,+
SIX3,WNT1,-
SIX3,WNT8B,-
SIX4,MYF5,?
SIX5,IGFBP5,+
SIX6,CDKN1B,-
SKI,CCK,+
SKI,MYOG,+
SKI,SREBF1,-
SKIL,ADAM12,-
SKIL,AFP,-
SKIL,ITCH,-
SKIL,TPT1,-
SKIL,TRP53,+
SLA2,CD3E,-
SLA2,CSF1R,-
SMAD1,BMP2,+
SMAD1,CDKN1A,+
SMAD1,COL1A1,+
SMAD1,COL2A1,+
SMAD1,COL4A1,?
SMAD1,COL4A2,?
SMAD1,CRELD2,?
SMAD1,DSG4,?
SMAD1,HEY1,?
SMAD1,HHEX,+
SMAD1,ID2,?
SMAD1,ID3,+
SMAD1,IFI204,+
SMAD1,MSX2,?
SMAD1,NKX2-5,+
SMAD1,OVOL2,?
SMAD1,RUNX1,+
SMAD1,RUNX2,+
SMAD1,SMAD6,+
SMAD1,SMAD6,?
SMAD1,SPP1,+
SMAD1,TBX20,+
SMAD1,TLX2,?
SMAD1,TNFRSF11B,+
SMAD1,TNFSF11,?
SMAD2,AFP,+
SMAD2,BECN1,-
SMAD2,CDKN1A,+
SMAD2,DAPK1,+
SMAD2,FBLN5,?
SMAD2,FOXP3,+
SMAD2,FSHB,?
SMAD2,GADD45B,?
SMAD2,GSC,+
SMAD2,H19,+
SMAD2,HES1,+
SMAD2,HOXD11,?
SMAD2,IL2,?
SMAD2,IL9,+
SMAD2,NANOG,+
SMAD2,PPARG,?
SMAD2,RGCC,+
SMAD2,SKIL,+
SMAD2,ACTA2,?
SMAD3,ACTA2,+
SMAD3,ACTA2,?
SMAD3,ANGPTL2,?
SMAD3,CCL2,-
SMAD3,CDH1,-
SMAD3,CDKN2B,+
SMAD3,CLDN3,-
SMAD3,COL1A2,+
SMAD3,COL1A2,?
SMAD3,COL2A1,+
SMAD3,CTGF,+
SMAD3,CXADR,-
SMAD3,DAPK1,+
SMAD3,ENPP1,?
SMAD3,FBLN5,?
SMAD3,FN1,+
SMAD3,FOXP3,+
SMAD3,FSHB,?
SMAD3,GADD45B,?
SMAD3,GAST,+
SMAD3,GSC,-
SMAD3,H19,+
SMAD3,IL2,-
SMAD3,IL23A,-
SMAD3,IL31,?
SMAD3,IL9,+
SMAD3,IL9,?
SMAD3,JUN,?
SMAD3,LGALS9,+
SMAD3,MIR433,+
SMAD3,MMP9,?
SMAD3,MYC,-
SMAD3,MYOCD,-
SMAD3,NEDD9,-
SMAD3,NOV,?
SMAD3,OCLN,-
SMAD3,PLAU,?
SMAD3,PPARG,?
SMAD3,PPARGC1A,-
SMAD3,PSME3,?
SMAD3,RIF1,-
SMAD3,RUNX2,-
SMAD3,SERPINE1,+
SMAD3,SIRT1,+
SMAD3,SIRT1,?
SMAD3,SMAD7,+
SMAD3,SNAI1,?
SMAD3,SSTR2,+
SMAD3,TAGLN,+
SMAD3,TAGLN,?
SMAD3,TNFSF13B,+
SMAD3,TPSAB1,+
SMAD3,TPT1,+
SMAD3,VEGFA,+
SMAD3,ACTA2,?
SMAD4,AFP,+
SMAD4,BMPR1B,+
SMAD4,CDH1,-
SMAD4,CDKN1A,+
SMAD4,CDKN2B,+
SMAD4,CLDN3,-
SMAD4,COL2A1,+
SMAD4,CXADR,-
SMAD4,DAPK1,+
SMAD4,DSG4,+
SMAD4,FSHB,+
SMAD4,GADD45B,?
SMAD4,GAST,+
SMAD4,GSC,+
SMAD4,H19,+
SMAD4,HGF,?
SMAD4,HHEX,+
SMAD4,ID2,?
SMAD4,ID3,+
SMAD4,IFI204,+
SMAD4,IL10,+
SMAD4,IL9,+
SMAD4,JUN,?
SMAD4,MMP7,?
SMAD4,MUC5AC,+
SMAD4,NKX2-1,?
SMAD4,NKX2-5,+
SMAD4,OCLN,-
SMAD4,PPARG,?
SMAD4,SCNN1A,-
SMAD4,SKIL,+
SMAD4,SMAD7,?
SMAD4,SNAI1,?
SMAD4,SSTR2,+
SMAD4,TGFB1,-
SMAD4,TGFBR2,+
SMAD4,TLX2,?
SMAD4,TNFSF13B,+
SMAD4,TPSAB1,+
SMAD4,VEGFA,+
SMAD5,BMP2,?
SMAD5,COL2A1,+
SMAD5,CRELD2,?
SMAD5,DSG4,?
SMAD5,ID2,?
SMAD5,ID3,+
SMAD5,IFI204,+
SMAD5,OVOL2,?
SMAD5,SMAD6,?
SMAD5,NR2E1,?
SMAD6,CDK6,?
SMAD6,COL1A2,-
SMAD6,ID1,-
SMAD6,RUNX1,-
SMAD6,MAP3K7,?
SMAD7,COL1A2,-
SMAD7,GLB1,?
SMAD7,MET,+
SMAD7,NFKBIA,+
SMAD7,SMAD3,-
SMAD7,TGFB1,+
SMAD7,TNFSF13B,-
SMAD7,VEGFA,-
SMAD9,BMPR1B,+
SMAD9,ID2,?
SMARCA2,CALM1,+
SMARCA2,CCNA2,?
SMARCA2,CD44,+
SMARCA2,CDH1,+
SMARCA2,TMEM50A,?
SMARCA4,ADAMTS1,-
SMARCA4,CALM1,+
SMARCA4,CD44,+
SMARCA4,CDH1,+
SMARCA4,CDKN1A,?
SMARCA4,EPB42,-
SMARCA4,HMOX1,+
SMARCA4,IL4,?
SMARCA4,MITF,?
SMARCA4,MYOG,+
SMARCA4,NANOG,?
SMARCA4,NFKBIA,+
SMARCA4,POU5F1,-
SMARCA4,POU5F1,?
SMARCA4,REST,?
SMARCA4,SALL4,?
SMARCA4,SFTPB,+
SMARCA4,SFTPB,?
SMARCA4,SOX2,?
SMARCA4,SPARC,?
SMARCA4,TBX5,?
SMARCA5,DIDO1,-
SMARCC1,NANOG,-
SMARCC1,PSAT1,?
SMARCD1,ARNTL,+
SMARCD1,G6PC,+
SMARCE1,NANOG,-
SMURF1,SMAD6,-
SMURF2,MAVS,-
SMURF2,RAP1B,?
SMURF2,RUNX2,-
SMYD1,HAND2,?
SNAI1,CDH1,+
SNAI1,CDH1,-
SNAI1,CDH1,?
SNAI1,CDX2,-
SNAI1,CLDN3,-
SNAI1,COL2A1,-
SNAI1,CTNNB1,-
SNAI1,CXADR,-
SNAI1,FN1,?
SNAI1,HNF4A,-
SNAI1,ID1,+
SNAI1,ITGB4,-
SNAI1,KIT,?
SNAI1,LIN28A,+
SNAI1,LLGL2,-
SNAI1,MIR290A,+
SNAI1,MIR295,+
SNAI1,MMP2,+
SNAI1,NANOG,?
SNAI1,NR5A2,?
SNAI1,OCLN,-
SNAI1,PHGDH,-
SNAI1,PTGS2,-
SNAI1,RUNX2,-
SNAI1,SNAI1,?
SNAI1,TCL1,?
SNAI1,TFCP2L1,?
SNAI1,THBD,-
SNAI1,TJP1,-
SNAI1,TRP53,-
SNAI1,MMP15,+
SNAI2,BBC3,-
SNAI2,BBC3,?
SNAI2,CDH1,-
SNAI2,CDX2,-
SNAI2,COL2A1,-
SNAI2,CTNNB1,-
SNAI2,DSG2,-
SNAI2,LPAR2,-
SNAI2,H19,+
SNAI2,OCLN,-
SNAI2,TJP1,-
SND1,E2F1,+
SOX10,AATK,?
SOX10,DCT,+
SOX10,DCT,?
SOX10,DHH,+
SOX10,EGR2,+
SOX10,HES5,?
SOX10,L1CAM,?
SOX10,MITF,+
SOX10,MITF,?
SOX10,MPZ,+
SOX10,MPZ,?
SOX10,OLIG2,?
SOX10,RET,+
SOX10,SUFU,?
SOX10,TYR,+
SOX11,GDF5,+
SOX11,TANK,+
SOX11,WNT4,?
SOX14,CALB2,?
SOX15,CASP3,?
SOX15,HRC,+
SOX17,MACC1,-
SOX17,CCND1,-
SOX17,CCND1,?
SOX17,CER1,+
SOX17,CTNNB1,-
SOX17,FOXA2,+
SOX17,FOXJ1,+
SOX17,LAMA1,+
SOX17,LEF1,+
SOX17,LEF1,-
SOX17,MBP,?
SOX17,NEPN,+
SOX17,SFTPC,-
SOX18,OPRM1,+
SOX18,OPRM1,?
SOX18,PROX1,+
SOX2,ATOH1,+
SOX2,BIRC5,+
SOX2,CCND1,-
SOX2,CDKN1B,+
SOX2,EGFR,+
SOX2,FGF4,+
SOX2,FGF4,-
SOX2,FGF4,?
SOX2,GLI3,?
SOX2,JAG1,?
SOX2,LEF1,-
SOX2,LEFTY1,+
SOX2,LY6A,?
SOX2,MIR302A,?
SOX2,MYCN,?
SOX2,NANOG,-
SOX2,NANOG,?
SOX2,NEUROD1,?
SOX2,NEUROG1,+
SOX2,NEUROG1,?
SOX2,NKX2-1,+
SOX2,NR2E1,+
SOX2,POU1F1,+
SOX2,POU5F1,+
SOX2,POU5F1,?
SOX2,SEMA6A,?
SOX2,SHH,?
SOX2,SIX3,+
SOX2,SOX2,+
SOX2,UTF1,+
SOX2,UTF1,?
SOX2,XIST,-
SOX2,ZSCAN10,+
SOX2,ZFP819,?
SOX21,HES5,-
SOX4,CALD1,?
SOX4,CTNNB1,+
SOX4,EZH2,-
SOX4,MECOM,+
SOX4,SPI1,-
SOX4,TCF4,+
SOX5,CATSPER1,?
SOX5,IFI204,?
SOX5,NFKBIB,?
SOX5,PTHLH,+
SOX5,SOX10,?
SOX5,SPAG6,?
SOX6,CCND1,-
SOX6,FGF3,-
SOX6,PTHLH,+
SOX6,TRP53,+
SOX7,FGF3,+
SOX7,LAMA1,+
SOX7,SOX4,+
SOX8,AMH,?
SOX8,COL1A1,?
SOX8,SOX10,+
SOX8,SOX9,+
SOX9,BEST1,+
SOX9,BMI1,+
SOX9,CATSPER1,?
SOX9,CDH1,-
SOX9,CDKN1A,+
SOX9,CDKN1A,-
SOX9,COL2A1,+
SOX9,COL2A1,?
SOX9,CTGF,-
SOX9,CTNNB1,-
SOX9,CYP26B1,+
SOX9,ETV2,+
SOX9,FGF9,+
SOX9,FURIN,+
SOX9,LXN,+
SOX9,MATN1,?
SOX9,MIA,+
SOX9,MIA,?
SOX9,NEUROG3,+
SOX9,NKX3-2,?
SOX9,PAX3,-
SOX9,PDX1,+
SOX9,PDX1,?
SOX9,PHEX,+
SOX9,PIK3CA,+
SOX9,PTHLH,+
SOX9,RET,+
SOX9,SGCA,-
SOX9,SLC6A19,-
SOX9,SOX10,+
SOX9,VEGFA,-
SOX9,VNN1,+
SOX9,WWP2,+
SP1,ABCA1,?
SP1,ABCB1A,?
SP1,ABCC1,+
SP1,ABCC6,?
SP1,ACACA,+
SP1,ACSBG1,+
SP1,ACSL4,?
SP1,ACSS1,+
SP1,ACTA2,+
SP1,ADCY4,?
SP1,ADCYAP1R1,+
SP1,AGT,?
SP1,AHR,+
SP1,AHR,?
SP1,ALDH3A1,?
SP1,ALOX5,?
SP1,ALOX8,?
SP1,APLP1,?
SP1,APOE,?
SP1,APP,+
SP1,AR,?
SP1,ARNTL,+
SP1,ASAH1,?
SP1,ASCL2,+
SP1,ATP12A,?
SP1,ATXN3,?
SP1,BACE1,+
SP1,BACH1,?
SP1,BFSP1,+
SP1,BGLAP,?
SP1,BGLAP2,+
SP1,BHLHE40,?
SP1,BMP2,?
SP1,BMP4,?
SP1,BMP7,?
SP1,BSG,+
SP1,BSX,?
SP1,BTK,+
SP1,CADM1,+
SP1,CCL2,+
SP1,CCL2,?
SP1,CCNA1,+
SP1,CCND1,+
SP1,CCND1,?
SP1,CCND2,+
SP1,CCND3,+
SP1,CCND3,?
SP1,CD14,?
SP1,CD1D2,+
SP1,CD55,?
SP1,CD79A,?
SP1,CDH5,+
SP1,CDK5R1,?
SP1,CDK5R2,?
SP1,CDK6,?
SP1,CDKN1A,+
SP1,CDKN1A,?
SP1,CDKN1C,+
SP1,CDKN2C,+
SP1,CDKN2D,?
SP1,CEBPA,-
SP1,CEBPD,?
SP1,CEND1,+
SP1,CES1D,+
SP1,CES2C,?
SP1,CIRBP,+
SP1,CLDN19,+
SP1,COL1A1,?
SP1,COL1A2,+
SP1,COL2A1,+
SP1,COL5A1,+
