Source,Target,Interaction
TRP53,TERT,-
TRP53,TFF2,-
TRP53,THBS1,+
TRP53,THBS1,-
TRP53,TNFRSF10B,+
TRP53,TPT1,+
TRP53,TPT1,?
TRP53,TRP53,+
TRP53,TRP53,?
TRP53,TRP53INP1,+
TRP53,TRP73,+
TRP53,TRP73,?
TRP53,TYMS,-
TRP53,UHRF1,-
TRP53,UPP1,+
TRP53,UPP1,-
TRP53,ZFP385A,?
TRP53,KLF4,+
TRP53BP1,ATM,-
TRP53BP1,BRCA1,+
TRP53BP1,CHEK2,+
TRP53BP1,HC1,+
TRP63,CDKN1A,?
TRP63,EVPL,?
TRP63,IRF6,+
TRP63,KRT14,?
TRP63,PTK2,-
TRP63,NECTIN1,+
TRP63,SATB1,+
TRP63,SMARCA4,?
TRP63,SMARCD3,?
TRP63,VEGFA,?
TRP73,BAX,+
TRP73,BBC3,+
TRP73,CASP8AP2,?
TRP73,CDKN1A,+
TRP73,CDKN1C,?
TRP73,E2F1,?
TRP73,FOXO3,+
TRP73,GLS2,?
TRP73,HEY2,?
TRP73,ITCH,?
TRP73,MDM2,?
TRP73,NGFR,+
TRP73,NR3C1,?
TRP73,PTEN,+
TRP73,PDGFRB,?
TRP73,PMAIP1,+
TRP73,PSRC1,+
TRP73,TPT1,?
TRP73,TRP53,-
TRPS1,BGLAP,?
TRPS1,DSPP,-
TRPS1,RUNX1,-
TRPS1,RUNX2,-
TRPS1,STAT3,-
TRRAP,MITF,-
TSG101,MDM2,+
TSHZ3,MYOG,?
TTF1,SFTPC,+
TTF2,TG,?
TTF2,TPO,?
TWIST1,ABCG2,?
TWIST1,ALX3,+
TWIST1,BRD4,?
TWIST1,CDH1,-
TWIST1,CDKN1A,-
TWIST1,CKM,-
TWIST1,CKM,?
TWIST1,COL2A1,?
TWIST1,DKK1,?
TWIST1,ESR1,-
TWIST1,FGF10,+
TWIST1,FGF2,?
TWIST1,FGFR2,+
TWIST1,HOXA9,+
TWIST1,IL12RB2,+
TWIST1,IL6RA,-
TWIST1,MME,+
TWIST1,PDGFRA,+
TWIST1,POSTN,+
TWIST1,RUNX3,+
TWIST1,SHH,?
TWIST1,SOX10,?
TWIST1,SOX9,-
TWIST1,TBX20,+
TWIST1,TBX21,+
TWIST1,TEK,?
TWIST1,TEK,+
TWIST1,TNF,-
TWIST1,TRP53,-
TWIST1,TRP53,?
TWIST1,ZEB1,?
TWIST1,ZYX,+
TWIST2,ADD1,-
TWIST2,CDKN1A,-
TWIST2,CKM,-
TWIST2,CKM,?
TWIST2,DKK1,?
TWIST2,MSX1,?
TWIST2,SREBF1,-
UBE2K,NFE2L2,?
USF1,ALX3,?
USF1,APOA5,+
USF1,BDNF,+
USF1,CES2C,?
USF1,CIITA,+
USF1,COL1A1,+
USF1,PF4,+
USF1,CYP1A1,-
USF1,FASN,+
USF1,FMR1,+
USF1,FMR1,?
USF1,FSHR,+
USF1,FSHR,?
USF1,GATA5,+
USF1,LIPE,+
USF1,MT1,+
USF1,MT1,?
USF1,PDX1,+
USF1,PIGR,+
USF1,PRND,?
USF1,REN1,+
USF1,SPP1,+
USF1,TNFAIP3,+
USF2,ALX3,?
USF2,APOA5,?
USF2,BDNF,+
USF2,COL1A1,+
USF2,PF4,+
USF2,FASN,+
USF2,FMR1,+
USF2,FMR1,?
USF2,FSHR,+
USF2,FSHR,?
USF2,HMOX1,+
USF2,LIPE,+
USF2,MT1,?
USF2,PIGR,+
USF2,REN1,+
USF2,SPP1,+
UTF1,TCF3,?
VAX2,PAX6,-
VDR,CTNNB1,-
VDR,CYP3A41A,?
VDR,IGFBP3,+
VDR,LRP5,?
VDR,NPHS1,+
VDR,RUNX2,?
VDR,SPP1,?
VDR,TNFSF11,?
VEZF1,EDN1,+
VEZF1,EDN1,?
VEZF1,MORF4L1,?
VEZF1,MRGBP,?
VEZF1,STMN1,+
VHL,EPO,?
VHL,HIF1A,-
VHL,TFAM,?
VSX2,MITF,-
VSX2,NES,+
VSX2,VSX1,?
WHSC1L1,CYP17A1,-
WNT1,CCND1,+
WNT1,CCND3,+
WNT1,CDKN1B,-
WNT1,CORO1A,-
WNT5A,PTX3,+
WNT5A,RET,+
WT1,ADAMTS16,+
WT1,AMH,+
WT1,AMHR2,?
WT1,CORO1B,?
WT1,CSF1,-
WT1,EPO,+
WT1,IGF2,-
WT1,IL10,+
WT1,INHA,+
WT1,NPHS1,+
WT1,NPHS1,-
WT1,NPHS1,?
WT1,NR5A1,+
WT1,PAX2,-
WT1,POU4F2,?
WT1,SNAI2,?
WT1,STIM1,-
WT1,VEGFA,+
WT1,WNT4,?
WWP1,TRP53,+
WWTR1,GLIS3,+
WWTR1,OFD1,+
WWTR1,TSC1,+
WWTR1,ZEB1,?
XBP1,BHLHA15,+
XBP1,ERN1,-
XBP1,FASN,+
XBP1,FOXO1,-
XBP1,FOXO1,?
XBP1,HERPUD1,+
XBP1,IRF4,-
XBP1,PAX5,-
XBP1,POU2AF1,?
XBP1,PRDM1,-
XBP1,SETD7,+
XBP1,STARD5,+
XBP1,TMBIM6,-
XBP1,VEGFA,?
XPC,CETN2,?
XRCC5,APAF1,-
XRCC5,IL2,?
XRCC6,APAF1,-
XRCC6,BGLAP,-
XRCC6,IL2,?
YBX1,ABCB1A,-
YBX1,AVP,?
YBX1,BMI1,?
YBX1,EGFR,?
YBX1,MIA,?
YBX1,NONO,?
YBX1,SLC2A3,+
YY1,AMELX,+
YY1,CDH1,-
YY1,CDKN2C,+
YY1,COL1A1,+
YY1,CPOX,?
YY1,EGF,-
YY1,FOS,-
YY1,H2-EA-PS,-
YY1,HSPA5,+
YY1,ID4,-
YY1,IFNB1,+
YY1,IFNB1,-
YY1,LAMA1,+
YY1,MSX2,+
YY1,NKX2-5,?
YY1,NR3C1,?
YY1,OTX2,+
YY1,PAX2,+
YY1,PEG3,+
YY1,PEG3,?
YY1,RB1,?
YY1,RGS16,-
YY1,SERPINE1,-
YY1,TCF4,-
YY1,TNFRSF4,?
YY1,TOP3A,+
YY1,TRF,?
YY1,TRP53,+
YY1,ZHX1,+
ZBTB16,CDKN1A,-
ZBTB16,DDIT4,+
ZBTB17,MAPK8,-
ZBTB17,SLC11A1,+
ZBTB2,TRP53,-
ZBTB20,SOX9,-
ZBTB32,CIITA,?
ZBTB33,BCL6,-
ZBTB33,CTNNB1,-
ZBTB33,MMP7,-
ZBTB33,RAPSN,+
ZBTB33,WNT11,-
ZBTB33,ZFP131,-
ZBTB38,MYOG,-
ZBTB7A,BCL2L11,-
ZBTB7A,CCNA2,-
ZBTB7A,CDKN2A,-
ZBTB7A,COMP,?
ZBTB7A,CREB3,-
ZBTB7A,NFATC1,+
ZBTB7A,NFATC1,-
ZEB1,CCNG2,?
ZEB1,CD4,?
ZEB1,CDH1,-
ZEB1,GATA3,?
ZEB1,IL2,-
ZEB1,IL2,?
ZEB1,ITGA4,?
ZEB1,ITGA7,?
ZEB1,MIA,-
ZEB1,MITF,+
ZEB1,PKP3,-
ZEB1,RBL2,?
ZEB1,ST3GAL5,?
ZEB1,TGFB1,-
ZEB1,TRP73,+
ZEB1,TRP73,-
ZEB2,CDH1,-
ZEB2,CDH1,?
ZEB2,OCLN,?
ZFP13,MPV17L,?
ZFP143,NANOG,+
ZFP143,TCP1,?
ZFP148,CDKN1A,?
ZFP148,GATA1,+
ZFP148,RNLS,?
ZFP148,SPI1,-
ZFP148,TAL1,+
ZFP148,TPH1,+
ZFP263,COL11A2,-
ZFP277,CDKN2A,+
ZFP281,NANOG,+
ZFP335,REST,?
ZFP36,IL2,-
ZFP36,NFKB1,-
ZFP384,NFKB1,-
ZFP385A,CEBPA,?
ZFP385A,TRP53,+
ZFP385A,TRP53,?
ZFP410,MMP1A,?
ZFP42,TSIX,+
ZFP423,EBF1,-
ZFP423,PPARG,+
ZFP423,SMAD1,?
ZFP423,SMAD4,?
ZFP488,OLIG1,?
ZFP513,ARR3,?
ZFP513,PAX6,?
ZFP513,RBP3,?
ZFP513,SP4,?
ZFP523,TCP1,?
ZFP64,HES1,+
ZFP64,HEY1,+
ZFPM1,FCER1G,?
ZFPM1,GATA3,-
ZFPM1,HAMP,-
ZFPM1,ITGA2B,?
ZFPM1,MS4A2,?
ZFPM2,GATA4,-
ZFPM2,LHX9,-
ZFPM2,SOX9,?
ZHX3,WT1,+
ZHX3,ZHX1,?
ZHX3,ZHX2,?
ZIC1,ABHD14A,+
ZIC1,ATOH1,-
ZIC2,AFP,-
ZIC2,EPHA4,+
ZIC2,MYF5,+
ZIC2,ROBO3,-
ZIC2,SLC6A4,?
ZIC3,NANOG,+
ZSCAN10,NANOG,+
ZSCAN10,POU5F1,+
ZSCAN10,POU5F1,?
