,Source,Target,Interaction
5754,KAG9260423.1,KAG9272043.1,?
5755,KAG9260423.1,KAG9271331.1,+
5756,KAG9260423.1,KAG9266355.1,?
5757,KAG9260423.1,KAG9259545.1,?
5758,KAG9260423.1,KAG9267911.1,?
5759,KAG9260423.1,KAG9282917.1,?
5760,KAG9260423.1,KAG9275731.1,+
5761,KAG9260423.1,KAG9260423.1,?
5762,KAG9260423.1,KAG9278960.1,-
5763,KAG9260423.1,KAG9272503.1,?
5764,KAG9260423.1,KAG9269122.1,+
5765,KAG9260423.1,KAG9264368.1,+
5766,KAG9260423.1,KAG9264368.1,?
5767,KAG9260423.1,KAG9280440.1,?
5768,KAG9260423.1,KAG9270548.1,?
5770,KAG9260423.1,KAG9260362.1,?
5771,KAG9260423.1,KAG9266623.1,?
5772,KAG9260423.1,KAG9269412.1,+
5773,KAG9260423.1,KAG9269412.1,?
5774,KAG9260423.1,KAG9281482.1,+
5775,KAG9260423.1,KAG9281482.1,?
5776,KAG9260423.1,KAG9281812.1,+
5777,KAG9260423.1,KAG9276953.1,?
5778,KAG9260423.1,KAG9276378.1,?
5779,KAG9260423.1,KAG9269244.1,+
5780,KAG9260423.1,KAG9268067.1,-
5781,KAG9260423.1,KAG9280582.1,?
5782,KAG9260423.1,KAG9262273.1,?
5783,KAG9260423.1,KAG9264931.1,?
5784,KAG9260423.1,KAG9275059.1,?
5787,KAG9260423.1,KAG9262540.1,+
5788,KAG9260423.1,KAG9262540.1,?
5789,KAG9260423.1,KAG9278863.1,?
5790,KAG9260423.1,KAG9277159.1,?
5791,KAG9260423.1,KAG9266682.1,+
5792,KAG9260423.1,KAG9274070.1,?
5793,KAG9260423.1,KAG9263072.1,?
5795,KAG9260423.1,KAG9278337.1,+
5796,KAG9260423.1,KAG9278337.1,-
5797,KAG9260423.1,KAG9278337.1,?
5798,KAG9260423.1,KAG9274754.1,?
5799,KAG9260423.1,KAG9276251.1,+
5800,KAG9260423.1,KAG9267599.1,+
5802,KAG9266674.1,KAG9277207.1,+
5804,KAG9266674.1,KAG9261484.1,?
5805,KAG9266674.1,KAG9273355.1,?
5806,KAG9266674.1,KAG9268365.1,?
5808,KAG9266674.1,KAG9273660.1,-
5809,KAG9266674.1,KAG9263072.1,?
5810,KAG9271460.1,KAG9281984.1,+
5811,KAG9271460.1,KAG9281005.1,+
5812,KAG9271460.1,KAG9262641.1,+
5814,KAG9271460.1,KAG9261101.1,+
5817,KAG9271460.1,KAG9274843.1,+
5818,KAG9271460.1,KAG9274843.1,-
5819,KAG9271460.1,KAG9268738.1,?
5820,KAG9271460.1,KAG9266658.1,+
5821,KAG9271460.1,KAG9261212.1,+
5822,KAG9271460.1,KAG9267832.1,?
5824,KAG9271460.1,KAG9260731.1,+
5825,KAG9271460.1,KAG9260731.1,?
5826,KAG9271460.1,KAG9260932.1,+
5830,KAG9271460.1,KAG9266035.1,?
5831,KAG9271460.1,KAG9262123.1,+
5832,KAG9271460.1,KAG9261911.1,?
5833,KAG9271460.1,KAG9278979.1,+
5834,KAG9271460.1,KAG9268019.1,?
5835,KAG9271460.1,KAG9280831.1,?
5836,KAG9271460.1,KAG9266190.1,?
5837,KAG9271460.1,KAG9270597.1,+
5838,KAG9271460.1,KAG9270597.1,?
5839,KAG9271460.1,KAG9272644.1,+
5840,KAG9271460.1,KAG9273035.1,+
5844,KAG9271460.1,KAG9280726.1,+
5845,KAG9271460.1,KAG9260526.1,+
5846,KAG9271460.1,KAG9260526.1,?
5848,KAG9271460.1,KAG9271449.1,+
5849,KAG9271460.1,KAG9275889.1,-
5850,KAG9271460.1,KAG9276257.1,+
5851,KAG9271460.1,KAG9283583.1,+
5852,KAG9271460.1,KAG9276613.1,?
5853,KAG9271460.1,KAG9266657.1,?
5854,KAG9271460.1,KAG9261984.1,?
5855,KAG9271460.1,KAG9275011.1,?
5856,KAG9271460.1,KAG9272360.1,-
5857,KAG9271460.1,KAG9272360.1,?
5859,KAG9271460.1,KAG9263642.1,?
5865,KAG9271460.1,KAG9282011.1,+
5867,KAG9271460.1,KAG9279291.1,-
5868,KAG9271460.1,KAG9275584.1,+
5869,KAG9271460.1,KAG9275584.1,-
5870,KAG9271460.1,KAG9275584.1,?
5871,KAG9271460.1,KAG9273660.1,+
5875,KAG9271460.1,KAG9271488.1,+
5876,KAG9271460.1,KAG9278800.1,+
5877,KAG9271460.1,KAG9283814.1,+
5878,KAG9271460.1,KAG9282614.1,+
5879,KAG9271460.1,KAG9263885.1,+
5880,KAG9271460.1,KAG9270348.1,+
5882,KAG9271460.1,KAG9270219.1,?
5884,KAG9271460.1,KAG9275857.1,+
5886,KAG9271460.1,KAG9271331.1,-
5887,KAG9271460.1,KAG9267911.1,?
5888,KAG9271460.1,KAG9275731.1,+
5889,KAG9271460.1,KAG9260423.1,-
5890,KAG9271460.1,KAG9260423.1,?
5891,KAG9271460.1,KAG9270548.1,?
5892,KAG9271460.1,KAG9266623.1,?
5893,KAG9271460.1,KAG9281482.1,+
5894,KAG9271460.1,KAG9281482.1,?
5895,KAG9271460.1,KAG9281812.1,+
5896,KAG9271460.1,KAG9276953.1,?
5898,KAG9271460.1,KAG9277159.1,?
5899,KAG9271460.1,KAG9266682.1,-
5900,KAG9271460.1,KAG9263072.1,?
5902,KAG9271460.1,KAG9278337.1,+
5903,KAG9271460.1,KAG9278337.1,?
5904,KAG9271460.1,KAG9273134.1,+
5905,KAG9278960.1,KAG9267832.1,?
5906,KAG9278960.1,KAG9265835.1,?
5907,KAG9278960.1,KAG9282011.1,+
5909,KAG9278960.1,KAG9283814.1,?
5910,KAG9278960.1,KAG9270219.1,+
5911,KAG9278960.1,KAG9271331.1,-
5912,KAG9278960.1,KAG9278337.1,?
5913,KAG9271443.1,KAG9260731.1,-
5919,KAG9276970.1,KAG9263822.1,?
5920,KAG9276970.1,KAG9267310.1,+
5924,KAG9276970.1,KAG9282252.1,+
5926,KAG9276970.1,KAG9280726.1,+
5928,KAG9276970.1,KAG9276970.1,+
5929,KAG9276970.1,KAG9271051.1,+
5930,KAG9276970.1,KAG9267817.1,+
5931,KAG9276970.1,KAG9267817.1,-
5933,KAG9276970.1,KAG9278337.1,?
5934,KAG9276081.1,KAG9265518.1,?
5935,KAG9276081.1,KAG9275391.1,+
5936,KAG9276081.1,KAG9275391.1,?
5937,KAG9276081.1,KAG9261883.1,-
5938,KAG9271461.1,KAG9275391.1,?
5939,KAG9276913.1,KAG9264596.1,-
5940,KAG9276913.1,KAG9260731.1,?
5941,KAG9276913.1,KAG9263960.1,+
5944,KAG9276913.1,KAG9274051.1,+
5946,KAG9260881.1,KAG9277353.1,?
5948,KAG9260881.1,KAG9275008.1,-
5951,KAG9260881.1,KAG9281198.1,+
5952,KAG9260881.1,KAG9281198.1,?
5953,KAG9260881.1,KAG9283660.1,?
5956,KAG9260881.1,KAG9274189.1,+
5957,KAG9260881.1,KAG9266570.1,+
5958,KAG9260881.1,KAG9283346.1,+
5963,KAG9260881.1,KAG9262952.1,+
5966,KAG9260881.1,KAG9272944.1,+
5967,KAG9260881.1,KAG9264483.1,+
5968,KAG9260881.1,KAG9268029.1,?
5969,KAG9260881.1,KAG9267254.1,+
5970,KAG9260881.1,KAG9261786.1,?
5971,KAG9260881.1,KAG9264620.1,-
5972,KAG9260881.1,KAG9274075.1,-
5973,KAG9260881.1,KAG9282050.1,+
5974,KAG9260881.1,KAG9261151.1,+
5975,KAG9260881.1,KAG9263807.1,?
5976,KAG9260881.1,KAG9275584.1,-
5978,KAG9260881.1,KAG9263264.1,+
5979,KAG9260881.1,KAG9263264.1,?
5980,KAG9260881.1,KAG9266800.1,+
5981,KAG9260881.1,KAG9280578.1,?
5982,KAG9260881.1,KAG9269773.1,+
5983,KAG9260881.1,KAG9266623.1,?
5984,KAG9260881.1,KAG9261595.1,?
5985,KAG9260881.1,KAG9269412.1,?
5986,KAG9260881.1,KAG9275236.1,+
5987,KAG9260881.1,KAG9264931.1,+
5998,KAG9264368.1,KAG9264555.1,+
5999,KAG9264368.1,KAG9280424.1,+
6000,KAG9264368.1,KAG9281984.1,+
6001,KAG9264368.1,KAG9269312.1,+
6003,KAG9264368.1,KAG9275305.1,+
6005,KAG9264368.1,KAG9260731.1,+
6006,KAG9264368.1,KAG9276735.1,+
6007,KAG9264368.1,KAG9283085.1,+
6008,KAG9264368.1,KAG9274772.1,+
6010,KAG9264368.1,KAG9275038.1,?
6011,KAG9264368.1,KAG9265722.1,?
6014,KAG9264368.1,KAG9267961.1,+
6015,KAG9264368.1,KAG9267961.1,?
6016,KAG9264368.1,KAG9259937.1,-
6017,KAG9264368.1,KAG9270492.1,?
6018,KAG9264368.1,KAG9267889.1,+
6019,KAG9264368.1,KAG9267889.1,?
6020,KAG9264368.1,KAG9266342.1,?
6023,KAG9264368.1,KAG9271435.1,-
6025,KAG9264368.1,KAG9283583.1,+
6026,KAG9264368.1,KAG9271725.1,?
6028,KAG9264368.1,KAG9278769.1,+
6029,KAG9264368.1,KAG9259576.1,+
6030,KAG9264368.1,KAG9261154.1,+
6032,KAG9264368.1,KAG9263264.1,?
6034,KAG9264368.1,KAG9275361.1,?
6035,KAG9264368.1,KAG9274158.1,+
6037,KAG9279109.1,KAG9269312.1,+
6038,KAG9279109.1,KAG9260731.1,+
6040,KAG9279109.1,KAG9265722.1,?
6041,KAG9279109.1,KAG9266342.1,?
6042,KAG9279109.1,KAG9263515.1,?
6044,KAG9279109.1,KAG9269088.1,-
6045,KAG9279109.1,KAG9261540.1,+
6046,KAG9279109.1,KAG9278769.1,+
6047,KAG9279109.1,KAG9282686.1,+
6048,KAG9279109.1,KAG9262633.1,?
6049,KAG9275488.1,KAG9262641.1,?
6052,KAG9275488.1,KAG9273358.1,?
6053,KAG9275488.1,KAG9282155.1,+
6055,KAG9275488.1,KAG9272198.1,-
6056,KAG9275488.1,KAG9272198.1,?
6057,KAG9275488.1,KAG9282293.1,?
6058,KAG9275488.1,KAG9264336.1,?
6060,KAG9275488.1,KAG9259743.1,?
6061,KAG9275488.1,KAG9273820.1,+
6062,KAG9275488.1,KAG9260913.1,+
6063,KAG9275488.1,KAG9277348.1,+
6064,KAG9275488.1,KAG9271439.1,+
6065,KAG9275488.1,KAG9281115.1,+
6067,KAG9275488.1,KAG9278491.1,+
6068,KAG9275488.1,KAG9267263.1,+
6073,KAG9277822.1,KAG9280964.1,+
6074,KAG9261109.1,KAG9262175.1,?
6075,KAG9261109.1,KAG9278558.1,?
6076,KAG9261109.1,KAG9280477.1,+
6077,KAG9261109.1,KAG9270932.1,?
6078,KAG9261109.1,KAG9275792.1,+
6079,KAG9261109.1,KAG9265044.1,+
6080,KAG9261109.1,KAG9263851.1,+
6081,KAG9261109.1,KAG9261722.1,+
6082,KAG9261109.1,KAG9261722.1,-
6083,KAG9261109.1,KAG9261722.1,?
6086,KAG9261109.1,KAG9272198.1,?
6087,KAG9261109.1,KAG9278516.1,+
6088,KAG9261109.1,KAG9278516.1,?
6090,KAG9261109.1,KAG9277734.1,+
6095,KAG9261109.1,KAG9266208.1,+
6096,KAG9261109.1,KAG9281146.1,+
6098,KAG9261109.1,KAG9280471.1,-
6100,KAG9261109.1,KAG9264903.1,+
6101,KAG9261109.1,KAG9264903.1,?
6103,KAG9261109.1,KAG9276400.1,?
6104,KAG9261109.1,KAG9260361.1,?
6105,KAG9261109.1,KAG9273747.1,+
6106,KAG9261109.1,KAG9268729.1,?
6107,KAG9261109.1,KAG9263848.1,+
6108,KAG9261109.1,KAG9267911.1,+
6111,KAG9261109.1,KAG9281523.1,+
6112,KAG9261109.1,KAG9276064.1,+
6116,KAG9264255.1,KAG9268166.1,+
6117,KAG9264255.1,KAG9278558.1,?
6118,KAG9264255.1,KAG9282290.1,+
6119,KAG9264255.1,KAG9282290.1,?
6120,KAG9264255.1,KAG9283483.1,-
6121,KAG9264255.1,KAG9283483.1,?
6122,KAG9264255.1,KAG9269570.1,-
6123,KAG9264255.1,KAG9272138.1,+
6124,KAG9264255.1,KAG9272138.1,-
6125,KAG9264255.1,KAG9273787.1,?
6126,KAG9264255.1,KAG9267104.1,?
6127,KAG9264255.1,KAG9271954.1,?
6129,KAG9264255.1,KAG9280827.1,?
6130,KAG9264255.1,KAG9277502.1,+
6131,KAG9264255.1,KAG9275792.1,+
6132,KAG9264255.1,KAG9275792.1,?
6135,KAG9264255.1,KAG9266643.1,+
6136,KAG9264255.1,KAG9262349.1,?
6137,KAG9264255.1,KAG9272198.1,+
6138,KAG9264255.1,KAG9267881.1,+
6139,KAG9264255.1,KAG9264523.1,?
6140,KAG9264255.1,KAG9282293.1,+
6141,KAG9264255.1,KAG9282293.1,?
6142,KAG9264255.1,KAG9264176.1,+
6143,KAG9264255.1,KAG9264176.1,?
6144,KAG9264255.1,KAG9277734.1,-
6146,KAG9264255.1,KAG9273035.1,+
6147,KAG9264255.1,KAG9273035.1,?
6148,KAG9264255.1,KAG9282821.1,+
6149,KAG9264255.1,KAG9271644.1,+
6150,KAG9264255.1,KAG9260526.1,?
6151,KAG9264255.1,KAG9273708.1,-
6152,KAG9264255.1,KAG9268972.1,?
6157,KAG9264255.1,KAG9266142.1,+
6160,KAG9264255.1,KAG9280904.1,+
6164,KAG9264255.1,KAG9260913.1,+
6165,KAG9264255.1,KAG9270760.1,+
6166,KAG9264255.1,KAG9270760.1,-
6169,KAG9264255.1,KAG9273957.1,-
6170,KAG9264255.1,KAG9273957.1,?
6173,KAG9264255.1,KAG9264903.1,+
6174,KAG9264255.1,KAG9271510.1,-
6176,KAG9264255.1,KAG9282448.1,+
6177,KAG9264255.1,KAG9266302.1,?
6179,KAG9264255.1,KAG9281855.1,?
6180,KAG9264255.1,KAG9262660.1,?
6181,KAG9264255.1,KAG9274578.1,?
6182,KAG9264255.1,KAG9278477.1,+
6183,KAG9264255.1,KAG9267703.1,+
6184,KAG9264255.1,KAG9273747.1,+
6186,KAG9264255.1,KAG9259909.1,-
6188,KAG9264255.1,KAG9279441.1,?
6189,KAG9264255.1,KAG9267911.1,+
6190,KAG9264255.1,KAG9267911.1,?
6191,KAG9264255.1,KAG9267169.1,+
6192,KAG9264255.1,KAG9260881.1,+
6193,KAG9264255.1,KAG9260881.1,?
6194,KAG9264255.1,KAG9264368.1,-
6195,KAG9264255.1,KAG9264255.1,+
6196,KAG9264255.1,KAG9266117.1,+
6197,KAG9264255.1,KAG9278551.1,+
6198,KAG9264255.1,KAG9264931.1,?
6200,KAG9264255.1,KAG9281523.1,-
6202,KAG9264255.1,KAG9271636.1,+
6203,KAG9264255.1,KAG9278337.1,+
6210,KAG9271714.1,KAG9274640.1,?
6211,KAG9271714.1,KAG9264903.1,+
6212,KAG9271714.1,KAG9275519.1,?
6245,KAG9264254.1,KAG9271954.1,?
6247,KAG9264254.1,KAG9282997.1,?
6248,KAG9264254.1,KAG9268149.1,+
6266,KAG9275156.1,KAG9271132.1,+
6267,KAG9275156.1,KAG9271132.1,-
6268,KAG9275156.1,KAG9283514.1,-
6269,KAG9277408.1,KAG9275008.1,?
6271,KAG9277408.1,KAG9267310.1,?
6273,KAG9280494.1,KAG9261212.1,?
6274,KAG9280494.1,KAG9273957.1,?
6275,KAG9276428.1,KAG9276948.1,?
6276,KAG9282797.1,KAG9265632.1,?
6277,KAG9282797.1,KAG9275421.1,?
6278,KAG9282797.1,KAG9280392.1,?
6279,KAG9265899.1,KAG9281523.1,+
6280,KAG9266623.1,KAG9267104.1,+
6284,KAG9266623.1,KAG9263652.1,+
6285,KAG9266623.1,KAG9282763.1,?
6286,KAG9266623.1,KAG9260512.1,-
6288,KAG9266623.1,KAG9262158.1,+
6289,KAG9266623.1,KAG9273191.1,+
6290,KAG9266623.1,KAG9278692.1,-
6291,KAG9266623.1,KAG9265048.1,+
6292,KAG9269727.1,KAG9262059.1,?
6293,KAG9269727.1,KAG9272206.1,?
6294,KAG9266741.1,KAG9281115.1,-
6296,KAG9275460.1,KAG9280564.1,?
6297,KAG9275460.1,KAG9282293.1,+
6298,KAG9275460.1,KAG9263087.1,-
6299,KAG9275460.1,KAG9283699.1,-
6300,KAG9275460.1,KAG9279140.1,?
6302,KAG9269793.1,KAG9263087.1,+
6306,KAG9271516.1,KAG9265383.1,?
6307,KAG9262068.1,KAG9281703.1,-
6308,KAG9262068.1,KAG9265518.1,?
6309,KAG9262068.1,KAG9275391.1,+
6310,KAG9262068.1,KAG9271854.1,+
6311,KAG9262068.1,KAG9261786.1,-
6312,KAG9262068.1,KAG9275287.1,+
6313,KAG9262068.1,KAG9275287.1,-
6314,KAG9262068.1,KAG9263646.1,-
6315,KAG9262068.1,KAG9265182.1,-
6316,KAG9269782.1,KAG9275789.1,?
6317,KAG9277554.1,KAG9268471.1,+
6318,KAG9265460.1,KAG9260731.1,-
6319,KAG9265460.1,KAG9280827.1,-
6321,KAG9265460.1,KAG9268927.1,-
6322,KAG9265460.1,KAG9282252.1,?
6323,KAG9265460.1,KAG9268183.1,-
6324,KAG9265460.1,KAG9282484.1,-
6326,KAG9265460.1,KAG9259912.1,-
6327,KAG9259560.1,KAG9261786.1,+
6330,KAG9259560.1,KAG9265460.1,-
6343,KAG9281885.1,KAG9260731.1,-
6344,KAG9281885.1,KAG9268927.1,-
6345,KAG9281885.1,KAG9271023.1,-
6346,KAG9281885.1,KAG9265256.1,-
6349,KAG9281885.1,KAG9273457.1,-
6350,KAG9281885.1,KAG9268729.1,-
6351,KAG9281885.1,KAG9276970.1,-
6352,KAG9265461.1,KAG9278537.1,?
6353,KAG9281886.1,KAG9266333.1,+
6354,KAG9281886.1,KAG9265518.1,+
6355,KAG9281886.1,KAG9268478.1,?
6363,KAG9261296.1,KAG9262641.1,+
6364,KAG9261296.1,KAG9264103.1,?
6365,KAG9261296.1,KAG9268478.1,?
6366,KAG9261296.1,KAG9260512.1,+
6369,KAG9261296.1,KAG9259545.1,?
6375,KAG9269792.1,KAG9260731.1,-
6378,KAG9269792.1,KAG9274495.1,-
6379,KAG9278692.1,KAG9262641.1,+
6381,KAG9278692.1,KAG9276012.1,-
6382,KAG9278692.1,KAG9268772.1,?
6394,KAG9278692.1,KAG9260731.1,+
6395,KAG9278692.1,KAG9282155.1,+
6396,KAG9278692.1,KAG9264103.1,?
6398,KAG9278692.1,KAG9272737.1,?
6401,KAG9278692.1,KAG9263180.1,+
6402,KAG9278692.1,KAG9270734.1,?
6403,KAG9278692.1,KAG9260570.1,+
6406,KAG9278692.1,KAG9280026.1,?
6407,KAG9278692.1,KAG9283108.1,+
6408,KAG9278692.1,KAG9282763.1,?
6409,KAG9278692.1,KAG9275630.1,-
6411,KAG9278692.1,KAG9281670.1,-
6413,KAG9278692.1,KAG9272521.1,-
6414,KAG9278692.1,KAG9261813.1,?
6415,KAG9278692.1,KAG9259576.1,?
6416,KAG9278692.1,KAG9266799.1,-
6417,KAG9278692.1,KAG9259751.1,?
6419,KAG9278692.1,KAG9259545.1,?
6422,KAG9278692.1,KAG9262540.1,+
6423,KAG9278692.1,KAG9276205.1,?
6424,KAG9278692.1,KAG9261399.1,-
6426,KAG9266117.1,KAG9263964.1,+
6427,KAG9266117.1,KAG9262641.1,+
6431,KAG9266117.1,KAG9283389.1,+
6432,KAG9266117.1,KAG9280082.1,+
6433,KAG9266117.1,KAG9281187.1,?
6434,KAG9266117.1,KAG9262232.1,+
6435,KAG9266117.1,KAG9276909.1,?
6436,KAG9266117.1,KAG9268478.1,?
6437,KAG9266117.1,KAG9268365.1,+
6438,KAG9266117.1,KAG9269944.1,-
6439,KAG9266117.1,KAG9273957.1,?
6440,KAG9266117.1,KAG9269196.1,+
6441,KAG9266117.1,KAG9282614.1,+
6442,KAG9266117.1,KAG9261141.1,?
6443,KAG9266117.1,KAG9264568.1,+
6444,KAG9266117.1,KAG9264568.1,-
6445,KAG9266117.1,KAG9270574.1,?
6451,KAG9267884.1,KAG9266161.1,+
6452,KAG9267884.1,KAG9281115.1,+
6453,KAG9269900.1,KAG9269900.1,?
6457,KAG9280823.1,KAG9262641.1,?
6458,KAG9280823.1,KAG9265904.1,+
6459,KAG9280823.1,KAG9267552.1,+
6463,KAG9283545.1,KAG9260932.1,-
6464,KAG9283545.1,KAG9262123.1,?
6466,KAG9283545.1,KAG9271478.1,+
6467,KAG9283545.1,KAG9260656.1,+
6469,KAG9283545.1,KAG9275010.1,?
6470,KAG9283545.1,KAG9275076.1,+
6471,KAG9283545.1,KAG9278337.1,-
6473,KAG9276953.1,KAG9279787.1,-
6474,KAG9276953.1,KAG9260731.1,-
6475,KAG9276953.1,KAG9261729.1,-
6476,KAG9276953.1,KAG9269527.1,-
6478,KAG9276953.1,KAG9267101.1,-
6480,KAG9276953.1,KAG9282763.1,-
6481,KAG9276953.1,KAG9266142.1,?
6483,KAG9276953.1,KAG9261458.1,-
6486,KAG9269140.1,KAG9274070.1,?
6487,KAG9271114.1,KAG9267104.1,-
6488,KAG9271114.1,KAG9260731.1,+
6489,KAG9271114.1,KAG9260296.1,+
6490,KAG9271114.1,KAG9278692.1,?
6491,KAG9271114.1,KAG9281523.1,-
6495,KAG9278551.1,KAG9270734.1,+
6496,KAG9278551.1,KAG9276743.1,+
6497,KAG9278551.1,KAG9282484.1,?
6501,KAG9267263.1,KAG9271399.1,?
6502,KAG9267263.1,KAG9278551.1,+
6503,KAG9267263.1,KAG9262540.1,+
6504,KAG9268067.1,KAG9280424.1,+
6505,KAG9268067.1,KAG9259854.1,?
6506,KAG9276434.1,KAG9260932.1,+
6508,KAG9276434.1,KAG9260361.1,+
6509,KAG9278910.1,KAG9280424.1,+
6510,KAG9278910.1,KAG9280424.1,-
6511,KAG9278910.1,KAG9267104.1,-
6512,KAG9278910.1,KAG9281705.1,+
6513,KAG9278910.1,KAG9277040.1,-
6514,KAG9275426.1,KAG9265599.1,?
6520,KAG9260860.1,KAG9268603.1,?
6522,KAG9263157.1,KAG9277807.1,?
6524,KAG9263157.1,KAG9275421.1,+
6525,KAG9264931.1,KAG9272585.1,+
6526,KAG9264931.1,KAG9270760.1,+
6527,KAG9275059.1,KAG9264203.1,+
6528,KAG9275059.1,KAG9280829.1,+
6529,KAG9267772.1,KAG9267104.1,?
6531,KAG9271173.1,KAG9277825.1,?
6537,KAG9281616.1,KAG9273787.1,+
6539,KAG9281523.1,KAG9264022.1,?
6541,KAG9281523.1,KAG9275581.1,+
6544,KAG9281523.1,KAG9268373.1,?
6545,KAG9281523.1,KAG9280671.1,+
6546,KAG9281523.1,KAG9280671.1,?
6547,KAG9281523.1,KAG9282578.1,+
6548,KAG9281523.1,KAG9278556.1,?
6549,KAG9281523.1,KAG9276230.1,?
6551,KAG9281523.1,KAG9264203.1,+
6552,KAG9281523.1,KAG9264203.1,?
6555,KAG9281523.1,KAG9283483.1,+
6556,KAG9281523.1,KAG9283483.1,-
6557,KAG9281523.1,KAG9283483.1,?
6558,KAG9281523.1,KAG9264596.1,?
6560,KAG9281523.1,KAG9272585.1,?
6561,KAG9281523.1,KAG9275740.1,+
6562,KAG9281523.1,KAG9267896.1,+
6563,KAG9281523.1,KAG9277633.1,?
6564,KAG9281523.1,KAG9272231.1,?
6565,KAG9281523.1,KAG9281858.1,-
6566,KAG9281523.1,KAG9261285.1,?
6568,KAG9281523.1,KAG9260368.1,-
6570,KAG9281523.1,KAG9260731.1,+
6571,KAG9281523.1,KAG9260731.1,-
6572,KAG9281523.1,KAG9260731.1,?
6573,KAG9281523.1,KAG9280827.1,?
6576,KAG9281523.1,KAG9265594.1,-
6578,KAG9281523.1,KAG9282155.1,+
6579,KAG9281523.1,KAG9279369.1,?
6581,KAG9281523.1,KAG9271812.1,+
6583,KAG9281523.1,KAG9267988.1,+
6584,KAG9281523.1,KAG9267988.1,?
6585,KAG9281523.1,KAG9271856.1,?
6586,KAG9281523.1,KAG9270486.1,+
6587,KAG9281523.1,KAG9265526.1,+
6588,KAG9281523.1,KAG9265386.1,+
6590,KAG9281523.1,KAG9264313.1,?
6591,KAG9281523.1,KAG9261780.1,+
6592,KAG9281523.1,KAG9272198.1,?
6593,KAG9281523.1,KAG9263122.1,?
6594,KAG9281523.1,KAG9272756.1,-
6595,KAG9281523.1,KAG9275121.1,?
6599,KAG9281523.1,KAG9282293.1,-
6600,KAG9281523.1,KAG9282293.1,?
6601,KAG9281523.1,KAG9280557.1,-
6602,KAG9281523.1,KAG9282496.1,+
6603,KAG9281523.1,KAG9270734.1,+
6606,KAG9281523.1,KAG9277794.1,+
6607,KAG9281523.1,KAG9277794.1,?
6610,KAG9281523.1,KAG9280503.1,?
6611,KAG9281523.1,KAG9271691.1,+
6614,KAG9281523.1,KAG9273035.1,+
6615,KAG9281523.1,KAG9273058.1,+
6618,KAG9281523.1,KAG9260819.1,+
6619,KAG9281523.1,KAG9260819.1,?
6621,KAG9281523.1,KAG9268478.1,?
6623,KAG9281523.1,KAG9266987.1,?
6624,KAG9281523.1,KAG9282128.1,?
6625,KAG9281523.1,KAG9266932.1,-
6630,KAG9281523.1,KAG9261139.1,-
6632,KAG9281523.1,KAG9261984.1,+
6633,KAG9281523.1,KAG9263738.1,-
6634,KAG9281523.1,KAG9272703.1,-
6635,KAG9281523.1,KAG9280471.1,+
6636,KAG9281523.1,KAG9280471.1,-
6637,KAG9281523.1,KAG9280471.1,?
6638,KAG9281523.1,KAG9272360.1,+
6639,KAG9281523.1,KAG9272360.1,-
6640,KAG9281523.1,KAG9268229.1,-
6642,KAG9281523.1,KAG9260913.1,?
6644,KAG9281523.1,KAG9273957.1,?
6645,KAG9281523.1,KAG9281115.1,?
6646,KAG9281523.1,KAG9260512.1,-
6648,KAG9281523.1,KAG9279773.1,+
6650,KAG9281523.1,KAG9263807.1,?
6653,KAG9281523.1,KAG9261813.1,+
6654,KAG9281523.1,KAG9261813.1,-
6655,KAG9281523.1,KAG9261813.1,?
6656,KAG9281523.1,KAG9259576.1,+
6657,KAG9281523.1,KAG9265964.1,?
6658,KAG9281523.1,KAG9264435.1,-
6660,KAG9281523.1,KAG9261909.1,+
6661,KAG9281523.1,KAG9261909.1,-
6662,KAG9281523.1,KAG9267230.1,?
6663,KAG9281523.1,KAG9270292.1,?
6664,KAG9281523.1,KAG9263395.1,-
6665,KAG9281523.1,KAG9281199.1,?
6666,KAG9281523.1,KAG9278600.1,+
6667,KAG9281523.1,KAG9278600.1,-
6668,KAG9281523.1,KAG9275060.1,+
6670,KAG9281523.1,KAG9262660.1,-
6672,KAG9281523.1,KAG9273620.1,+
6676,KAG9281523.1,KAG9261767.1,-
6678,KAG9281523.1,KAG9282373.1,?
6679,KAG9281523.1,KAG9268826.1,-
6680,KAG9281523.1,KAG9267811.1,?
6682,KAG9281523.1,KAG9267703.1,?
6683,KAG9281523.1,KAG9263264.1,-
6684,KAG9281523.1,KAG9282614.1,-
6685,KAG9281523.1,KAG9276618.1,-
6688,KAG9281523.1,KAG9261604.1,?
6689,KAG9281523.1,KAG9263509.1,-
6690,KAG9281523.1,KAG9259909.1,?
6691,KAG9281523.1,KAG9268360.1,+
6692,KAG9281523.1,KAG9279703.1,?
6693,KAG9281523.1,KAG9262158.1,-
6696,KAG9281523.1,KAG9274257.1,?
6697,KAG9281523.1,KAG9282498.1,+
6700,KAG9281523.1,KAG9280709.1,+
6701,KAG9281523.1,KAG9268167.1,+
6702,KAG9281523.1,KAG9277916.1,?
6703,KAG9281523.1,KAG9274158.1,?
6704,KAG9281523.1,KAG9270043.1,-
6705,KAG9281523.1,KAG9273192.1,?
6706,KAG9281523.1,KAG9279945.1,?
6707,KAG9281523.1,KAG9282917.1,+
6708,KAG9281523.1,KAG9269122.1,+
6709,KAG9281523.1,KAG9264368.1,-
6711,KAG9281523.1,KAG9266117.1,+
6712,KAG9281523.1,KAG9267884.1,-
6713,KAG9281523.1,KAG9281482.1,-
