,Source,Target,Interaction
0,XP_007245269.3,XP_022528737.1,-
1,XP_007245269.3,XP_007229906.3,?
3,XP_007245269.3,XP_007233103.2,+
4,XP_007245269.3,XP_049339604.1,?
5,XP_007254055.2,XP_022528737.1,+
6,XP_007254055.2,XP_007229224.3,-
7,XP_007254055.2,XP_007253735.3,-
8,XP_007254055.2,XP_007228423.2,+
9,XP_007254055.2,XP_007229906.3,+
12,XP_007254055.2,XP_007255737.1,+
13,XP_007254055.2,XP_007259538.1,+
14,XP_007254055.2,XP_007259538.1,-
15,XP_007254055.2,XP_007251431.2,+
16,XP_007254055.2,XP_049339604.1,+
20,XP_007230096.3,XP_007234374.2,?
21,XP_007230096.3,XP_022534428.2,+
22,XP_007230096.3,XP_015462655.3,?
24,XP_007230096.3,XP_007255363.2,-
25,XP_007230096.3,XP_007254687.2,?
26,XP_007230096.3,XP_007234030.1,+
27,XP_007230096.3,XP_007251902.3,+
28,XP_007230096.3,XP_007251902.3,-
29,XP_007230096.3,XP_007251902.3,?
31,XP_007230096.3,XP_007258757.3,+
32,XP_007230096.3,XP_007258757.3,?
34,XP_007230096.3,XP_007259928.1,?
36,XP_007230096.3,XP_022536473.2,?
39,XP_007230096.3,XP_022538916.2,?
41,XP_007230096.3,XP_007233103.2,?
42,XP_007230096.3,XP_007255027.1,+
43,XP_007230096.3,XP_022537196.1,+
44,XP_007230096.3,XP_049340749.1,+
45,XP_007230096.3,XP_022523954.2,?
46,XP_022541680.2,XP_007230096.3,+
47,XP_022541680.2,XP_007240831.3,-
48,XP_022541680.2,XP_022540295.2,-
49,XP_022541680.2,XP_022521688.2,-
51,XP_049322875.1,XP_007234915.3,?
53,XP_022537011.2,XP_022535517.1,-
54,XP_022536604.2,XP_007252983.1,-
55,XP_022536604.2,XP_022538368.1,-
56,XP_022536604.2,XP_022527170.1,?
57,XP_022536604.2,XP_022534377.2,?
58,XP_022536604.2,XP_049332012.1,-
59,XP_022536604.2,XP_022532238.2,?
60,XP_022536604.2,XP_007230681.2,?
61,XP_022536604.2,XP_007233103.2,-
62,XP_022536604.2,XP_022536402.2,+
63,XP_022536604.2,XP_007257380.3,-
64,XP_022536604.2,XP_007245479.2,-
65,XP_022536604.2,XP_007245479.2,?
66,XP_022536604.2,XP_049318734.1,-
69,XP_007229800.1,XP_007256957.3,-
70,XP_007229800.1,XP_049323949.1,+
72,XP_007229800.1,XP_007230234.3,+
73,XP_007229800.1,XP_022526565.1,+
76,XP_007228437.3,XP_007252983.1,+
77,XP_007228437.3,XP_007252983.1,-
78,XP_007228437.3,XP_022525246.1,?
79,XP_007228437.3,XP_022524862.2,+
80,XP_007228437.3,XP_007247583.3,+
81,XP_007228437.3,XP_007242161.3,?
82,XP_007228437.3,XP_022525406.2,?
83,XP_007228437.3,XP_007233751.1,-
84,XP_007228437.3,XP_007256780.1,-
85,XP_007228437.3,XP_049341536.1,+
86,XP_007228437.3,XP_007240198.3,+
87,XP_007228437.3,XP_007240198.3,?
88,XP_007228437.3,XP_049326984.1,-
89,XP_007228437.3,XP_007259840.3,?
90,XP_007228437.3,XP_049338695.1,+
92,XP_007228437.3,XP_007259858.2,?
93,XP_007228437.3,XP_007229906.3,+
94,XP_007228437.3,XP_007229906.3,-
96,XP_007228437.3,XP_007237707.3,-
98,XP_007228437.3,XP_049333232.1,?
99,XP_007228437.3,XP_007245655.1,+
100,XP_007228437.3,XP_022534996.2,-
101,XP_007228437.3,XP_022522627.2,+
102,XP_007228437.3,XP_007251466.3,?
103,XP_007228437.3,XP_049329469.1,+
104,XP_007228437.3,XP_022518742.2,+
105,XP_007228437.3,XP_022518742.2,?
106,XP_007228437.3,XP_015462408.3,+
107,XP_007228437.3,XP_022539903.2,+
108,XP_007228437.3,XP_007244105.2,?
109,XP_007228437.3,XP_049329031.1,?
110,XP_007228437.3,XP_022525532.2,?
111,XP_007228437.3,XP_007251952.2,?
112,XP_007228437.3,XP_022528924.2,?
113,XP_007228437.3,XP_007240831.3,?
114,XP_007228437.3,XP_007239238.2,?
118,XP_007228437.3,XP_007246206.3,+
119,XP_007228437.3,XP_022542115.1,?
120,XP_007228437.3,XP_007259538.1,+
122,XP_007228437.3,XP_022525439.2,+
123,XP_007228437.3,XP_007246739.2,?
130,XP_007228437.3,XP_007238719.3,?
131,XP_007228437.3,XP_022521344.2,?
133,XP_007228437.3,XP_007233103.2,?
134,XP_007228437.3,XP_007245018.3,+
135,XP_007228437.3,XP_007258907.2,?
136,XP_007228437.3,XP_049323949.1,-
137,XP_007228437.3,XP_007235299.1,+
138,XP_007228437.3,XP_007235299.1,?
140,XP_007228437.3,XP_007228959.1,-
141,XP_007228437.3,XP_022534166.2,+
143,XP_007228437.3,XP_007240517.1,?
146,XP_007228437.3,XP_007244227.3,?
147,XP_007228437.3,XP_007255272.3,?
149,XP_007228437.3,XP_007251223.2,+
150,XP_007228437.3,XP_007251223.2,?
151,XP_007228437.3,XP_007245479.2,-
152,XP_007228437.3,XP_022526724.2,?
153,XP_007228437.3,XP_007230234.3,-
157,XP_007228437.3,XP_007255734.2,?
158,XP_007228437.3,XP_007257110.3,?
159,XP_007228437.3,XP_049322950.1,?
160,XP_007228437.3,XP_007248621.3,?
161,XP_007228437.3,XP_007259284.1,?
162,XP_007228437.3,XP_049335560.1,+
163,XP_007228437.3,XP_007228125.2,+
164,XP_007228437.3,XP_022527951.1,+
165,XP_007228437.3,XP_022536726.1,+
166,XP_007228437.3,XP_022536726.1,?
167,XP_007228437.3,XP_022539035.2,?
168,XP_007228437.3,XP_007246134.3,-
169,XP_007228437.3,XP_022530230.2,-
173,XP_007228437.3,XP_022519665.1,+
174,XP_007228437.3,XP_022519665.1,?
175,XP_007228437.3,XP_007250429.3,-
176,XP_007228437.3,XP_007249290.2,-
177,XP_007228437.3,XP_007231647.2,+
178,XP_007228437.3,XP_007247485.1,-
179,XP_007253084.3,XP_007229906.3,?
181,XP_007253084.3,XP_007249214.1,?
183,XP_007240305.1,XP_007240198.3,?
184,XP_007240305.1,XP_007258982.1,?
185,XP_007240305.1,XP_022533297.2,?
186,XP_007240305.1,XP_015457993.1,?
188,XP_007240305.1,XP_007258547.3,?
189,XP_015462655.3,XP_007230096.3,?
190,XP_015462655.3,XP_007254615.3,?
192,XP_015462655.3,XP_007255363.2,+
193,XP_015462655.3,XP_007235976.1,-
194,XP_015462655.3,XP_007242815.2,-
195,XP_015462655.3,XP_007250635.2,?
196,XP_015462655.3,XP_007251902.3,+
197,XP_015462655.3,XP_007251902.3,?
198,XP_015462655.3,XP_007258757.3,+
199,XP_015462655.3,XP_007258757.3,?
201,XP_015462655.3,XP_007250218.2,+
202,XP_015462655.3,XP_007253959.3,?
203,XP_015462655.3,XP_007259928.1,-
204,XP_015462655.3,XP_007244205.2,?
205,XP_015462655.3,XP_007256724.3,+
206,XP_015462655.3,XP_007259538.1,-
207,XP_015462655.3,XP_022538916.2,?
208,XP_015462655.3,XP_022529988.2,?
209,XP_015462655.3,XP_022523954.2,?
210,XP_015462655.3,XP_022519665.1,?
222,XP_015462112.3,XP_007234688.2,?
223,XP_015462112.3,XP_022525837.1,?
224,XP_015462112.3,XP_022526873.2,?
225,XP_015462112.3,XP_007258448.3,?
226,XP_007259060.2,XP_007241796.4,?
228,XP_007259060.2,XP_022540100.2,?
229,XP_007259060.2,XP_007234058.2,-
230,XP_007259060.2,XP_007228126.2,-
231,XP_007259060.2,XP_007260281.2,-
232,XP_007259060.2,XP_007235239.1,-
233,XP_007230635.3,XP_022531678.2,?
236,XP_007254295.1,XP_007229224.3,?
237,XP_007254295.1,XP_007229817.1,-
238,XP_007254295.1,XP_007256023.3,+
239,XP_007254295.1,XP_007257486.1,?
241,XP_007254295.1,XP_007256957.3,?
242,XP_007254295.1,XP_022518742.2,?
243,XP_007254295.1,XP_007249053.3,?
244,XP_007254295.1,XP_007237415.1,+
245,XP_007254295.1,XP_007237415.1,-
246,XP_007254295.1,XP_022536284.1,?
247,XP_007254295.1,XP_007247805.2,+
248,XP_007254295.1,XP_007228114.1,?
249,XP_007254295.1,XP_049339946.1,+
250,XP_007254295.1,XP_049318691.1,+
251,XP_007254295.1,XP_049318691.1,?
253,XP_007254295.1,XP_007249308.2,?
254,XP_007254295.1,XP_007254020.3,+
256,XP_007254295.1,XP_007257867.3,+
258,XP_007254295.1,XP_007251862.2,+
259,XP_007254295.1,XP_007228125.2,?
260,XP_007254295.1,XP_007255218.3,?
261,XP_007254295.1,XP_007245620.2,?
263,XP_022536055.1,XP_007245534.1,+
264,XP_022536055.1,XP_007254687.2,+
265,XP_022536055.1,XP_007229906.3,?
267,XP_022536055.1,XP_007256957.3,?
268,XP_022536055.1,XP_007240773.2,?
269,XP_022536055.1,XP_007255706.3,?
271,XP_022536055.1,XP_007259540.3,?
272,XP_022536055.1,XP_049329031.1,?
273,XP_022536055.1,XP_007254032.1,-
277,XP_022536055.1,XP_049341570.1,?
278,XP_022536055.1,XP_007261072.1,+
279,XP_022536055.1,XP_007261072.1,?
280,XP_022536055.1,XP_022523732.2,?
281,XP_022536055.1,XP_007259538.1,+
282,XP_022536055.1,XP_015462852.3,?
283,XP_022536055.1,XP_049326974.1,+
285,XP_022536055.1,XP_007244225.3,+
286,XP_022536055.1,XP_022522635.1,?
287,XP_022536055.1,XP_049342197.1,+
288,XP_022536055.1,XP_022521768.2,?
289,XP_022536055.1,XP_022526268.2,+
290,XP_022536055.1,XP_007245479.2,?
291,XP_022536055.1,XP_007230234.3,+
293,XP_022536055.1,XP_049340099.1,+
294,XP_022536055.1,XP_007251862.2,-
295,XP_022536055.1,XP_015458358.2,+
296,XP_007245534.1,XP_007231740.3,-
297,XP_007245534.1,XP_022527520.2,-
298,XP_007245534.1,XP_007248276.2,?
299,XP_007245534.1,XP_049332396.1,+
300,XP_007245534.1,XP_049332396.1,?
302,XP_007245534.1,XP_022520082.2,?
305,XP_007245534.1,XP_007247765.1,-
307,XP_007245534.1,XP_007244375.3,?
308,XP_007245534.1,XP_022529397.2,-
309,XP_007245534.1,XP_049326974.1,-
310,XP_007245534.1,XP_007231129.3,?
312,XP_007245534.1,XP_049339604.1,?
314,XP_007231405.2,XP_049332396.1,+
315,XP_007231405.2,XP_049332396.1,?
316,XP_007231405.2,XP_007245534.1,+
317,XP_007231405.2,XP_007245534.1,?
318,XP_007231405.2,XP_022534810.1,+
319,XP_007231405.2,XP_022520077.1,?
320,XP_007231405.2,XP_007255363.2,?
323,XP_007231405.2,XP_007231568.1,+
327,XP_007231405.2,XP_007250187.2,+
328,XP_007231405.2,XP_007258427.2,+
330,XP_007231405.2,XP_007254914.2,?
331,XP_007231405.2,XP_007254686.2,+
334,XP_007231405.2,XP_007252148.1,-
335,XP_007231405.2,XP_007245384.3,+
337,XP_007231405.2,XP_007228106.2,-
338,XP_007231405.2,XP_049339946.1,+
339,XP_007231405.2,XP_015461408.2,?
340,XP_007231405.2,XP_007257420.1,+
341,XP_007231405.2,XP_007234770.3,+
342,XP_007231405.2,XP_022521768.2,+
343,XP_007231405.2,XP_007245479.2,?
345,XP_007231405.2,XP_007260881.1,+
346,XP_007231405.2,XP_007238593.3,+
347,XP_007231405.2,XP_007238593.3,-
348,XP_007231405.2,XP_022534733.1,-
349,XP_007231405.2,XP_022522599.2,?
350,XP_007231405.2,XP_007228622.2,+
351,XP_007231405.2,XP_007228622.2,?
352,XP_007231405.2,XP_022519665.1,+
353,XP_007231405.2,XP_022519665.1,?
362,XP_049336600.1,XP_022532348.2,?
363,XP_049336600.1,XP_022520077.1,?
365,XP_049336600.1,XP_007248100.3,+
366,XP_049336600.1,XP_007252148.1,?
367,XP_049336600.1,XP_007248238.1,-
368,XP_049336600.1,XP_007241050.3,+
369,XP_049336600.1,XP_022529581.2,+
370,XP_049336600.1,XP_007249118.1,-
371,XP_049336600.1,XP_015462935.2,+
372,XP_049336600.1,XP_049336991.1,?
373,XP_049336600.1,XP_007252866.1,+
374,XP_049336600.1,XP_007254066.2,+
375,XP_049336600.1,XP_015459179.3,?
376,XP_022532599.1,XP_022518742.2,?
377,XP_022532599.1,XP_007249707.2,+
378,XP_022534729.2,XP_049325665.1,?
379,XP_022534729.2,XP_022528737.1,+
380,XP_022534729.2,XP_007229224.3,-
381,XP_022534729.2,XP_007229906.3,?
382,XP_022534729.2,XP_022519644.2,+
383,XP_022534729.2,XP_022519644.2,-
384,XP_022534729.2,XP_007240773.2,+
386,XP_022534729.2,XP_049331063.1,+
387,XP_022534729.2,XP_049335661.1,+
388,XP_022534729.2,XP_007246206.3,?
390,XP_022534729.2,XP_015461408.2,+
391,XP_022534729.2,XP_007249672.2,?
392,XP_022534729.2,XP_007255475.1,?
393,XP_022534729.2,XP_007255027.1,?
397,XP_022534729.2,XP_007253420.1,-
398,XP_022534729.2,XP_007248419.3,-
399,XP_022534729.2,XP_007248419.3,?
400,XP_022534729.2,XP_022539700.2,-
401,XP_022534729.2,XP_022522599.2,-
402,XP_022534729.2,XP_022519665.1,-
406,XP_007228484.3,XP_007238259.3,-
410,XP_007254977.2,XP_007229224.3,?
412,XP_007254977.2,XP_015459179.3,-
413,XP_022535793.2,XP_007253959.3,+
414,XP_022523460.1,XP_007253959.3,?
416,XP_007252299.3,XP_022537879.2,+
417,XP_007252299.3,XP_022537879.2,?
424,XP_007253735.3,XP_007249986.3,-
425,XP_007253735.3,XP_007253735.3,-
426,XP_007253735.3,XP_007228423.2,-
428,XP_007253735.3,XP_007229906.3,-
429,XP_007253735.3,XP_022518820.2,-
430,XP_007253735.3,XP_007250106.3,-
432,XP_007253735.3,XP_049342450.1,-
433,XP_007253735.3,XP_022533889.2,-
434,XP_007253735.3,XP_007232134.2,-
435,XP_007253735.3,XP_007233103.2,+
436,XP_007253735.3,XP_049323949.1,-
437,XP_007253735.3,XP_007248619.2,-
438,XP_007253735.3,XP_007248619.2,?
439,XP_007253735.3,XP_022528246.1,?
440,XP_007253735.3,XP_049335566.1,-
441,XP_007253735.3,XP_015459179.3,-
445,XP_007250634.2,XP_007254687.2,-
446,XP_007250634.2,XP_022540962.2,-
447,XP_049341058.1,XP_007233103.2,?
448,XP_007236126.2,XP_049329478.1,-
449,XP_022531311.2,XP_007239412.1,?
514,XP_015463688.3,XP_007251310.1,?
515,XP_015463688.3,XP_007230838.3,?
516,XP_015463688.3,XP_049327401.1,?
517,XP_015463688.3,XP_007259922.3,?
518,XP_007244897.3,XP_049323514.1,+
519,XP_007244897.3,XP_022523303.1,+
520,XP_007244897.3,XP_007232123.2,-
521,XP_007244897.3,XP_007232123.2,?
522,XP_049323144.1,XP_022535793.2,?
523,XP_049323144.1,XP_022540962.2,?
524,XP_007260574.3,XP_007246225.1,?
525,XP_007260574.3,XP_007234658.1,?
526,XP_022540335.2,XP_007253510.1,-
527,XP_022540335.2,XP_007248621.3,-
528,XP_022540335.2,XP_007248621.3,?
529,XP_007259689.1,XP_022526757.2,+
530,XP_007259689.1,XP_022534729.2,+
531,XP_007259689.1,XP_049327834.1,+
532,XP_007259689.1,XP_007240435.3,+
535,XP_007259689.1,XP_049323949.1,-
536,XP_007259689.1,XP_007239396.1,-
537,XP_007259689.1,XP_007250630.1,-
538,XP_007256780.1,XP_007254687.2,-
539,XP_007256780.1,XP_049326960.1,-
541,XP_007256780.1,XP_007252205.3,+
542,XP_049327000.1,XP_049326970.1,?
543,XP_049327000.1,XP_007256370.3,-
544,XP_007256270.1,XP_022537879.2,?
545,XP_007256270.1,XP_022530686.2,?
546,XP_007256270.1,XP_007229779.2,?
547,XP_007256270.1,XP_007238626.3,?
548,XP_007259142.2,XP_007235976.1,-
549,XP_007259142.2,XP_049326984.1,+
550,XP_007234464.1,XP_007229906.3,-
551,XP_049319919.1,XP_022522922.1,?
554,XP_007236322.2,XP_007246184.1,?
556,XP_007236322.2,XP_007255027.1,+
557,XP_007236322.2,XP_022524478.2,?
558,XP_007236322.2,XP_007229695.2,+
559,XP_007236322.2,XP_007245479.2,+
560,XP_007236322.2,XP_007248621.3,?
599,XP_007244901.2,XP_007229224.3,-
601,XP_007244901.2,XP_049334521.1,?
602,XP_007244901.2,XP_049328511.1,?
605,XP_007244901.2,XP_007249684.3,+
607,XP_007244901.2,XP_022530141.2,?
612,XP_007244901.2,XP_007239145.2,+
613,XP_007244901.2,XP_049329031.1,?
614,XP_007244901.2,XP_007249860.1,?
617,XP_007244901.2,XP_022534552.2,?
619,XP_007244901.2,XP_007258636.3,+
621,XP_007244901.2,XP_007247765.1,?
622,XP_007244901.2,XP_007241889.1,+
623,XP_007244901.2,XP_007228126.2,?
624,XP_007244901.2,XP_007247805.2,?
628,XP_007244901.2,XP_007236609.3,+
631,XP_007244901.2,XP_022524348.2,?
633,XP_007244901.2,XP_007233103.2,-
634,XP_007244901.2,XP_007244225.3,?
635,XP_007244901.2,XP_022522635.1,?
636,XP_007244901.2,XP_049330585.1,?
639,XP_007244901.2,XP_049321861.1,+
641,XP_007244901.2,XP_007232983.1,?
642,XP_007244901.2,XP_007259354.2,+
643,XP_007244901.2,XP_007246968.1,?
645,XP_007244901.2,XP_049342142.1,+
646,XP_007244901.2,XP_022528246.1,?
647,XP_007244901.2,XP_007237059.3,?
648,XP_007244901.2,XP_022536941.2,?
720,XP_007234932.3,XP_022518996.2,?
721,XP_007234932.3,XP_007230922.3,?
722,XP_007234932.3,XP_007252394.2,+
724,XP_007234932.3,XP_022542742.2,-
727,XP_007234932.3,XP_007247223.2,?
728,XP_007234932.3,XP_007249860.1,?
730,XP_007234932.3,XP_022520156.2,?
732,XP_007234932.3,XP_007229695.2,+
733,XP_007234932.3,XP_049330585.1,?
734,XP_007234932.3,XP_007245479.2,?
735,XP_007234932.3,XP_015460818.3,+
736,XP_007234932.3,XP_015458358.2,?
737,XP_007234932.3,XP_007253539.3,+
745,XP_022522791.2,XP_007238249.1,?
747,XP_007255500.3,XP_022536604.2,+
748,XP_007255500.3,XP_049336825.1,-
750,XP_007255500.3,XP_022536366.2,?
751,XP_007255500.3,XP_022540962.2,-
752,XP_007255500.3,XP_007241082.3,?
753,XP_007256941.3,XP_007232501.3,-
754,XP_007256941.3,XP_007255555.3,?
756,XP_049338259.1,XP_007228928.3,+
757,XP_049338259.1,XP_049336585.1,?
758,XP_049338259.1,XP_007233103.2,?
759,XP_049338259.1,XP_007230395.2,?
763,XP_049323747.1,XP_022524365.2,?
764,XP_049323747.1,XP_007259540.3,?
765,XP_049323747.1,XP_049326223.1,+
766,XP_049323747.1,XP_049326224.1,+
779,XP_049323747.1,XP_049341920.1,?
786,XP_049323747.1,XP_007233990.1,?
787,XP_049323747.1,XP_007247535.2,?
788,XP_049323747.1,XP_007231993.3,-
789,XP_049323747.1,XP_022531420.2,?
790,XP_049323747.1,XP_007255205.1,+
791,XP_049323747.1,XP_007260962.1,?
792,XP_049323747.1,XP_007255996.2,-
793,XP_049323747.1,XP_007238593.3,-
794,XP_049323747.1,XP_049329308.1,?
795,XP_049323747.1,XP_022535811.2,?
797,XP_007245512.3,XP_007258583.3,-
798,XP_007259584.3,XP_007254615.3,+
799,XP_007259584.3,XP_007250634.2,+
800,XP_007259584.3,XP_049341457.1,+
801,XP_007259584.3,XP_049341457.1,?
802,XP_007259584.3,XP_022539584.2,+
803,XP_007259584.3,XP_022539584.2,?
805,XP_007259584.3,XP_007254032.1,?
806,XP_007259584.3,XP_022522298.2,+
807,XP_007259584.3,XP_007241050.3,+
808,XP_007259584.3,XP_022531940.2,-
809,XP_007259584.3,XP_007242118.3,+
810,XP_007259584.3,XP_007242118.3,?
811,XP_007259584.3,XP_022534711.2,+
812,XP_007259584.3,XP_022534711.2,?
813,XP_007259584.3,XP_022538010.2,+
814,XP_007259584.3,XP_049342142.1,+
815,XP_007259584.3,XP_049319847.1,?
818,XP_007258686.2,XP_007248807.1,?
820,XP_007244485.1,XP_007248807.1,?
821,XP_007248979.1,XP_007231643.3,-
822,XP_007248979.1,XP_022519665.1,+
823,XP_022519251.1,XP_007234490.2,+
824,XP_007260494.1,XP_049331266.1,+
825,XP_007260494.1,XP_007247270.3,?
826,XP_007260494.1,XP_007238017.3,?
827,XP_007260494.1,XP_007228437.3,?
828,XP_007260494.1,XP_007229224.3,+
829,XP_007260494.1,XP_007229224.3,?
830,XP_007260494.1,XP_007228807.1,?
831,XP_007260494.1,XP_015463371.3,?
832,XP_007260494.1,XP_007257496.1,?
833,XP_007260494.1,XP_022522803.1,+
834,XP_007260494.1,XP_007230922.3,+
835,XP_007260494.1,XP_022531953.2,?
838,XP_007260494.1,XP_007257486.1,?
839,XP_007260494.1,XP_049321760.1,?
840,XP_007260494.1,XP_007232446.2,?
841,XP_007260494.1,XP_022527915.1,?
843,XP_007260494.1,XP_007256957.3,?
844,XP_007260494.1,XP_015461326.2,?
845,XP_007260494.1,XP_022542742.2,+
846,XP_007260494.1,XP_022518742.2,?
848,XP_007260494.1,XP_007249053.3,?
849,XP_007260494.1,XP_007259928.1,?
850,XP_007260494.1,XP_007251952.2,?
851,XP_007260494.1,XP_022536284.1,?
852,XP_007260494.1,XP_007259460.1,+
853,XP_007260494.1,XP_007250927.1,?
854,XP_007260494.1,XP_022530488.2,?
858,XP_007260494.1,XP_022540268.1,?
862,XP_007260494.1,XP_007247805.2,+
863,XP_007260494.1,XP_007247805.2,?
865,XP_007260494.1,XP_007254874.3,?
867,XP_007260494.1,XP_007259538.1,-
868,XP_007260494.1,XP_007259538.1,?
869,XP_007260494.1,XP_007249401.1,?
871,XP_007260494.1,XP_007249791.2,+
872,XP_007260494.1,XP_049318691.1,+
873,XP_007260494.1,XP_049326974.1,?
875,XP_007260494.1,XP_049337688.1,+
876,XP_007260494.1,XP_049337688.1,?
878,XP_007260494.1,XP_007257420.1,+
879,XP_007260494.1,XP_022536698.2,?
880,XP_007260494.1,XP_022533636.1,?
882,XP_007260494.1,XP_049331967.1,?
883,XP_007260494.1,XP_007243955.1,-
884,XP_007260494.1,XP_007240291.1,-
885,XP_007260494.1,XP_022535285.2,?
886,XP_007260494.1,XP_022525478.1,+
887,XP_007260494.1,XP_007237824.1,?
888,XP_007260494.1,XP_007249308.2,?
889,XP_007260494.1,XP_007257380.3,?
890,XP_007260494.1,XP_007254020.3,+
891,XP_007260494.1,XP_049342197.1,-
892,XP_007260494.1,XP_022521768.2,?
893,XP_007260494.1,XP_007247162.2,?
894,XP_007260494.1,XP_007231471.3,?
895,XP_007260494.1,XP_007241402.1,+
896,XP_007260494.1,XP_022523624.1,+
897,XP_007260494.1,XP_049330585.1,?
898,XP_007260494.1,XP_007257366.2,+
899,XP_007260494.1,XP_007257020.1,?
900,XP_007260494.1,XP_007245479.2,+
902,XP_007260494.1,XP_007249402.3,?
903,XP_007260494.1,XP_007244303.2,?
904,XP_007260494.1,XP_007257867.3,+
906,XP_007260494.1,XP_022525314.2,?
907,XP_007260494.1,XP_007249313.1,+
908,XP_007260494.1,XP_022522158.2,-
909,XP_007260494.1,XP_022522673.1,-
910,XP_007260494.1,XP_007241082.3,?
912,XP_007260494.1,XP_007251815.1,?
913,XP_007260494.1,XP_007228125.2,?
914,XP_007260494.1,XP_007237059.3,?
916,XP_007260494.1,XP_007245908.1,+
917,XP_007260494.1,XP_022525678.1,?
918,XP_007260494.1,XP_049341877.1,?
920,XP_007244981.3,XP_049337567.1,-
921,XP_022529548.1,XP_007238594.3,?
922,XP_049336381.1,XP_022521441.1,+
923,XP_049336381.1,XP_007236818.3,+
926,XP_049336381.1,XP_007242014.3,-
928,XP_049336381.1,XP_022538104.2,+
929,XP_049336381.1,XP_049329035.1,+
930,XP_049336381.1,XP_007238799.3,-
931,XP_049336381.1,XP_022530504.1,-
932,XP_049336381.1,XP_022535811.2,-
933,XP_049336381.1,XP_022531152.2,+
934,XP_049336381.1,XP_049336638.1,-
937,XP_022524365.2,XP_022531953.2,?
938,XP_022524365.2,XP_007229906.3,+
939,XP_022524365.2,XP_007260494.1,+
941,XP_022524365.2,XP_022522627.2,?
942,XP_022524365.2,XP_049329469.1,?
943,XP_022524365.2,XP_007254851.1,?
944,XP_022524365.2,XP_007260566.2,+
945,XP_022524365.2,XP_049336586.1,+
948,XP_022524365.2,XP_007255508.3,+
949,XP_022524365.2,XP_007233990.1,+
950,XP_022524365.2,XP_022522635.1,?
951,XP_022524365.2,XP_007231644.3,?
952,XP_022524365.2,XP_007255205.1,+
953,XP_022524365.2,XP_007245479.2,?
954,XP_022524365.2,XP_007259922.3,?
955,XP_022524365.2,XP_007234490.2,?
956,XP_022524365.2,XP_007259436.3,?
957,XP_022524365.2,XP_007255996.2,?
958,XP_022524365.2,XP_049339604.1,?
960,XP_007254909.1,XP_007258636.3,-
961,XP_022529358.2,XP_022525062.2,+
965,XP_022529358.2,XP_007229817.1,?
966,XP_022529358.2,XP_007239105.3,-
967,XP_022529358.2,XP_007254908.2,-
968,XP_022529358.2,XP_007260494.1,-
969,XP_022529358.2,XP_007240773.2,-
970,XP_022529358.2,XP_007239656.1,-
971,XP_022529358.2,XP_007259540.3,-
972,XP_022529358.2,XP_007259928.1,-
973,XP_022529358.2,XP_049318656.1,-
974,XP_022529358.2,XP_007287864.2,?
977,XP_022529358.2,XP_007254874.3,?
979,XP_022529358.2,XP_007249791.2,+
980,XP_022529358.2,XP_007249791.2,-
981,XP_022529358.2,XP_049342197.1,?
982,XP_022529358.2,XP_022526565.1,+
983,XP_022529358.2,XP_022526565.1,-
984,XP_022529358.2,XP_049342142.1,?
985,XP_022529358.2,XP_022538488.2,?
986,XP_022529358.2,XP_007248621.3,?
987,XP_022529358.2,XP_007228125.2,?
988,XP_022529358.2,XP_007245850.3,?
990,XP_049321760.1,XP_022534036.2,+
999,XP_022539195.1,XP_015463688.3,-
1000,XP_022539195.1,XP_015464312.3,-
1001,XP_022539195.1,XP_007256404.3,?
1003,XP_022535435.1,XP_049325219.1,+
1004,XP_022535435.1,XP_049325219.1,-
1005,XP_022535435.1,XP_007252269.1,?
1006,XP_022535435.1,XP_022538524.2,?
1008,XP_022535435.1,XP_007253735.3,-
1010,XP_022535435.1,XP_007254687.2,?
1011,XP_022535435.1,XP_049341549.1,?
1013,XP_022535435.1,XP_007252513.3,?
1017,XP_022535435.1,XP_007228126.2,?
1018,XP_022535435.1,XP_022520411.1,?
1021,XP_022535435.1,XP_007233103.2,+
1022,XP_022535435.1,XP_007233103.2,-
1023,XP_022535435.1,XP_007233103.2,?
1025,XP_022535435.1,XP_022536698.2,?
1026,XP_022535435.1,XP_049321660.1,+
1027,XP_022535435.1,XP_049321660.1,-
1028,XP_022535435.1,XP_049321660.1,?
1030,XP_022535435.1,XP_022538497.1,?
1031,XP_022535435.1,XP_022539022.1,?
1033,XP_022535435.1,XP_007228258.3,?
1035,XP_022535435.1,XP_007236882.3,?
1036,XP_022535435.1,XP_049329478.1,-
1037,XP_022535435.1,XP_007228381.1,?
1039,XP_007245655.1,XP_007228437.3,?
1040,XP_007245655.1,XP_022527170.1,?
1041,XP_007245655.1,XP_007254687.2,+
1042,XP_007245655.1,XP_007254687.2,-
1043,XP_007245655.1,XP_007254687.2,?
1047,XP_007245655.1,XP_022520632.1,?
1048,XP_007245655.1,XP_049326925.1,?
1049,XP_007245655.1,XP_007227973.3,?
1050,XP_007245655.1,XP_007259538.1,+
1051,XP_007245655.1,XP_007259538.1,?
1052,XP_007245655.1,XP_007258102.2,+
1054,XP_007245655.1,XP_007233103.2,+
1055,XP_007245655.1,XP_007233103.2,?
1056,XP_007245655.1,XP_007260173.3,?
1057,XP_007245655.1,XP_022527119.2,?
1058,XP_007245655.1,XP_007232727.3,+
1059,XP_007245655.1,XP_022526784.2,?
1060,XP_007245655.1,XP_007245479.2,?
1061,XP_007245655.1,XP_022531737.2,-
1062,XP_007245655.1,XP_049324288.1,+
