,Unnamed: 0,Source,Target,Interaction
5542,3450,XP_007259538.1,XP_022536473.2,?
5543,2353,XP_007259538.1,XP_022537327.1,?
5544,3463,XP_007259538.1,XP_022538749.2,+
5545,2323,XP_007259538.1,XP_022539754.2,+
5546,3496,XP_007259538.1,XP_022540295.2,?
5547,2245,XP_007259538.1,XP_022540932.2,+
5548,3436,XP_007259538.1,XP_022542725.1,?
5549,3419,XP_007259538.1,XP_022542742.2,-
5550,2377,XP_007259538.1,XP_049318933.1,?
5551,2355,XP_007259538.1,XP_049319026.1,?
5552,3431,XP_007259538.1,XP_049319584.1,+
5553,2372,XP_007259538.1,XP_049319747.1,?
5554,3466,XP_007259538.1,XP_049320123.1,+
5555,3385,XP_007259538.1,XP_049320497.1,+
5556,3396,XP_007259538.1,XP_049320578.1,+
5557,3494,XP_007259538.1,XP_049322702.1,+
5558,2341,XP_007259538.1,XP_049323949.1,+
5559,3541,XP_007259538.1,XP_049324540.1,?
5560,3390,XP_007259538.1,XP_049325219.1,?
5561,3545,XP_007259538.1,XP_049326268.1,+
5562,2395,XP_007259538.1,XP_049326554.1,?
5563,3480,XP_007259538.1,XP_049326974.1,+
5564,2336,XP_007259538.1,XP_049327307.1,+
5565,3424,XP_007259538.1,XP_049328103.1,?
5566,3542,XP_007259538.1,XP_049329478.1,-
5567,3502,XP_007259538.1,XP_049330373.1,+
5568,2267,XP_007259538.1,XP_049330785.1,+
5569,3425,XP_007259538.1,XP_049331516.1,?
5570,3503,XP_007259538.1,XP_049331967.1,?
5571,3525,XP_007259538.1,XP_049331983.1,+
5572,3399,XP_007259538.1,XP_049334472.1,?
5573,2358,XP_007259538.1,XP_049334702.1,?
5574,3556,XP_007259538.1,XP_049335072.1,+
5575,3472,XP_007259538.1,XP_049336012.1,+
5576,2249,XP_007259538.1,XP_049336563.1,+
5577,2387,XP_007259538.1,XP_049336636.1,?
5578,2287,XP_007259538.1,XP_049337053.1,+
5579,3421,XP_007259538.1,XP_049337725.1,?
5580,2254,XP_007259538.1,XP_049338654.1,?
5581,3447,XP_007259538.1,XP_049339099.1,?
5582,3550,XP_007259538.1,XP_049339604.1,-
5583,3539,XP_007259538.1,XP_049342142.1,?
5584,3513,XP_007259538.1,XP_049342197.1,+
5585,3509,XP_007259538.1,XP_049342248.1,?
5586,398,XP_007259584.3,XP_007237525.3,+
5587,807,XP_007259584.3,XP_007241050.3,+
5588,399,XP_007259584.3,XP_007241455.3,?
5589,809,XP_007259584.3,XP_007242118.3,+
5590,397,XP_007259584.3,XP_007248190.2,+
5591,799,XP_007259584.3,XP_007250634.2,+
5592,805,XP_007259584.3,XP_007254032.1,?
5593,798,XP_007259584.3,XP_007254615.3,+
5594,806,XP_007259584.3,XP_022522298.2,+
5595,808,XP_007259584.3,XP_022531940.2,-
5596,811,XP_007259584.3,XP_022534711.2,+
5597,401,XP_007259584.3,XP_022535260.2,?
5598,813,XP_007259584.3,XP_022538010.2,+
5599,802,XP_007259584.3,XP_022539584.2,+
5600,815,XP_007259584.3,XP_049319847.1,?
5601,800,XP_007259584.3,XP_049341457.1,+
5602,814,XP_007259584.3,XP_049342142.1,+
5603,536,XP_007259689.1,XP_007239396.1,-
5604,532,XP_007259689.1,XP_007240435.3,+
5605,537,XP_007259689.1,XP_007250630.1,-
5606,529,XP_007259689.1,XP_022526757.2,+
5607,530,XP_007259689.1,XP_022534729.2,+
5608,535,XP_007259689.1,XP_049323949.1,-
5609,531,XP_007259689.1,XP_049327834.1,+
5610,3835,XP_007259817.1,XP_007249126.1,-
5611,3833,XP_007259817.1,XP_007259060.2,+
5612,1125,XP_007259889.2,XP_007227989.3,+
5613,1126,XP_007259889.2,XP_007233103.2,+
5614,650,XP_007259889.2,XP_007237061.2,+
5615,649,XP_007259889.2,XP_022531349.2,+
5616,641,XP_007259889.2,XP_022538195.2,+
5617,1124,XP_007259889.2,XP_022542115.1,?
5618,647,XP_007259889.2,XP_022542358.2,+
5619,643,XP_007259889.2,XP_049335850.1,?
5620,5837,XP_007259922.3,XP_007248419.3,+
5621,1297,XP_007259928.1,XP_007231129.3,+
5622,1306,XP_007259928.1,XP_007231747.3,+
5623,2099,XP_007259928.1,XP_007231993.3,+
5624,2102,XP_007259928.1,XP_007233103.2,-
5625,1283,XP_007259928.1,XP_007233629.2,?
5626,1300,XP_007259928.1,XP_007236761.3,+
5627,1261,XP_007259928.1,XP_007237707.3,-
5628,1288,XP_007259928.1,XP_007238073.3,?
5629,1271,XP_007259928.1,XP_007238229.1,?
5630,2085,XP_007259928.1,XP_007239109.2,?
5631,1273,XP_007259928.1,XP_007243979.2,?
5632,1270,XP_007259928.1,XP_007244597.3,?
5633,1299,XP_007259928.1,XP_007244740.3,?
5634,2119,XP_007259928.1,XP_007245479.2,+
5635,2125,XP_007259928.1,XP_007246968.1,-
5636,2094,XP_007259928.1,XP_007248316.2,?
5637,1315,XP_007259928.1,XP_007249290.2,?
5638,2112,XP_007259928.1,XP_007249308.2,?
5639,2069,XP_007259928.1,XP_007249986.3,?
5640,2089,XP_007259928.1,XP_007251952.2,?
5641,1259,XP_007259928.1,XP_007252122.1,?
5642,2113,XP_007259928.1,XP_007253326.1,?
5643,1292,XP_007259928.1,XP_007253404.1,+
5644,2093,XP_007259928.1,XP_007253421.3,?
5645,2090,XP_007259928.1,XP_007253688.2,?
5646,2073,XP_007259928.1,XP_007254687.2,-
5647,2075,XP_007259928.1,XP_007255478.3,-
5648,1282,XP_007259928.1,XP_007256404.3,+
5649,2124,XP_007259928.1,XP_007256696.2,+
5650,1257,XP_007259928.1,XP_007257220.1,?
5651,1291,XP_007259928.1,XP_007258019.3,-
5652,1303,XP_007259928.1,XP_007259354.2,?
5653,1281,XP_007259928.1,XP_007259538.1,?
5654,2088,XP_007259928.1,XP_007259928.1,-
5655,1265,XP_007259928.1,XP_015456707.2,?
5656,1264,XP_007259928.1,XP_015459476.3,?
5657,2121,XP_007259928.1,XP_015464104.1,-
5658,2110,XP_007259928.1,XP_022517974.2,?
5659,1313,XP_007259928.1,XP_022519420.2,?
5660,2117,XP_007259928.1,XP_022521768.2,?
5661,2114,XP_007259928.1,XP_022522635.1,?
5662,1258,XP_007259928.1,XP_022522803.1,?
5663,2086,XP_007259928.1,XP_022523902.1,?
5664,2111,XP_007259928.1,XP_022527016.2,?
5665,2127,XP_007259928.1,XP_022527064.2,+
5666,2076,XP_007259928.1,XP_022529358.2,+
5667,1310,XP_007259928.1,XP_022531678.2,+
5668,1295,XP_007259928.1,XP_022531940.2,+
5669,2071,XP_007259928.1,XP_022531953.2,+
5670,2123,XP_007259928.1,XP_022532397.1,+
5671,2116,XP_007259928.1,XP_022535482.2,?
5672,2106,XP_007259928.1,XP_022536402.2,+
5673,2122,XP_007259928.1,XP_022536614.1,?
5674,1311,XP_007259928.1,XP_022538963.1,?
5675,1276,XP_007259928.1,XP_022541496.2,?
5676,1304,XP_007259928.1,XP_049318933.1,+
5677,2083,XP_007259928.1,XP_049319584.1,+
5678,2082,XP_007259928.1,XP_049320837.1,+
5679,2103,XP_007259928.1,XP_049322702.1,+
5680,1308,XP_007259928.1,XP_049322950.1,?
5681,2104,XP_007259928.1,XP_049323949.1,-
5682,1284,XP_007259928.1,XP_049326974.1,?
5683,1287,XP_007259928.1,XP_049327307.1,+
5684,1290,XP_007259928.1,XP_049331676.1,?
5685,2109,XP_007259928.1,XP_049331967.1,?
5686,2129,XP_007259928.1,XP_049339604.1,?
5687,2128,XP_007259928.1,XP_049342142.1,?
5688,2115,XP_007259928.1,XP_049342248.1,?
5689,2070,XP_007259928.1,XP_049342419.1,+
5690,2684,XP_007259970.1,XP_007229906.3,?
5691,2692,XP_007259970.1,XP_007230681.2,-
5692,2700,XP_007259970.1,XP_007232725.3,-
5693,2678,XP_007259970.1,XP_007233065.3,-
5694,2694,XP_007259970.1,XP_007233103.2,?
5695,2695,XP_007259970.1,XP_007233695.2,?
5696,2681,XP_007259970.1,XP_007235976.1,-
5697,2676,XP_007259970.1,XP_007240343.3,+
5698,2691,XP_007259970.1,XP_007241889.1,?
5699,2677,XP_007259970.1,XP_007245039.3,-
5700,2698,XP_007259970.1,XP_007248419.3,-
5701,2699,XP_007259970.1,XP_007251882.2,-
5702,1806,XP_007259970.1,XP_007253018.2,-
5703,2690,XP_007259970.1,XP_007254610.3,?
5704,2703,XP_007259970.1,XP_022519665.1,?
5705,2697,XP_007259970.1,XP_022522673.1,-
5706,2701,XP_007259970.1,XP_022531208.2,?
5707,1807,XP_007259970.1,XP_022536402.2,?
5708,2679,XP_007259970.1,XP_022542830.2,?
5709,1808,XP_007259970.1,XP_049323841.1,?
5710,2683,XP_007259970.1,XP_049326984.1,-
5711,2689,XP_007259970.1,XP_049332012.1,-
5712,1809,XP_007259970.1,XP_049342142.1,?
5713,9346,XP_007260026.2,XP_007227989.3,?
5714,7005,XP_007260026.2,XP_007229906.3,?
5715,9342,XP_007260026.2,XP_007233964.1,?
5716,7010,XP_007260026.2,XP_007235239.1,+
5717,7009,XP_007260026.2,XP_007240145.2,+
5718,7008,XP_007260026.2,XP_007246968.1,-
5719,9350,XP_007260026.2,XP_007250429.3,-
5720,9349,XP_007260026.2,XP_007250824.3,-
5721,9348,XP_007260026.2,XP_007257380.3,?
5722,7006,XP_007260026.2,XP_022537879.2,+
5723,8343,XP_007260121.1,XP_007227791.1,+
5724,8367,XP_007260121.1,XP_007227846.3,-
5725,8393,XP_007260121.1,XP_007228125.2,?
5726,8324,XP_007260121.1,XP_007229224.3,-
5727,8362,XP_007260121.1,XP_007229557.3,?
5728,8330,XP_007260121.1,XP_007229906.3,+
5729,6469,XP_007260121.1,XP_007230175.2,?
5730,8373,XP_007260121.1,XP_007231993.3,+
5731,8321,XP_007260121.1,XP_007234270.2,?
5732,8319,XP_007260121.1,XP_007234281.1,?
5733,8360,XP_007260121.1,XP_007234532.1,-
5734,8326,XP_007260121.1,XP_007236731.3,?
5735,8375,XP_007260121.1,XP_007238263.3,?
5736,8380,XP_007260121.1,XP_007239051.3,?
5737,8370,XP_007260121.1,XP_007244011.3,+
5738,8387,XP_007260121.1,XP_007244303.2,+
5739,6463,XP_007260121.1,XP_007244901.2,-
5740,8339,XP_007260121.1,XP_007245279.1,+
5741,8385,XP_007260121.1,XP_007245479.2,?
5742,8382,XP_007260121.1,XP_007247162.2,?
5743,8320,XP_007260121.1,XP_007247270.3,?
5744,6470,XP_007260121.1,XP_007247414.2,+
5745,8345,XP_007260121.1,XP_007249888.3,+
5746,8356,XP_007260121.1,XP_007251001.2,-
5747,8348,XP_007260121.1,XP_007251055.1,+
5748,8384,XP_007260121.1,XP_007251223.2,+
5749,8351,XP_007260121.1,XP_007251952.2,?
5750,8355,XP_007260121.1,XP_007255872.2,?
5751,8333,XP_007260121.1,XP_007256023.3,?
5752,8363,XP_007260121.1,XP_007256432.1,+
5753,8334,XP_007260121.1,XP_007257486.1,?
5754,6466,XP_007260121.1,XP_007258010.1,+
5755,8349,XP_007260121.1,XP_007258367.3,?
5756,8394,XP_007260121.1,XP_007259250.1,?
5757,8354,XP_007260121.1,XP_007287864.2,?
5758,8389,XP_007260121.1,XP_015464209.3,?
5759,8347,XP_007260121.1,XP_022518742.2,?
5760,8337,XP_007260121.1,XP_022519251.1,+
5761,8395,XP_007260121.1,XP_022519665.1,+
5762,8327,XP_007260121.1,XP_022520082.2,+
5763,8366,XP_007260121.1,XP_022520169.1,?
5764,8346,XP_007260121.1,XP_022522627.2,?
5765,8357,XP_007260121.1,XP_022525964.1,?
5766,8341,XP_007260121.1,XP_022527915.1,?
5767,6464,XP_007260121.1,XP_022530476.2,?
5768,8379,XP_007260121.1,XP_022531940.2,+
5769,8318,XP_007260121.1,XP_022534078.2,-
5770,8323,XP_007260121.1,XP_022534780.1,?
5771,8371,XP_007260121.1,XP_022534820.2,-
5772,8352,XP_007260121.1,XP_022536002.1,?
5773,8342,XP_007260121.1,XP_022536658.2,?
5774,8392,XP_007260121.1,XP_022539373.2,+
5775,8369,XP_007260121.1,XP_049318824.1,?
5776,8378,XP_007260121.1,XP_049323620.1,+
5777,8383,XP_007260121.1,XP_049324088.1,+
5778,8322,XP_007260121.1,XP_049325219.1,?
5779,8372,XP_007260121.1,XP_049326974.1,?
5780,8328,XP_007260121.1,XP_049326984.1,+
5781,6467,XP_007260121.1,XP_049327884.1,+
5782,8388,XP_007260121.1,XP_049334402.1,?
5783,8376,XP_007260121.1,XP_049337688.1,-
5784,8364,XP_007260121.1,XP_049341570.1,?
5785,1666,XP_007260134.1,XP_015462705.1,+
5786,2509,XP_007260134.1,XP_022522052.2,+
5787,4349,XP_007260173.3,XP_007228437.3,-
5788,3082,XP_007260173.3,XP_007244584.1,+
5789,3084,XP_007260173.3,XP_007253018.2,+
5790,3079,XP_007260173.3,XP_022517956.2,?
5791,6531,XP_007260475.2,XP_022531116.2,?
5792,420,XP_007260494.1,XP_007228114.1,?
5793,913,XP_007260494.1,XP_007228125.2,?
5794,827,XP_007260494.1,XP_007228437.3,?
5795,830,XP_007260494.1,XP_007228807.1,?
5796,828,XP_007260494.1,XP_007229224.3,+
5797,834,XP_007260494.1,XP_007230922.3,+
5798,429,XP_007260494.1,XP_007231129.3,?
5799,894,XP_007260494.1,XP_007231471.3,?
5800,840,XP_007260494.1,XP_007232446.2,?
5801,409,XP_007260494.1,XP_007232732.1,?
5802,410,XP_007260494.1,XP_007233417.2,?
5803,436,XP_007260494.1,XP_007234693.3,+
5804,421,XP_007260494.1,XP_007235360.1,+
5805,914,XP_007260494.1,XP_007237059.3,?
5806,887,XP_007260494.1,XP_007237824.1,?
5807,826,XP_007260494.1,XP_007238017.3,?
5808,884,XP_007260494.1,XP_007240291.1,-
5809,910,XP_007260494.1,XP_007241082.3,?
5810,895,XP_007260494.1,XP_007241402.1,+
5811,883,XP_007260494.1,XP_007243955.1,-
5812,903,XP_007260494.1,XP_007244303.2,?
5813,900,XP_007260494.1,XP_007245479.2,+
5814,916,XP_007260494.1,XP_007245908.1,+
5815,893,XP_007260494.1,XP_007247162.2,?
5816,825,XP_007260494.1,XP_007247270.3,?
5817,406,XP_007260494.1,XP_007247481.3,?
5818,862,XP_007260494.1,XP_007247805.2,+
5819,848,XP_007260494.1,XP_007249053.3,?
5820,888,XP_007260494.1,XP_007249308.2,?
5821,907,XP_007260494.1,XP_007249313.1,+
5822,869,XP_007260494.1,XP_007249401.1,?
5823,902,XP_007260494.1,XP_007249402.3,?
5824,871,XP_007260494.1,XP_007249791.2,+
5825,435,XP_007260494.1,XP_007250916.2,?
5826,853,XP_007260494.1,XP_007250927.1,?
5827,912,XP_007260494.1,XP_007251815.1,?
5828,850,XP_007260494.1,XP_007251952.2,?
5829,418,XP_007260494.1,XP_007252148.1,+
5830,412,XP_007260494.1,XP_007253959.3,?
5831,890,XP_007260494.1,XP_007254020.3,+
5832,865,XP_007260494.1,XP_007254874.3,?
5833,408,XP_007260494.1,XP_007256023.3,?
5834,843,XP_007260494.1,XP_007256957.3,?
5835,899,XP_007260494.1,XP_007257020.1,?
5836,898,XP_007260494.1,XP_007257366.2,+
5837,889,XP_007260494.1,XP_007257380.3,?
5838,878,XP_007260494.1,XP_007257420.1,+
5839,838,XP_007260494.1,XP_007257486.1,?
5840,832,XP_007260494.1,XP_007257496.1,?
5841,904,XP_007260494.1,XP_007257867.3,+
5842,411,XP_007260494.1,XP_007259268.3,+
5843,852,XP_007260494.1,XP_007259460.1,+
5844,867,XP_007260494.1,XP_007259538.1,-
5845,415,XP_007260494.1,XP_007259928.1,+
5846,426,XP_007260494.1,XP_015461159.1,+
5847,844,XP_007260494.1,XP_015461326.2,?
5848,831,XP_007260494.1,XP_015463371.3,?
5849,846,XP_007260494.1,XP_022518742.2,?
5850,892,XP_007260494.1,XP_022521768.2,?
5851,908,XP_007260494.1,XP_022522158.2,-
5852,909,XP_007260494.1,XP_022522673.1,-
5853,833,XP_007260494.1,XP_022522803.1,+
5854,896,XP_007260494.1,XP_022523624.1,+
5855,906,XP_007260494.1,XP_022525314.2,?
5856,886,XP_007260494.1,XP_022525478.1,+
5857,917,XP_007260494.1,XP_022525678.1,?
5858,428,XP_007260494.1,XP_022525827.2,?
5859,841,XP_007260494.1,XP_022527915.1,?
5860,854,XP_007260494.1,XP_022530488.2,?
5861,835,XP_007260494.1,XP_022531953.2,?
5862,880,XP_007260494.1,XP_022533636.1,?
5863,430,XP_007260494.1,XP_022534036.2,?
5864,885,XP_007260494.1,XP_022535285.2,?
5865,851,XP_007260494.1,XP_022536284.1,?
5866,879,XP_007260494.1,XP_022536698.2,?
5867,858,XP_007260494.1,XP_022540268.1,?
5868,845,XP_007260494.1,XP_022542742.2,+
5869,872,XP_007260494.1,XP_049318691.1,+
5870,839,XP_007260494.1,XP_049321760.1,?
5871,873,XP_007260494.1,XP_049326974.1,?
5872,897,XP_007260494.1,XP_049330585.1,?
5873,824,XP_007260494.1,XP_049331266.1,+
5874,882,XP_007260494.1,XP_049331967.1,?
5875,432,XP_007260494.1,XP_049337192.1,?
5876,875,XP_007260494.1,XP_049337688.1,+
5877,918,XP_007260494.1,XP_049341877.1,?
5878,891,XP_007260494.1,XP_049342197.1,-
5879,3765,XP_007260495.1,XP_007237827.2,?
5880,2500,XP_007260495.1,XP_022524425.2,+
5881,6542,XP_007260509.3,XP_007227949.3,?
5882,6540,XP_007260509.3,XP_007231659.3,?
5883,6522,XP_007260509.3,XP_007260013.3,?
5884,6535,XP_007260509.3,XP_007260832.3,?
5885,6530,XP_007260509.3,XP_015460600.3,?
5886,6545,XP_007260509.3,XP_022522136.1,?
5887,6510,XP_007260509.3,XP_022540735.2,?
5888,6513,XP_007260509.3,XP_022541444.2,?
5889,6528,XP_007260509.3,XP_049319465.1,?
5890,6511,XP_007260509.3,XP_049320823.1,?
5891,6485,XP_007260525.3,XP_007244509.2,+
5892,6484,XP_007260525.3,XP_007250044.3,+
5893,2937,XP_007260566.2,XP_022524550.2,-
5894,525,XP_007260574.3,XP_007234658.1,?
5895,524,XP_007260574.3,XP_007246225.1,?
5896,5935,XP_007260755.2,NP_001278192.1,+
5897,5934,XP_007260755.2,XP_007240312.2,?
5898,5937,XP_007260755.2,XP_007243955.1,-
5899,7631,XP_007260756.2,XP_007230234.3,+
5900,7625,XP_007260756.2,XP_007230953.1,?
5901,7632,XP_007260756.2,XP_007232907.2,+
5902,5906,XP_007260756.2,XP_007244597.3,?
5903,7623,XP_007260756.2,XP_007254687.2,?
5904,5911,XP_007260756.2,XP_007255674.3,-
5905,5905,XP_007260756.2,XP_007259237.1,?
5906,5910,XP_007260756.2,XP_015457861.2,+
5907,5907,XP_007260756.2,XP_015460274.1,+
5908,7624,XP_007260756.2,XP_022518742.2,+
5909,5912,XP_007260756.2,XP_022519665.1,?
5910,7626,XP_007260756.2,XP_022520175.2,+
5911,7622,XP_007260756.2,XP_022527170.1,?
5912,7630,XP_007260756.2,XP_049322334.1,?
5913,7629,XP_007260756.2,XP_049323949.1,+
5914,5909,XP_007260756.2,XP_049331429.1,?
5915,7621,XP_007260756.2,XP_049342341.1,+
5916,5388,XP_007260897.3,XP_007230465.2,+
5917,5387,XP_007260897.3,XP_007241771.2,+
5918,6859,XP_007260897.3,XP_022530265.2,+
5919,5389,XP_007260897.3,XP_049327824.1,?
5920,256,XP_007260980.1,XP_049338120.1,?
5921,6274,XP_007287856.3,XP_007233103.2,?
5922,6273,XP_007287856.3,XP_022520635.2,?
5923,7916,XP_015456280.3,XP_007232148.1,?
5924,7937,XP_015456280.3,XP_007236235.3,?
5925,7942,XP_015456280.3,XP_007236655.1,?
5926,7933,XP_015456280.3,XP_007246594.1,?
5927,7938,XP_015456280.3,XP_007248948.2,?
5928,7917,XP_015456280.3,XP_007260013.3,?
5929,7925,XP_015456280.3,XP_015456280.3,?
5930,7922,XP_015456280.3,XP_022520970.2,?
5931,7939,XP_015456280.3,XP_022525610.1,?
5932,7926,XP_015456280.3,XP_022527503.1,?
5933,7923,XP_015456280.3,XP_022532802.1,?
5934,7944,XP_015456280.3,XP_022533101.1,?
5935,7932,XP_015456280.3,XP_022534855.2,?
5936,7892,XP_015456280.3,XP_022541281.1,?
5937,7931,XP_015456280.3,XP_049326607.1,?
5938,2319,XP_015456426.3,XP_007229906.3,?
5939,2318,XP_015456426.3,XP_007232086.3,+
5940,1550,XP_015456426.3,XP_007237583.1,+
5941,2326,XP_015456426.3,XP_007239214.3,+
5942,1552,XP_015456426.3,XP_007239343.3,+
5943,2321,XP_015456426.3,XP_007247805.2,?
5944,1551,XP_015456426.3,XP_015461468.1,-
5945,1542,XP_015456426.3,XP_022518742.2,-
5946,2324,XP_015456426.3,XP_049323526.1,?
5947,1549,XP_015456426.3,XP_049323949.1,?
5948,1389,XP_015456552.3,XP_007231567.2,+
5949,1388,XP_015456552.3,XP_007232446.2,+
5950,2200,XP_015456552.3,XP_007236771.2,?
5951,1392,XP_015456552.3,XP_007253636.4,+
5952,2199,XP_015456552.3,XP_007254686.2,+
5953,1391,XP_015456552.3,XP_007255471.1,+
5954,1394,XP_015456552.3,XP_022522158.2,+
5955,1387,XP_015456552.3,XP_022524362.1,+
5956,1393,XP_015456552.3,XP_022542358.2,+
5957,1395,XP_015456552.3,XP_049326260.1,+
5958,3954,XP_015456643.3,XP_007238942.2,?
5959,3952,XP_015456643.3,XP_007251172.1,-
5960,3953,XP_015456643.3,XP_022520156.2,+
5961,1497,XP_015456707.2,XP_007228125.2,?
5962,1451,XP_015456707.2,XP_007228126.2,+
5963,1482,XP_015456707.2,XP_007228258.3,+
5964,1418,XP_015456707.2,XP_007228423.2,?
5965,1411,XP_015456707.2,XP_007228437.3,-
5966,794,XP_015456707.2,XP_007229345.3,+
5967,1475,XP_015456707.2,XP_007229695.2,?
5968,1492,XP_015456707.2,XP_007229699.3,?
5969,1421,XP_015456707.2,XP_007229906.3,+
5970,792,XP_015456707.2,XP_007231257.2,-
5971,791,XP_015456707.2,XP_007231367.2,?
5972,824,XP_015456707.2,XP_007231993.3,+
5973,1501,XP_015456707.2,XP_007232175.2,?
5974,1500,XP_015456707.2,XP_007232725.3,-
5975,821,XP_015456707.2,XP_007233629.2,+
5976,785,XP_015456707.2,XP_007235106.2,?
5977,815,XP_015456707.2,XP_007236017.1,+
5978,813,XP_015456707.2,XP_007237399.3,-
5979,1481,XP_015456707.2,XP_007237406.1,?
5980,802,XP_015456707.2,XP_007238589.2,+
5981,1469,XP_015456707.2,XP_007238598.2,+
5982,806,XP_015456707.2,XP_007239240.1,+
5983,801,XP_015456707.2,XP_007240278.1,?
5984,1408,XP_015456707.2,XP_007240343.3,+
5985,1431,XP_015456707.2,XP_007240471.3,?
5986,1427,XP_015456707.2,XP_007240531.1,+
5987,816,XP_015456707.2,XP_007243865.2,+
5988,1443,XP_015456707.2,XP_007244859.1,?
5989,1480,XP_015456707.2,XP_007245479.2,-
5990,1412,XP_015456707.2,XP_007245534.1,+
5991,1471,XP_015456707.2,XP_007245589.3,+
5992,849,XP_015456707.2,XP_007246165.2,+
5993,808,XP_015456707.2,XP_007246206.3,?
5994,1493,XP_015456707.2,XP_007246237.3,?
5995,1449,XP_015456707.2,XP_007246617.2,+
5996,1448,XP_015456707.2,XP_007246946.3,-
5997,820,XP_015456707.2,XP_007247790.1,+
5998,841,XP_015456707.2,XP_007248190.2,+
5999,812,XP_015456707.2,XP_007248426.3,+
6000,1438,XP_015456707.2,XP_007249053.3,?
6001,831,XP_015456707.2,XP_007249118.1,+
6002,796,XP_015456707.2,XP_007250218.2,+
6003,1487,XP_015456707.2,XP_007250824.3,?
6004,1477,XP_015456707.2,XP_007251223.2,+
6005,1490,XP_015456707.2,XP_007251815.1,?
6006,1496,XP_015456707.2,XP_007251882.2,?
6007,1416,XP_015456707.2,XP_007254687.2,+
6008,1504,XP_015456707.2,XP_007256537.1,+
6009,1445,XP_015456707.2,XP_007256724.3,+
6010,1479,XP_015456707.2,XP_007257020.1,+
6011,1466,XP_015456707.2,XP_007257902.3,-
6012,1465,XP_015456707.2,XP_007258102.2,+
6013,848,XP_015456707.2,XP_007258230.1,+
6014,1485,XP_015456707.2,XP_007258331.2,+
6015,825,XP_015456707.2,XP_007258907.2,?
6016,1420,XP_015456707.2,XP_007259237.1,+
6017,814,XP_015456707.2,XP_007259538.1,?
6018,1435,XP_015456707.2,XP_007259540.3,?
6019,1495,XP_015456707.2,XP_007259866.3,?
6020,1483,XP_015456707.2,XP_007260181.1,+
6021,1488,XP_015456707.2,XP_007260372.3,?
6022,1499,XP_015456707.2,XP_015458358.2,+
6023,843,XP_015456707.2,XP_015460347.1,?
6024,1486,XP_015456707.2,XP_015460818.3,+
6025,1426,XP_015456707.2,XP_015463476.2,?
6026,852,XP_015456707.2,XP_022519420.2,+
6027,1505,XP_015456707.2,XP_022519665.1,+
6028,1472,XP_015456707.2,XP_022521768.2,+
6029,1446,XP_015456707.2,XP_022522259.1,+
6030,1428,XP_015456707.2,XP_022522627.2,+
6031,793,XP_015456707.2,XP_022524365.2,+
6032,830,XP_015456707.2,XP_022524425.2,?
6033,783,XP_015456707.2,XP_022524827.1,-
6034,827,XP_015456707.2,XP_022524902.1,+
6035,1404,XP_015456707.2,XP_022525062.2,+
6036,853,XP_015456707.2,XP_022526406.2,+
6037,1491,XP_015456707.2,XP_022526463.2,+
6038,782,XP_015456707.2,XP_022527170.1,?
6039,1498,XP_015456707.2,XP_022527472.2,+
6040,839,XP_015456707.2,XP_022527976.2,+
6041,781,XP_015456707.2,XP_022528737.1,?
6042,1463,XP_015456707.2,XP_022528958.2,+
6043,1459,XP_015456707.2,XP_022529397.2,+
6044,1415,XP_015456707.2,XP_022530611.2,?
6045,1494,XP_015456707.2,XP_022532015.2,+
6046,1437,XP_015456707.2,XP_022532324.1,+
6047,842,XP_015456707.2,XP_022532397.1,?
6048,829,XP_015456707.2,XP_022532551.2,+
6049,1406,XP_015456707.2,XP_022534078.2,?
6050,1474,XP_015456707.2,XP_022534471.1,?
6051,1414,XP_015456707.2,XP_022535440.1,+
6052,840,XP_015456707.2,XP_022536280.1,?
6053,809,XP_015456707.2,XP_022536473.2,+
6054,822,XP_015456707.2,XP_022539754.2,-
6055,826,XP_015456707.2,XP_049319890.1,?
6056,1402,XP_015456707.2,XP_049320497.1,+
6057,832,XP_015456707.2,XP_049321118.1,?
6058,1489,XP_015456707.2,XP_049322950.1,+
6059,1468,XP_015456707.2,XP_049323949.1,?
6060,1476,XP_015456707.2,XP_049325197.1,?
6061,1508,XP_015456707.2,XP_049327824.1,-
6062,1467,XP_015456707.2,XP_049327864.1,+
6063,1439,XP_015456707.2,XP_049329031.1,+
6064,1429,XP_015456707.2,XP_049329469.1,+
6065,1454,XP_015456707.2,XP_049329919.1,?
6066,1407,XP_015456707.2,XP_049330987.1,?
6067,800,XP_015456707.2,XP_049335661.1,?
6068,786,XP_015456707.2,XP_049338654.1,+
6069,1502,XP_015456707.2,XP_049339604.1,+
6070,819,XP_015456707.2,XP_049339946.1,+
6071,838,XP_015456707.2,XP_049341539.1,?
6072,1457,XP_015456707.2,XP_049341570.1,?
6073,5124,XP_015457079.3,XP_007246736.1,-
6074,5125,XP_015457079.3,XP_022519420.2,+
6075,5123,XP_015457079.3,XP_022524317.2,-
6076,6715,XP_015457079.3,XP_022532397.1,-
6077,6714,XP_015457079.3,XP_049320339.1,-
6078,7537,XP_015457229.3,XP_007227997.3,+
6079,7561,XP_015457229.3,XP_007228255.3,+
6080,5855,XP_015457229.3,XP_007228805.3,?
6081,7520,XP_015457229.3,XP_007229906.3,+
6082,7556,XP_015457229.3,XP_007229949.3,+
6083,7599,XP_015457229.3,XP_007230234.3,+
6084,7552,XP_015457229.3,XP_007230953.1,?
