,Unnamed: 0,Source,Target,Interaction
0,243,NP_001278181.1,XP_022527546.2,+
1,633,NP_001278185.1,XP_007234217.2,-
2,632,NP_001278185.1,XP_007237377.2,?
3,634,NP_001278185.1,XP_007248745.2,?
4,631,NP_001278185.1,XP_007259888.1,+
5,630,NP_001278185.1,XP_015462112.3,+
6,6874,NP_001278193.1,XP_007244763.3,?
7,6872,NP_001278193.1,XP_049318691.1,-
8,6870,NP_001306894.1,NP_001278181.1,-
9,5437,NP_001306894.1,NP_001306894.1,+
10,5419,NP_001306894.1,XP_007229532.2,-
11,6885,NP_001306894.1,XP_007231628.2,-
12,5412,NP_001306894.1,XP_007231643.3,+
13,5423,NP_001306894.1,XP_007233695.2,?
14,6872,NP_001306894.1,XP_007234058.2,+
15,5426,NP_001306894.1,XP_007244428.2,?
16,5427,NP_001306894.1,XP_007246520.2,+
17,6869,NP_001306894.1,XP_007246903.3,+
18,6889,NP_001306894.1,XP_007250429.3,+
19,5431,NP_001306894.1,XP_007251793.3,+
20,5429,NP_001306894.1,XP_007252613.1,+
21,5435,NP_001306894.1,XP_007253071.3,?
22,5411,NP_001306894.1,XP_007254687.2,-
23,5436,NP_001306894.1,XP_007255834.1,+
24,6867,NP_001306894.1,XP_007257299.3,+
25,6886,NP_001306894.1,XP_015457861.2,-
26,5417,NP_001306894.1,XP_022517988.2,?
27,5430,NP_001306894.1,XP_022521095.1,+
28,6877,NP_001306894.1,XP_022522124.1,+
29,5418,NP_001306894.1,XP_022522949.2,?
30,6873,NP_001306894.1,XP_022525756.1,+
31,5410,NP_001306894.1,XP_022527170.1,+
32,5413,NP_001306894.1,XP_022534414.2,+
33,6881,NP_001306894.1,XP_049321660.1,+
34,6880,NP_001306894.1,XP_049321798.1,+
35,6875,NP_001306894.1,XP_049325660.1,+
36,6874,NP_001306894.1,XP_049326154.1,-
37,5420,NP_001306894.1,XP_049336983.1,+
38,6887,NP_001306894.1,XP_049341971.1,?
39,5443,XP_007227779.3,XP_022537979.1,-
40,4980,XP_007227806.1,XP_007227886.2,+
41,4979,XP_007227806.1,XP_007249126.1,-
42,4977,XP_007227806.1,XP_007259060.2,+
43,3951,XP_007227817.2,XP_007249214.1,?
44,6617,XP_007227822.1,XP_007254490.3,+
45,6616,XP_007227822.1,XP_022531208.2,-
46,7049,XP_007227838.1,XP_007228735.2,+
47,7050,XP_007227838.1,XP_007232869.2,+
48,7052,XP_007227838.1,XP_007236882.3,?
49,9334,XP_007227838.1,XP_007237827.2,?
50,9335,XP_007227838.1,XP_022532015.2,-
51,3660,XP_007227846.3,XP_007260121.1,-
52,3659,XP_007227846.3,XP_049330585.1,-
53,6646,XP_007227923.2,XP_007230953.1,+
54,6488,XP_007227935.2,XP_007229906.3,+
55,8439,XP_007227935.2,XP_007230395.2,+
56,8431,XP_007227935.2,XP_007235976.1,+
57,8435,XP_007227935.2,XP_007244808.3,+
58,8437,XP_007227935.2,XP_007254206.3,+
59,6487,XP_007227935.2,XP_007254687.2,-
60,8436,XP_007227935.2,XP_007255027.1,+
61,8432,XP_007227935.2,XP_007258982.1,+
62,6491,XP_007227935.2,XP_022519420.2,-
63,8433,XP_007227935.2,XP_022523968.2,+
64,8434,XP_007227935.2,XP_022538053.2,+
65,8430,XP_007227935.2,XP_022539296.1,?
66,6490,XP_007227935.2,XP_049321496.1,?
67,8438,XP_007227935.2,XP_049339604.1,-
68,1706,XP_007227973.3,XP_007227885.1,?
69,2539,XP_007227973.3,XP_007229224.3,+
70,1708,XP_007227973.3,XP_007231659.3,+
71,1710,XP_007227973.3,XP_007232251.1,?
72,1704,XP_007227973.3,XP_007232869.2,+
73,2551,XP_007227973.3,XP_007235107.1,+
74,1699,XP_007227973.3,XP_007243593.2,-
75,2546,XP_007227973.3,XP_007244078.1,+
76,1702,XP_007227973.3,XP_007249126.1,+
77,2540,XP_007227973.3,XP_007250634.2,?
78,1696,XP_007227973.3,XP_007252122.1,+
79,1709,XP_007227973.3,XP_007253071.3,?
80,1694,XP_007227973.3,XP_007259060.2,+
81,2552,XP_007227973.3,XP_007259538.1,?
82,2555,XP_007227973.3,XP_015460347.1,+
83,2554,XP_007227973.3,XP_022520156.2,+
84,2549,XP_007227973.3,XP_022520632.1,+
85,2556,XP_007227973.3,XP_022522599.2,-
86,2557,XP_007227973.3,XP_022525991.2,+
87,2543,XP_007227973.3,XP_049320164.1,?
88,1698,XP_007227973.3,XP_049321270.1,?
89,2541,XP_007227973.3,XP_049326984.1,-
90,3343,XP_007228106.2,XP_007231405.2,+
91,3356,XP_007228106.2,XP_007250611.2,?
92,3346,XP_007228106.2,XP_022520624.2,+
93,8735,XP_007228115.1,XP_007232923.3,?
94,6770,XP_007228115.1,XP_007241080.2,+
95,8736,XP_007228115.1,XP_022522627.2,-
96,8737,XP_007228115.1,XP_049340370.1,-
97,2982,XP_007228165.2,XP_007229906.3,+
98,4308,XP_007228165.2,XP_007229949.3,+
99,2981,XP_007228165.2,XP_007230144.3,?
100,2998,XP_007228165.2,XP_007232868.2,+
101,2999,XP_007228165.2,XP_007232869.2,-
102,3010,XP_007228165.2,XP_007233449.3,-
103,3015,XP_007228165.2,XP_007234569.2,+
104,2991,XP_007228165.2,XP_007234616.1,+
105,3022,XP_007228165.2,XP_007234736.1,?
106,3001,XP_007228165.2,XP_007234897.1,+
107,2980,XP_007228165.2,XP_007240198.3,?
108,2997,XP_007228165.2,XP_007244331.2,+
109,2987,XP_007228165.2,XP_007246023.1,+
110,3004,XP_007228165.2,XP_007246827.1,?
111,3003,XP_007228165.2,XP_007247247.1,?
112,3005,XP_007228165.2,XP_007247821.2,+
113,2996,XP_007228165.2,XP_007248426.3,+
114,3000,XP_007228165.2,XP_007249994.3,?
115,2978,XP_007228165.2,XP_007254687.2,?
116,4309,XP_007228165.2,XP_007255674.3,?
117,2973,XP_007228165.2,XP_007256097.2,?
118,2992,XP_007228165.2,XP_007258700.2,-
119,3012,XP_007228165.2,XP_007260428.2,+
120,2985,XP_007228165.2,XP_007260847.1,?
121,2977,XP_007228165.2,XP_022519592.2,?
122,2968,XP_007228165.2,XP_022520514.1,?
123,2990,XP_007228165.2,XP_022522014.1,?
124,3019,XP_007228165.2,XP_022522673.1,?
125,2976,XP_007228165.2,XP_022523460.1,?
126,2989,XP_007228165.2,XP_022524365.2,?
127,3013,XP_007228165.2,XP_022525015.2,+
128,3021,XP_007228165.2,XP_022526406.2,+
129,2975,XP_007228165.2,XP_022528807.2,?
130,3020,XP_007228165.2,XP_022531349.2,?
131,3008,XP_007228165.2,XP_022531737.2,+
132,3016,XP_007228165.2,XP_022532397.1,+
133,2974,XP_007228165.2,XP_022532935.2,?
134,3007,XP_007228165.2,XP_022534036.2,?
135,2969,XP_007228165.2,XP_022535157.1,+
136,2971,XP_007228165.2,XP_022540531.2,+
137,2995,XP_007228165.2,XP_022541820.2,?
138,3017,XP_007228165.2,XP_049323841.1,?
139,2967,XP_007228165.2,XP_049326198.1,+
140,2986,XP_007228165.2,XP_049339632.1,?
141,1766,XP_007228242.2,XP_007228165.2,-
142,2581,XP_007228242.2,XP_007229906.3,-
143,2583,XP_007228242.2,XP_007235360.1,-
144,2584,XP_007228242.2,XP_007245354.3,-
145,1767,XP_007228242.2,XP_007247821.2,-
146,2582,XP_007228242.2,XP_049332012.1,-
147,4610,XP_007228258.3,NP_001306894.1,+
148,4605,XP_007228258.3,XP_007239105.3,-
149,4607,XP_007228258.3,XP_007242815.2,?
150,5919,XP_007228258.3,XP_007250066.2,-
151,4611,XP_007228258.3,XP_007251815.1,?
152,4608,XP_007228258.3,XP_007255027.1,-
153,5921,XP_007228258.3,XP_007259922.3,-
154,4603,XP_007228258.3,XP_022527170.1,?
155,5920,XP_007228258.3,XP_049340485.1,?
156,5112,XP_007228304.1,XP_007253959.3,?
157,5113,XP_007228304.1,XP_015457861.2,+
158,9051,XP_007228381.1,XP_007228126.2,-
159,9025,XP_007228381.1,XP_007228437.3,-
160,9026,XP_007228381.1,XP_007229224.3,?
161,9057,XP_007228381.1,XP_007229851.2,?
162,9033,XP_007228381.1,XP_007229906.3,?
163,9045,XP_007228381.1,XP_007229949.3,+
164,6896,XP_007228381.1,XP_007231628.2,?
165,9060,XP_007228381.1,XP_007233103.2,-
166,9062,XP_007228381.1,XP_007233695.2,-
167,9028,XP_007228381.1,XP_007235976.1,-
168,9048,XP_007228381.1,XP_007241889.1,-
169,9054,XP_007228381.1,XP_007244056.1,-
170,6890,XP_007228381.1,XP_007244302.2,+
171,9035,XP_007228381.1,XP_007246023.1,+
172,9049,XP_007228381.1,XP_007246206.3,-
173,9076,XP_007228381.1,XP_007246237.3,-
174,9034,XP_007228381.1,XP_007247259.3,-
175,9072,XP_007228381.1,XP_007249214.1,+
176,9068,XP_007228381.1,XP_007249557.1,-
177,6887,XP_007228381.1,XP_007250218.2,+
178,9044,XP_007228381.1,XP_007251055.1,+
179,9039,XP_007228381.1,XP_007254153.2,+
180,6882,XP_007228381.1,XP_007254590.3,+
181,9067,XP_007228381.1,XP_007257380.3,+
182,9059,XP_007228381.1,XP_007257902.3,-
183,9078,XP_007228381.1,XP_007258230.1,+
184,9080,XP_007228381.1,XP_007258310.1,?
185,9056,XP_007228381.1,XP_007259538.1,+
186,9087,XP_007228381.1,XP_007260919.1,?
187,9084,XP_007228381.1,XP_022519665.1,+
188,9069,XP_007228381.1,XP_022521914.1,-
189,9042,XP_007228381.1,XP_022522627.2,-
190,9073,XP_007228381.1,XP_022522673.1,?
191,9081,XP_007228381.1,XP_022529788.1,-
192,9036,XP_007228381.1,XP_022535435.1,?
193,6884,XP_007228381.1,XP_022538368.1,?
194,9041,XP_007228381.1,XP_022538867.1,+
195,9040,XP_007228381.1,XP_022542742.2,-
196,9023,XP_007228381.1,XP_049320497.1,?
197,9075,XP_007228381.1,XP_049322950.1,-
198,6891,XP_007228381.1,XP_049323029.1,+
199,9032,XP_007228381.1,XP_049326984.1,-
200,6900,XP_007228381.1,XP_049327824.1,?
201,9063,XP_007228381.1,XP_049328093.1,+
202,9077,XP_007228381.1,XP_049329478.1,-
203,9053,XP_007228381.1,XP_049329919.1,?
204,9030,XP_007228381.1,XP_049332031.1,+
205,9082,XP_007228381.1,XP_049335072.1,+
206,9047,XP_007228381.1,XP_049336586.1,?
207,9031,XP_007228381.1,XP_049337990.1,-
208,163,XP_007228437.3,XP_007228125.2,+
209,140,XP_007228437.3,XP_007228959.1,-
210,93,XP_007228437.3,XP_007229906.3,+
211,153,XP_007228437.3,XP_007230234.3,-
212,177,XP_007228437.3,XP_007231647.2,+
213,133,XP_007228437.3,XP_007233103.2,?
214,83,XP_007228437.3,XP_007233751.1,-
215,137,XP_007228437.3,XP_007235299.1,+
216,96,XP_007228437.3,XP_007237707.3,-
217,130,XP_007228437.3,XP_007238719.3,?
218,114,XP_007228437.3,XP_007239238.2,?
219,86,XP_007228437.3,XP_007240198.3,+
220,143,XP_007228437.3,XP_007240517.1,?
221,113,XP_007228437.3,XP_007240831.3,?
222,81,XP_007228437.3,XP_007242161.3,?
223,108,XP_007228437.3,XP_007244105.2,?
224,146,XP_007228437.3,XP_007244227.3,?
225,134,XP_007228437.3,XP_007245018.3,+
226,151,XP_007228437.3,XP_007245479.2,-
227,99,XP_007228437.3,XP_007245655.1,+
228,168,XP_007228437.3,XP_007246134.3,-
229,118,XP_007228437.3,XP_007246206.3,+
230,123,XP_007228437.3,XP_007246739.2,?
231,178,XP_007228437.3,XP_007247485.1,-
232,80,XP_007228437.3,XP_007247583.3,+
233,160,XP_007228437.3,XP_007248621.3,?
234,176,XP_007228437.3,XP_007249290.2,-
235,175,XP_007228437.3,XP_007250429.3,-
236,149,XP_007228437.3,XP_007251223.2,+
237,102,XP_007228437.3,XP_007251466.3,?
238,111,XP_007228437.3,XP_007251952.2,?
239,76,XP_007228437.3,XP_007252983.1,+
240,147,XP_007228437.3,XP_007255272.3,?
241,157,XP_007228437.3,XP_007255734.2,?
242,84,XP_007228437.3,XP_007256780.1,-
243,158,XP_007228437.3,XP_007257110.3,?
244,135,XP_007228437.3,XP_007258907.2,?
245,161,XP_007228437.3,XP_007259284.1,?
246,120,XP_007228437.3,XP_007259538.1,+
247,89,XP_007228437.3,XP_007259840.3,?
248,92,XP_007228437.3,XP_007259858.2,?
249,106,XP_007228437.3,XP_015462408.3,+
250,104,XP_007228437.3,XP_022518742.2,+
251,173,XP_007228437.3,XP_022519665.1,+
252,131,XP_007228437.3,XP_022521344.2,?
253,101,XP_007228437.3,XP_022522627.2,+
254,79,XP_007228437.3,XP_022524862.2,+
255,78,XP_007228437.3,XP_022525246.1,?
256,82,XP_007228437.3,XP_022525406.2,?
257,122,XP_007228437.3,XP_022525439.2,+
258,110,XP_007228437.3,XP_022525532.2,?
259,152,XP_007228437.3,XP_022526724.2,?
260,164,XP_007228437.3,XP_022527951.1,+
261,112,XP_007228437.3,XP_022528924.2,?
262,169,XP_007228437.3,XP_022530230.2,-
263,141,XP_007228437.3,XP_022534166.2,+
264,100,XP_007228437.3,XP_022534996.2,-
265,165,XP_007228437.3,XP_022536726.1,+
266,167,XP_007228437.3,XP_022539035.2,?
267,107,XP_007228437.3,XP_022539903.2,+
268,119,XP_007228437.3,XP_022542115.1,?
269,159,XP_007228437.3,XP_049322950.1,?
270,136,XP_007228437.3,XP_049323949.1,-
271,88,XP_007228437.3,XP_049326984.1,-
272,109,XP_007228437.3,XP_049329031.1,?
273,103,XP_007228437.3,XP_049329469.1,+
274,98,XP_007228437.3,XP_049333232.1,?
275,162,XP_007228437.3,XP_049335560.1,+
276,90,XP_007228437.3,XP_049338695.1,+
277,85,XP_007228437.3,XP_049341536.1,+
278,23236,XP_007228452.2,XP_007228452.2,?
279,4312,XP_007228452.2,XP_007228735.2,?
280,23202,XP_007228452.2,XP_007233079.3,?
281,4313,XP_007228452.2,XP_007234012.3,-
282,23207,XP_007228452.2,XP_007235048.2,?
283,23209,XP_007228452.2,XP_007242240.3,?
284,23223,XP_007228452.2,XP_007246364.3,?
285,23172,XP_007228452.2,XP_007248079.3,?
286,23231,XP_007228452.2,XP_015461148.1,?
287,23176,XP_007228452.2,XP_022520531.2,?
288,23214,XP_007228452.2,XP_022520832.1,?
289,23158,XP_007228452.2,XP_022523345.2,?
290,23226,XP_007228452.2,XP_022527061.2,?
291,23154,XP_007228452.2,XP_022529830.2,?
292,23208,XP_007228452.2,XP_022531133.2,?
293,23193,XP_007228452.2,XP_022534020.2,?
294,23211,XP_007228452.2,XP_049320411.1,?
295,23204,XP_007228452.2,XP_049328142.1,?
296,23206,XP_007228452.2,XP_049329295.1,?
297,23156,XP_007228452.2,XP_049342205.1,?
298,406,XP_007228484.3,XP_007238259.3,-
299,8712,XP_007228622.2,XP_007231405.2,-
300,8713,XP_007228622.2,XP_007249214.1,?
301,3228,XP_007228759.3,XP_007229906.3,+
302,3227,XP_007228759.3,XP_007247533.3,+
303,3230,XP_007228759.3,XP_007255027.1,?
304,2117,XP_007228759.3,XP_022520423.2,?
305,3226,XP_007228759.3,XP_022528737.1,+
306,3229,XP_007228759.3,XP_049328162.1,?
307,3231,XP_007228759.3,XP_049339604.1,+
308,2433,XP_007228786.1,XP_007228381.1,+
309,2416,XP_007228786.1,XP_007228437.3,+
310,2428,XP_007228786.1,XP_007229695.2,-
311,2427,XP_007228786.1,XP_007234486.3,?
312,1589,XP_007228786.1,XP_007237510.2,?
313,1586,XP_007228786.1,XP_007244901.2,-
314,2430,XP_007228786.1,XP_007246968.1,-
315,1593,XP_007228786.1,XP_007249313.1,+
316,2419,XP_007228786.1,XP_007250218.2,-
317,1590,XP_007228786.1,XP_007250751.3,+
318,2432,XP_007228786.1,XP_015462403.2,?
319,2417,XP_007228786.1,XP_022523838.2,-
320,2422,XP_007228786.1,XP_022537879.2,+
321,1585,XP_007228786.1,XP_022540932.2,+
322,2418,XP_007228786.1,XP_022541024.1,?
323,2424,XP_007228786.1,XP_022541496.2,?
324,5012,XP_007229137.3,XP_007249126.1,-
325,5010,XP_007229137.3,XP_007252406.1,-
326,5011,XP_007229137.3,XP_022533929.2,?
327,2556,XP_007229184.1,XP_007246095.1,+
328,3814,XP_007229184.1,XP_007251793.3,+
329,2553,XP_007229184.1,XP_007257486.1,+
330,3816,XP_007229184.1,XP_015462403.2,+
331,2558,XP_007229184.1,XP_049323077.1,+
332,3815,XP_007229184.1,XP_049330585.1,+
333,3807,XP_007229532.2,NP_001307138.1,+
334,3809,XP_007229532.2,XP_007228210.3,?
335,3783,XP_007229532.2,XP_007228437.3,?
336,3803,XP_007229532.2,XP_007233103.2,?
337,2528,XP_007229532.2,XP_007234058.2,?
338,3792,XP_007229532.2,XP_007234205.2,?
339,2533,XP_007229532.2,XP_007237377.2,?
340,2534,XP_007229532.2,XP_007239702.3,?
341,3794,XP_007229532.2,XP_007244893.3,-
342,3789,XP_007229532.2,XP_007244901.2,?
343,2548,XP_007229532.2,XP_007245479.2,+
344,2527,XP_007229532.2,XP_007245655.1,+
345,2544,XP_007229532.2,XP_007246520.2,?
346,2529,XP_007229532.2,XP_007247422.3,+
347,2532,XP_007229532.2,XP_007247516.1,?
348,2545,XP_007229532.2,XP_007248087.1,+
349,2552,XP_007229532.2,XP_007250128.3,?
350,2546,XP_007229532.2,XP_007251793.3,-
351,2542,XP_007229532.2,XP_007253636.4,+
352,3799,XP_007229532.2,XP_007253959.3,?
353,2524,XP_007229532.2,XP_007254464.1,?
354,3786,XP_007229532.2,XP_007254687.2,?
355,2540,XP_007229532.2,XP_007258583.3,+
356,3810,XP_007229532.2,XP_015461468.1,?
357,3806,XP_007229532.2,XP_022520687.2,?
358,3811,XP_007229532.2,XP_022522673.1,?
359,3805,XP_007229532.2,XP_022527119.2,+
360,3784,XP_007229532.2,XP_022527170.1,?
361,3800,XP_007229532.2,XP_022531523.2,?
362,3813,XP_007229532.2,XP_022532015.2,?
363,3804,XP_007229532.2,XP_022542143.1,+
364,2550,XP_007229532.2,XP_022542358.2,-
365,3801,XP_007229532.2,XP_049318691.1,+
366,3812,XP_007229532.2,XP_049321496.1,?
367,2543,XP_007229532.2,XP_049322771.1,?
368,2523,XP_007229532.2,XP_049326984.1,-
369,3808,XP_007229532.2,XP_049330585.1,?
370,2525,XP_007229532.2,XP_049332684.1,+
371,2538,XP_007229532.2,XP_049339875.1,+
372,4552,XP_007229685.3,XP_022523026.1,+
373,5714,XP_007229695.2,XP_007229224.3,+
374,5725,XP_007229695.2,XP_007229906.3,+
375,5748,XP_007229695.2,XP_007230681.2,?
376,5751,XP_007229695.2,XP_007231993.3,-
377,4448,XP_007229695.2,XP_007232503.1,?
378,5752,XP_007229695.2,XP_007233103.2,-
379,4439,XP_007229695.2,XP_007234276.1,?
380,5703,XP_007229695.2,XP_007234374.2,+
381,5764,XP_007229695.2,XP_007234693.3,-
382,5718,XP_007229695.2,XP_007235106.2,?
383,5721,XP_007229695.2,XP_007235976.1,-
384,4465,XP_007229695.2,XP_007236340.3,+
385,4446,XP_007229695.2,XP_007236609.3,-
386,4429,XP_007229695.2,XP_007238689.3,+
387,4449,XP_007229695.2,XP_007244331.2,-
388,5704,XP_007229695.2,XP_007244797.3,+
389,4472,XP_007229695.2,XP_007244841.2,+
390,5726,XP_007229695.2,XP_007244901.2,?
391,4466,XP_007229695.2,XP_007245181.3,?
392,5760,XP_007229695.2,XP_007245479.2,+
393,4447,XP_007229695.2,XP_007246739.2,?
394,4438,XP_007229695.2,XP_007247144.2,?
395,5770,XP_007229695.2,XP_007248190.2,?
396,4431,XP_007229695.2,XP_007248979.1,-
397,5768,XP_007229695.2,XP_007249046.2,+
398,4454,XP_007229695.2,XP_007249118.1,?
399,5716,XP_007229695.2,XP_007249986.3,-
400,4441,XP_007229695.2,XP_007251001.2,+
401,5759,XP_007229695.2,XP_007251223.2,+
402,4450,XP_007229695.2,XP_007253308.2,?
403,4473,XP_007229695.2,XP_007253764.1,+
404,5720,XP_007229695.2,XP_007254687.2,-
405,5779,XP_007229695.2,XP_007254761.1,?
406,5756,XP_007229695.2,XP_007255257.3,+
407,5778,XP_007229695.2,XP_007255743.3,-
408,5771,XP_007229695.2,XP_007255787.3,-
409,5741,XP_007229695.2,XP_007259540.3,+
410,5755,XP_007229695.2,XP_007259880.1,-
411,5733,XP_007229695.2,XP_007261106.1,?
412,4435,XP_007229695.2,XP_015456707.2,-
413,4430,XP_007229695.2,XP_015462376.2,?
414,4467,XP_007229695.2,XP_015464209.3,?
415,5705,XP_007229695.2,XP_022517956.2,+
416,4470,XP_007229695.2,XP_022519420.2,+
417,5727,XP_007229695.2,XP_022519644.2,-
418,5754,XP_007229695.2,XP_022520970.2,?
419,5735,XP_007229695.2,XP_022522627.2,-
420,5747,XP_007229695.2,XP_022522949.2,?
421,5774,XP_007229695.2,XP_022525392.1,?
422,5772,XP_007229695.2,XP_022526565.1,+
423,5722,XP_007229695.2,XP_022527183.1,+
424,5710,XP_007229695.2,XP_022528241.2,-
425,5775,XP_007229695.2,XP_022529282.2,-
426,5712,XP_007229695.2,XP_022532348.2,?
427,4453,XP_007229695.2,XP_022534166.2,?
428,5737,XP_007229695.2,XP_022535271.1,+
429,5773,XP_007229695.2,XP_022535583.2,-
430,5781,XP_007229695.2,XP_022536941.2,+
431,4427,XP_007229695.2,XP_022539296.1,+
432,5708,XP_007229695.2,XP_022542700.1,+
433,5736,XP_007229695.2,XP_049319711.1,+
434,5749,XP_007229695.2,XP_049320101.1,+
435,5728,XP_007229695.2,XP_049323747.1,+
436,4462,XP_007229695.2,XP_049324458.1,?
437,5744,XP_007229695.2,XP_049325937.1,+
438,4440,XP_007229695.2,XP_049330962.1,+
439,5763,XP_007229695.2,XP_049331983.1,+
440,5776,XP_007229695.2,XP_049336638.1,?
441,4468,XP_007229695.2,XP_049337731.1,+
442,5777,XP_007229695.2,XP_049339604.1,+
443,5758,XP_007229695.2,XP_049341043.1,+
444,2575,XP_007229765.3,XP_049336586.1,-
445,6514,XP_007229779.2,XP_007228437.3,?
446,6530,XP_007229779.2,XP_007230140.3,+
447,6516,XP_007229779.2,XP_007253959.3,?
448,6524,XP_007229779.2,XP_007258583.3,+
449,6520,XP_007229779.2,XP_007260006.3,?
450,6533,XP_007229779.2,XP_022519665.1,+
451,6527,XP_007229779.2,XP_022521768.2,?
452,6529,XP_007229779.2,XP_022522673.1,+
453,6531,XP_007229779.2,XP_022531349.2,?
454,6522,XP_007229779.2,XP_049320123.1,+
455,6525,XP_007229779.2,XP_049326974.1,+
456,6534,XP_007229779.2,XP_049337357.1,+
457,6523,XP_007229779.2,XP_049339875.1,?
458,72,XP_007229800.1,XP_007230234.3,+
459,54,XP_007229800.1,XP_007245479.2,+
460,49,XP_007229800.1,XP_007256697.2,+
461,69,XP_007229800.1,XP_007256957.3,-
462,73,XP_007229800.1,XP_022526565.1,+
463,53,XP_007229800.1,XP_022537467.1,+
464,70,XP_007229800.1,XP_049323949.1,+
465,56,XP_007229800.1,XP_049337598.1,-
466,48,XP_007229800.1,XP_049338120.1,?
467,4865,XP_007229816.3,XP_049341920.1,?
468,4860,XP_007229816.3,XP_049342047.1,?
469,6809,XP_007229834.3,XP_022534549.1,?
470,3560,XP_007229851.2,XP_007229906.3,?
471,3570,XP_007229851.2,XP_007245479.2,+
472,2404,XP_007229851.2,XP_007248190.2,+
473,2397,XP_007229851.2,XP_007249824.3,+
474,2402,XP_007229851.2,XP_007253363.1,+
475,2396,XP_007229851.2,XP_007254687.2,-
476,3562,XP_007229851.2,XP_007255478.3,?
477,2398,XP_007229851.2,XP_015456426.3,+
478,3569,XP_007229851.2,XP_022517974.2,?
479,3559,XP_007229851.2,XP_022520082.2,+
480,2403,XP_007229851.2,XP_022521768.2,-
481,3563,XP_007229851.2,XP_022522627.2,+
482,3564,XP_007229851.2,XP_022536473.2,?
483,3572,XP_007229851.2,XP_022536614.1,?
484,2401,XP_007229851.2,XP_049326974.1,?
485,1277,XP_007230011.1,XP_007235681.1,?
486,1273,XP_007230011.1,XP_007238457.1,?
487,1276,XP_007230011.1,XP_007247015.2,?
488,1278,XP_007230011.1,XP_007247496.1,?
489,1266,XP_007230011.1,XP_007256318.3,?
490,4019,XP_007230011.1,XP_007257380.3,?
491,1265,XP_007230011.1,XP_015458704.1,?
492,1274,XP_007230011.1,XP_022530445.2,?
493,1275,XP_007230011.1,XP_049327656.1,?
494,41,XP_007230096.3,XP_007233103.2,?
495,26,XP_007230096.3,XP_007234030.1,+
496,20,XP_007230096.3,XP_007234374.2,?
497,27,XP_007230096.3,XP_007251902.3,+
498,25,XP_007230096.3,XP_007254687.2,?
499,42,XP_007230096.3,XP_007255027.1,+
500,24,XP_007230096.3,XP_007255363.2,-
501,31,XP_007230096.3,XP_007258757.3,+
502,34,XP_007230096.3,XP_007259928.1,?
503,22,XP_007230096.3,XP_015462655.3,?
504,45,XP_007230096.3,XP_022523954.2,?
505,21,XP_007230096.3,XP_022534428.2,+
506,36,XP_007230096.3,XP_022536473.2,?
507,43,XP_007230096.3,XP_022537196.1,+
508,39,XP_007230096.3,XP_022538916.2,?
509,44,XP_007230096.3,XP_049340749.1,+
510,3869,XP_007230114.2,XP_007231993.3,?
511,3870,XP_007230114.2,XP_007253363.1,?
512,6112,XP_007230234.3,NP_001278192.1,+
513,5998,XP_007230234.3,NP_001307136.1,+
514,6309,XP_007230234.3,XP_007227775.3,+
515,6176,XP_007230234.3,XP_007228106.2,+
516,4786,XP_007230234.3,XP_007228216.2,+
517,4810,XP_007230234.3,XP_007228381.1,+
518,6026,XP_007230234.3,XP_007228423.2,+
519,5971,XP_007230234.3,XP_007228437.3,-
520,6333,XP_007230234.3,XP_007228622.2,-
521,5985,XP_007230234.3,XP_007228807.1,-
522,5977,XP_007230234.3,XP_007229224.3,+
523,6075,XP_007230234.3,XP_007229345.3,?
524,6179,XP_007230234.3,XP_007229851.2,+
525,6047,XP_007230234.3,XP_007229906.3,+
526,6131,XP_007230234.3,XP_007229949.3,+
527,6330,XP_007230234.3,XP_007230152.1,+
528,6127,XP_007230234.3,XP_007230550.1,?
529,4773,XP_007230234.3,XP_007231471.3,?
530,4696,XP_007230234.3,XP_007231643.3,-
531,4772,XP_007230234.3,XP_007231644.3,-
532,5961,XP_007230234.3,XP_007231990.1,+
533,6202,XP_007230234.3,XP_007231993.3,+
534,6039,XP_007230234.3,XP_007232273.3,?
535,6082,XP_007230234.3,XP_007232446.2,+
536,6322,XP_007230234.3,XP_007232725.3,+
537,6349,XP_007230234.3,XP_007232907.2,-
538,6210,XP_007230234.3,XP_007233103.2,+
539,5962,XP_007230234.3,XP_007233964.1,?
540,6173,XP_007230234.3,XP_007233990.1,+
541,4695,XP_007230234.3,XP_007234046.1,+
542,5960,XP_007230234.3,XP_007234374.2,+
543,4768,XP_007230234.3,XP_007234486.3,+
544,6121,XP_007230234.3,XP_007235048.2,+
545,6263,XP_007230234.3,XP_007235115.2,+
546,6194,XP_007230234.3,XP_007235360.1,?
547,5969,XP_007230234.3,XP_007235467.1,?
548,6188,XP_007230234.3,XP_007236235.3,+
549,6325,XP_007230234.3,XP_007236347.3,?
550,6021,XP_007230234.3,XP_007236731.3,+
551,6310,XP_007230234.3,XP_007237059.3,?
552,4722,XP_007230234.3,XP_007237415.1,+
553,4784,XP_007230234.3,XP_007237525.3,+
554,6232,XP_007230234.3,XP_007237824.1,?
555,6280,XP_007230234.3,XP_007238593.3,+
556,6185,XP_007230234.3,XP_007240188.3,+
557,6259,XP_007230234.3,XP_007240317.2,?
558,5968,XP_007230234.3,XP_007240343.3,-
559,6102,XP_007230234.3,XP_007240471.3,?
560,6114,XP_007230234.3,XP_007240771.3,+
561,4790,XP_007230234.3,XP_007241082.3,?
562,6304,XP_007230234.3,XP_007241455.3,-
